celebrity_name,season,week,judge_total,judge_mean,judge_count,judge1_score,judge2_score,judge3_score,judge4_score,placement,elimination_week,is_elimination_week,celebrity_industry,industry_category,age,age_group,partner,partner_experience,home_country,home_state,is_us,weekly_rank,weekly_rank_pct
Romeo,12,3,20.0,6.666666666666667,3,7.0,6.0,7.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Chelsie Hightower,4,United States,Louisiana,1,8.0,0.85
Romeo,12,4,23.0,7.666666666666667,3,7.0,8.0,8.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Chelsie Hightower,4,United States,Louisiana,1,4.0,0.5555555555555556
Romeo,12,5,26.0,8.666666666666666,3,9.0,8.0,9.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Chelsie Hightower,4,United States,Louisiana,1,2.0,0.375
Romeo,12,6,28.0,9.333333333333334,3,10.0,9.0,9.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Chelsie Hightower,4,United States,Louisiana,1,1.0,0.21428571428571427
Romeo,12,7,30.0,7.5,4,7.5,8.0,7.0,7.5,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Chelsie Hightower,4,United States,Louisiana,1,5.0,0.9166666666666666
Romeo,12,8,26.0,8.666666666666666,3,8.5,9.0,8.5,,5,8.0,True,Singer/Rapper,Entertainment,21,≤25,Chelsie Hightower,4,United States,Louisiana,1,4.0,0.8
Roshon Fegan,14,1,23.0,7.666666666666667,3,8.0,7.0,8.0,,6,8.0,False,Actor/Actress,Entertainment,20,≤25,Chelsie Hightower,5,United States,California,1,4.0,0.4583333333333333
Roshon Fegan,14,2,26.0,8.666666666666666,3,9.0,8.0,9.0,,6,8.0,False,Actor/Actress,Entertainment,20,≤25,Chelsie Hightower,5,United States,California,1,1.0,0.125
Roshon Fegan,14,3,25.0,8.333333333333334,3,8.0,8.0,9.0,,6,8.0,False,Actor/Actress,Entertainment,20,≤25,Chelsie Hightower,5,United States,California,1,5.0,0.5
Roshon Fegan,14,4,26.0,8.666666666666666,3,9.0,8.0,9.0,,6,8.0,False,Actor/Actress,Entertainment,20,≤25,Chelsie Hightower,5,United States,California,1,2.0,0.25
Roshon Fegan,14,5,26.0,8.666666666666666,3,9.0,8.0,9.0,,6,8.0,False,Actor/Actress,Entertainment,20,≤25,Chelsie Hightower,5,United States,California,1,5.0,0.5555555555555556
Roshon Fegan,14,6,27.9998,9.333266666666667,3,8.6666,9.6666,9.6666,,6,8.0,False,Actor/Actress,Entertainment,20,≤25,Chelsie Hightower,5,United States,California,1,7.0,0.875
Roshon Fegan,14,7,26.0,8.666666666666666,3,9.5,8.0,8.5,,6,8.0,False,Actor/Actress,Entertainment,20,≤25,Chelsie Hightower,5,United States,California,1,5.0,0.7142857142857143
Roshon Fegan,14,8,28.0,9.333333333333334,3,9.5,9.0,9.5,,6,8.0,True,Actor/Actress,Entertainment,20,≤25,Chelsie Hightower,5,United States,California,1,2.0,0.3333333333333333
Helio Castroneves,15,1,21.5,7.166666666666667,3,7.0,7.5,7.0,,10,3.0,False,Racing Driver,Sports,37,36-45,Chelsie Hightower,6,Brazil,Unknown,0,6.0,0.5384615384615384
Helio Castroneves,15,2,23.0,7.666666666666667,3,8.0,7.5,7.5,,10,3.0,False,Racing Driver,Sports,37,36-45,Chelsie Hightower,6,Brazil,Unknown,0,6.0,0.5
Helio Castroneves,15,3,25.5,8.5,3,8.5,8.5,8.5,,10,3.0,True,Racing Driver,Sports,37,36-45,Chelsie Hightower,6,Brazil,Unknown,0,4.0,0.5
Drew Lachey,2,1,24.0,8.0,3,8.0,8.0,8.0,,1,,False,Singer/Rapper,Entertainment,29,26-35,Cheryl Burke,0,United States,Ohio,1,1.0,0.1
Drew Lachey,2,2,27.0,9.0,3,9.0,9.0,9.0,,1,,False,Singer/Rapper,Entertainment,29,26-35,Cheryl Burke,0,United States,Ohio,1,2.0,0.2222222222222222
Drew Lachey,2,3,27.0,9.0,3,9.0,9.0,9.0,,1,,False,Singer/Rapper,Entertainment,29,26-35,Cheryl Burke,0,United States,Ohio,1,1.0,0.1875
Drew Lachey,2,4,28.0,9.333333333333334,3,9.0,9.0,10.0,,1,,False,Singer/Rapper,Entertainment,29,26-35,Cheryl Burke,0,United States,Ohio,1,1.0,0.14285714285714285
Drew Lachey,2,5,27.0,9.0,3,9.0,9.0,9.0,,1,,False,Singer/Rapper,Entertainment,29,26-35,Cheryl Burke,0,United States,Ohio,1,2.0,0.3333333333333333
Drew Lachey,2,6,30.0,10.0,3,10.0,10.0,10.0,,1,,False,Singer/Rapper,Entertainment,29,26-35,Cheryl Burke,0,United States,Ohio,1,1.0,0.3
Drew Lachey,2,7,27.5,9.166666666666666,3,9.5,9.0,9.0,,1,,False,Singer/Rapper,Entertainment,29,26-35,Cheryl Burke,0,United States,Ohio,1,1.0,0.375
Drew Lachey,2,8,28.9998,9.6666,3,9.6666,9.6666,9.6666,,1,,False,Singer/Rapper,Entertainment,29,26-35,Cheryl Burke,0,United States,Ohio,1,1.0,0.3333333333333333
Emmitt Smith,3,1,24.0,8.0,3,8.0,8.0,8.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,2.0,0.18181818181818182
Emmitt Smith,3,2,24.0,8.0,3,8.0,8.0,8.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,3.0,0.35
Emmitt Smith,3,3,19.0,6.333333333333333,3,7.0,6.0,6.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,9.0,1.0
Emmitt Smith,3,4,24.0,8.0,3,8.0,8.0,8.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,4.0,0.625
Emmitt Smith,3,5,27.0,9.0,3,9.0,9.0,9.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,1.0,0.35714285714285715
Emmitt Smith,3,6,25.0,8.333333333333334,3,8.0,8.0,9.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,2.0,0.4
Emmitt Smith,3,7,28.5,9.5,3,10.0,9.5,9.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,1.0,0.3
Emmitt Smith,3,8,27.0,9.0,3,8.5,9.0,9.5,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,2.0,0.625
Emmitt Smith,3,9,29.5,9.833333333333334,3,9.5,10.0,10.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,1.0,0.6666666666666666
Emmitt Smith,3,10,29.666600000000003,9.888866666666667,3,10.0,9.6666,10.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,1.0,0.75
Ian Ziering,4,1,21.0,7.0,3,7.0,7.0,7.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,3.0,0.3181818181818182
Ian Ziering,4,2,22.0,7.333333333333333,3,7.0,8.0,7.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,5.0,0.45454545454545453
Ian Ziering,4,3,24.0,8.0,3,8.0,8.0,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,1.0,0.25
Ian Ziering,4,4,24.0,8.0,3,7.0,9.0,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,3.0,0.3333333333333333
Ian Ziering,4,5,24.0,8.0,3,8.0,8.0,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,4.0,0.5
Ian Ziering,4,6,24.0,8.0,3,8.0,8.0,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,4.0,0.5714285714285714
Ian Ziering,4,7,27.0,9.0,3,9.0,9.0,9.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,3.0,0.5833333333333334
Ian Ziering,4,8,23.5,7.833333333333333,3,8.0,7.5,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,4.0,0.8
Ian Ziering,4,9,29.0,9.666666666666666,3,9.5,10.0,9.5,,4,9.0,True,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,4.0,1.0
Wayne Newton,5,1,19.0,6.333333333333333,3,6.0,7.0,6.0,,10,3.0,False,Singer/Rapper,Entertainment,65,>55,Cheryl Burke,3,United States,Virginia,1,10.0,0.8333333333333334
Wayne Newton,5,2,15.0,5.0,3,5.0,5.0,5.0,,10,3.0,False,Singer/Rapper,Entertainment,65,>55,Cheryl Burke,3,United States,Virginia,1,11.0,1.0
Wayne Newton,5,3,18.0,6.0,3,6.0,6.0,6.0,,10,3.0,True,Singer/Rapper,Entertainment,65,>55,Cheryl Burke,3,United States,Virginia,1,10.0,1.0
Cristian de la Fuente,6,1,21.0,7.0,3,7.0,7.0,7.0,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,6.0,0.5416666666666666
Cristian de la Fuente,6,2,20.0,6.666666666666667,3,7.0,6.0,7.0,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,8.0,0.6666666666666666
Cristian de la Fuente,6,3,25.0,8.333333333333334,3,8.0,8.0,9.0,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,3.0,0.3
Cristian de la Fuente,6,4,26.0,8.666666666666666,3,9.0,8.0,9.0,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,4.0,0.4444444444444444
Cristian de la Fuente,6,5,23.0,7.666666666666667,3,7.0,8.0,8.0,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,5.0,0.6875
Cristian de la Fuente,6,6,27.0,9.0,3,9.0,9.0,9.0,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,3.0,0.42857142857142855
Cristian de la Fuente,6,7,23.0,7.666666666666667,3,7.5,7.5,8.0,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,6.0,1.0
Cristian de la Fuente,6,8,28.5,9.5,3,10.0,9.0,9.5,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,1.0,0.2
Cristian de la Fuente,6,9,28.0,9.333333333333334,3,9.5,9.0,9.5,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,2.0,0.5
Cristian de la Fuente,6,10,26.0,8.666666666666666,3,9.0,8.0,9.0,,3,,False,Actor/Actress,Entertainment,34,26-35,Cheryl Burke,4,Chile,Unknown,0,3.0,1.0
Maurice Greene,7,1,19.5,6.5,3,6.5,6.5,6.5,,5,8.0,False,Athlete,Sports,34,26-35,Cheryl Burke,5,United States,Kansas,1,7.0,0.5384615384615384
Maurice Greene,7,2,19.0,6.333333333333333,3,7.0,6.0,6.0,,5,8.0,False,Athlete,Sports,34,26-35,Cheryl Burke,5,United States,Kansas,1,8.0,0.7272727272727273
Maurice Greene,7,3,24.0,8.0,3,8.0,8.0,8.0,,5,8.0,False,Athlete,Sports,34,26-35,Cheryl Burke,5,United States,Kansas,1,3.0,0.3333333333333333
Maurice Greene,7,4,20.0,6.666666666666667,3,6.0,7.0,7.0,,5,8.0,False,Athlete,Sports,34,26-35,Cheryl Burke,5,United States,Kansas,1,8.0,0.8888888888888888
Maurice Greene,7,5,27.0,9.0,3,9.0,9.0,9.0,,5,8.0,False,Athlete,Sports,34,26-35,Cheryl Burke,5,United States,Kansas,1,3.0,0.375
Maurice Greene,7,6,21.0,7.0,3,7.0,7.0,7.0,,5,8.0,False,Athlete,Sports,34,26-35,Cheryl Burke,5,United States,Kansas,1,6.0,0.8571428571428571
Maurice Greene,7,7,25.0,8.333333333333334,3,8.0,9.0,8.0,,5,8.0,False,Athlete,Sports,34,26-35,Cheryl Burke,5,United States,Kansas,1,2.0,0.4166666666666667
Maurice Greene,7,8,24.0,8.0,3,8.0,8.0,8.0,,5,8.0,True,Athlete,Sports,34,26-35,Cheryl Burke,5,United States,Kansas,1,4.0,0.9
Gilles Marini,8,1,24.0,8.0,3,8.0,8.0,8.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,1.0,0.07692307692307693
Gilles Marini,8,2,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,1.0,0.07692307692307693
Gilles Marini,8,3,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,1.0,0.16666666666666666
Gilles Marini,8,4,30.0,10.0,3,10.0,10.0,10.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,1.0,0.09090909090909091
Gilles Marini,8,5,29.0,9.666666666666666,3,10.0,9.0,10.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,1.0,0.1111111111111111
Gilles Marini,8,6,26.0,8.666666666666666,3,9.0,8.0,9.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,3.0,0.4375
Gilles Marini,8,7,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,3.0,0.5
Gilles Marini,8,8,27.5,9.166666666666666,3,9.0,9.0,9.5,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,2.0,0.3333333333333333
Gilles Marini,8,9,28.0,9.333333333333334,3,9.5,9.0,9.5,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,2.0,0.5
Gilles Marini,8,10,30.0,10.0,3,10.0,10.0,10.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,1.0,0.25
Gilles Marini,8,11,29.0,9.666666666666666,3,9.5,10.0,9.5,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,2.0,0.6666666666666666
Tom DeLay,9,1,19.9999,6.666633333333333,3,7.3333,6.3333,6.3333,,13,-1.0,False,Politician,Other,62,>55,Cheryl Burke,7,United States,Texas,1,12.0,0.78125
Tom DeLay,9,2,18.0,6.0,3,6.0,6.0,6.0,,13,-1.0,False,Politician,Other,62,>55,Cheryl Burke,7,United States,Texas,1,13.0,0.9642857142857143
Tom DeLay,9,3,15.0,5.0,3,6.0,4.0,5.0,,13,-1.0,False,Politician,Other,62,>55,Cheryl Burke,7,United States,Texas,1,12.0,0.9230769230769231
Chad Ochocinco,10,1,18.0,6.0,3,6.0,6.0,6.0,,4,9.0,False,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,6.0,0.6363636363636364
Chad Ochocinco,10,2,16.0,5.333333333333333,3,6.0,5.0,5.0,,4,9.0,False,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,9.0,0.8181818181818182
Chad Ochocinco,10,3,20.0,6.666666666666667,3,7.0,6.0,7.0,,4,9.0,False,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,7.0,0.75
Chad Ochocinco,10,4,22.0,7.333333333333333,3,7.5,6.5,8.0,,4,9.0,False,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,4.0,0.4444444444444444
Chad Ochocinco,10,5,18.0,6.0,3,6.0,6.0,6.0,,4,9.0,False,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,6.0,0.8125
Chad Ochocinco,10,6,30.999899999999997,10.3333,3,10.3333,10.3333,10.3333,,4,9.0,False,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,3.0,0.42857142857142855
Chad Ochocinco,10,7,26.0,8.666666666666666,3,8.5,9.0,8.5,,4,9.0,False,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,3.0,0.5
Chad Ochocinco,10,8,22.5,7.5,3,7.5,7.5,7.5,,4,9.0,False,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,4.0,0.8
Chad Ochocinco,10,9,26.0,8.666666666666666,3,8.5,8.5,9.0,,4,9.0,True,Athlete,Sports,32,26-35,Cheryl Burke,8,United States,Florida,1,4.0,1.0
Rick Fox,11,1,22.0,7.333333333333333,3,8.0,7.0,7.0,,6,7.0,False,Athlete,Sports,41,36-45,Cheryl Burke,9,Canada,Unknown,0,4.0,0.3333333333333333
Rick Fox,11,2,21.0,7.0,3,7.0,7.0,7.0,,6,7.0,False,Athlete,Sports,41,36-45,Cheryl Burke,9,Canada,Unknown,0,5.0,0.5454545454545454
Rick Fox,11,3,24.0,8.0,3,8.0,8.0,8.0,,6,7.0,False,Athlete,Sports,41,36-45,Cheryl Burke,9,Canada,Unknown,0,2.0,0.3
Rick Fox,11,4,19.5,6.5,3,6.0,7.0,6.5,,6,7.0,False,Athlete,Sports,41,36-45,Cheryl Burke,9,Canada,Unknown,0,5.0,0.5555555555555556
Rick Fox,11,5,24.0,8.0,3,8.0,8.0,8.0,,6,7.0,False,Athlete,Sports,41,36-45,Cheryl Burke,9,Canada,Unknown,0,3.0,0.4375
Rick Fox,11,6,30.0,10.0,3,10.0,10.0,10.0,,6,7.0,False,Athlete,Sports,41,36-45,Cheryl Burke,9,Canada,Unknown,0,3.0,0.42857142857142855
Rick Fox,11,7,34.5,8.625,4,9.0,8.5,8.5,8.5,6,7.0,True,Athlete,Sports,41,36-45,Cheryl Burke,9,Canada,Unknown,0,4.0,0.6666666666666666
Chris Jericho,12,1,19.0,6.333333333333333,3,7.0,6.0,6.0,,7,6.0,False,Athlete,Sports,40,36-45,Cheryl Burke,10,United States,New York,1,5.0,0.5
Chris Jericho,12,2,23.0,7.666666666666667,3,8.0,7.0,8.0,,7,6.0,False,Athlete,Sports,40,36-45,Cheryl Burke,10,United States,New York,1,1.0,0.18181818181818182
Chris Jericho,12,3,21.0,7.0,3,7.0,7.0,7.0,,7,6.0,False,Athlete,Sports,40,36-45,Cheryl Burke,10,United States,New York,1,5.0,0.6
Chris Jericho,12,4,23.0,7.666666666666667,3,8.0,7.0,8.0,,7,6.0,False,Athlete,Sports,40,36-45,Cheryl Burke,10,United States,New York,1,4.0,0.5555555555555556
Chris Jericho,12,5,26.0,8.666666666666666,3,9.0,8.0,9.0,,7,6.0,False,Athlete,Sports,40,36-45,Cheryl Burke,10,United States,New York,1,2.0,0.375
Chris Jericho,12,6,22.0,7.333333333333333,3,7.0,8.0,7.0,,7,6.0,True,Athlete,Sports,40,36-45,Cheryl Burke,10,United States,New York,1,7.0,1.0
Rob Kardashian,13,1,16.0,5.333333333333333,3,6.0,5.0,5.0,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,9.0,0.7916666666666666
Rob Kardashian,13,2,21.0,7.0,3,7.0,7.0,7.0,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,4.0,0.5
Rob Kardashian,13,3,24.0,8.0,3,8.0,8.0,8.0,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,4.0,0.55
Rob Kardashian,13,4,24.0,8.0,3,8.0,8.0,8.0,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,3.0,0.3888888888888889
Rob Kardashian,13,5,25.0,8.333333333333334,3,9.0,8.0,8.0,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,2.0,0.3125
Rob Kardashian,13,6,22.0,7.333333333333333,3,8.0,7.0,7.0,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,5.0,0.7142857142857143
Rob Kardashian,13,7,25.5,8.5,3,9.0,8.0,8.5,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,2.0,0.3333333333333333
Rob Kardashian,13,8,25.5,8.5,3,8.5,8.5,8.5,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,4.0,0.8
Rob Kardashian,13,9,32.4998,10.833266666666667,3,11.1666,10.6666,10.6666,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,2.0,0.5
Rob Kardashian,13,10,28.333199999999998,9.4444,3,9.4444,9.4444,9.4444,,2,,False,TV Personality,Media,24,≤25,Cheryl Burke,11,United States,California,1,1.0,0.3333333333333333
William Levy,14,1,24.0,8.0,3,8.0,8.0,8.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,3.0,0.25
William Levy,14,2,25.0,8.333333333333334,3,9.0,7.0,9.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,3.0,0.2916666666666667
William Levy,14,3,28.0,9.333333333333334,3,9.0,9.0,10.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,2.0,0.18181818181818182
William Levy,14,4,22.0,7.333333333333333,3,7.0,7.0,8.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,6.0,0.7
William Levy,14,5,29.0,9.666666666666666,3,10.0,9.0,10.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,1.0,0.16666666666666666
William Levy,14,6,36.0,12.0,3,12.0,11.0,13.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,3.0,0.375
William Levy,14,7,26.5,8.833333333333334,3,9.0,8.5,9.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,3.0,0.5
William Levy,14,8,28.5,9.5,3,9.5,9.5,9.5,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,1.0,0.16666666666666666
William Levy,14,9,29.0,9.666666666666666,3,9.5,9.5,10.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,2.0,0.5
William Levy,14,10,29.666600000000003,9.888866666666667,3,10.0,9.6666,10.0,,3,,False,Actor/Actress,Entertainment,31,26-35,Cheryl Burke,12,Cuba,Unknown,0,2.0,0.8333333333333334
Emmitt Smith,15,1,24.5,8.166666666666666,3,8.0,8.5,8.0,,4,9.0,False,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,1.0,0.07692307692307693
Emmitt Smith,15,2,22.5,7.5,3,7.5,7.5,7.5,,4,9.0,False,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,7.0,0.6666666666666666
Emmitt Smith,15,3,25.0,8.333333333333334,3,8.5,8.0,8.5,,4,9.0,False,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,8.0,0.7272727272727273
Emmitt Smith,15,4,36.0,9.0,4,9.0,9.0,9.0,9.0,4,9.0,False,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,5.0,0.5555555555555556
Emmitt Smith,15,5,28.0,9.333333333333334,3,9.25,9.25,9.5,,4,9.0,False,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,6.0,0.75
Emmitt Smith,15,6,26.5,8.833333333333334,3,8.5,8.5,9.5,,4,9.0,False,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,8.0,1.0
Emmitt Smith,15,7,34.4999,11.499966666666666,3,10.8333,11.8333,11.8333,,4,9.0,False,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,4.0,0.5714285714285714
Emmitt Smith,15,8,29.0554,9.685133333333333,3,9.5,9.7777,9.7777,,4,9.0,False,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,4.0,0.5714285714285714
Emmitt Smith,15,9,27.0,9.0,3,9.0,9.0,9.0,,4,9.0,True,Athlete,Sports,43,36-45,Cheryl Burke,13,United States,Florida,1,5.0,1.0
D. L. Hughley,16,1,12.0,4.0,3,4.0,4.0,4.0,,9,5.0,False,Comedian,Entertainment,50,46-55,Cheryl Burke,14,United States,Virginia,1,12.0,1.0
D. L. Hughley,16,2,16.0,5.333333333333333,3,5.0,5.0,6.0,,9,5.0,False,Comedian,Entertainment,50,46-55,Cheryl Burke,14,United States,Virginia,1,11.0,0.9166666666666666
D. L. Hughley,16,3,16.0,5.333333333333333,3,6.0,5.0,5.0,,9,5.0,False,Comedian,Entertainment,50,46-55,Cheryl Burke,14,United States,Virginia,1,10.0,0.9090909090909091
D. L. Hughley,16,4,21.0,7.0,3,7.0,7.0,7.0,,9,5.0,False,Comedian,Entertainment,50,46-55,Cheryl Burke,14,United States,Virginia,1,6.0,0.65
D. L. Hughley,16,5,18.0,6.0,3,6.0,6.0,6.0,,9,5.0,True,Comedian,Entertainment,50,46-55,Cheryl Burke,14,United States,Virginia,1,8.0,0.9444444444444444
Jack Osbourne,17,1,23.0,7.666666666666667,3,8.0,8.0,7.0,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,4.0,0.375
Jack Osbourne,17,2,24.0,8.0,3,8.0,8.0,8.0,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,4.0,0.4166666666666667
Jack Osbourne,17,3,22.0,7.333333333333333,3,7.0,7.0,8.0,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,9.0,0.8181818181818182
Jack Osbourne,17,4,24.0,8.0,3,8.0,8.0,8.0,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,4.0,0.55
Jack Osbourne,17,5,27.0,9.0,3,9.0,9.0,9.0,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,3.0,0.4444444444444444
Jack Osbourne,17,6,26.9998,8.999933333333333,3,8.6666,9.6666,8.6666,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,7.0,0.875
Jack Osbourne,17,7,28.5,9.5,3,10.0,9.0,9.5,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,3.0,0.4375
Jack Osbourne,17,8,30.0,10.0,3,10.0,10.0,10.0,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,1.0,0.21428571428571427
Jack Osbourne,17,9,27.0,9.0,3,9.0,9.0,9.0,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,3.0,0.5833333333333334
Jack Osbourne,17,10,35.5,8.875,4,9.0,8.5,9.0,9.0,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,3.0,0.6
Jack Osbourne,17,11,27.999899999999997,9.3333,3,9.3333,9.3333,9.3333,,3,,False,TV Personality,Media,27,26-35,Cheryl Burke,15,England,Unknown,0,3.0,0.75
Drew Carey,18,1,21.0,7.0,3,7.0,7.0,7.0,,8,6.0,False,Comedian,Entertainment,55,46-55,Cheryl Burke,16,United States,Ohio,1,7.0,0.6666666666666666
Drew Carey,18,2,21.0,7.0,3,7.0,7.0,7.0,,8,6.0,False,Comedian,Entertainment,55,46-55,Cheryl Burke,16,United States,Ohio,1,7.0,0.7727272727272727
