celebrity_name,ballroom_partner,celebrity_industry,industry_category,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,age_group,season,results,placement,elimination_week,final_place,weeks_participated,avg_judge_total,max_judge_total,min_judge_total,std_judge_total,score_trend,partner_prev_seasons,partner_historical_avg_placement,is_us_contestant
Lawrence Taylor,Edyta Sliwinska,Athlete,Sports,Virginia,United States,50,46-55,8,Eliminated Week 7,7,7.0,,7.0,19.714285714285715,22.0,16.0,1.889822365046136,2.333333333333332,7,5.571428571428571,1
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,Entertainment,California,United States,34,26-35,9,Eliminated Week 1,16,1.0,,1.0,18.9999,18.9999,18.9999,,,8,5.75,1
Aiden Turner,Edyta Sliwinska,Actor/Actress,Entertainment,Unknown,England,32,26-35,10,Eliminated Week 4,9,4.0,,4.0,17.625,20.0,15.0,2.286737122335374,0.5,9,6.888888888888889,0
Geraldo Rivera,Edyta Sliwinska,Journalist,Media,New York,United States,72,>55,22,Eliminated Week 2,12,2.0,,2.0,13.0,13.0,13.0,0.0,,10,7.1,1
Tucker Carlson,Elena Grinenko,TV Personality,Media,California,United States,37,36-45,3,Eliminated Week 1,11,1.0,,1.0,12.0,12.0,12.0,,,0,6.814726840855107,1
Clyde Drexler,Elena Grinenko,Athlete,Sports,Louisiana,United States,44,36-45,4,Eliminated Week 5,8,5.0,,5.0,15.6,18.0,13.0,1.816590212458495,-2.0000000000000018,1,11.0,1
Bill Engvall,Emma Slater,Comedian,Entertainment,Texas,United States,56,>55,17,Eliminated Week 11,4,11.0,,11.0,23.409072727272726,30.0,18.0,3.137013780043342,4.499966666666666,0,6.814726840855107,1
Billy Dee Williams,Emma Slater,Actor/Actress,Entertainment,New York,United States,76,>55,18,Withdrew,10,-1.0,,2.0,15.0,15.0,15.0,0.0,,1,4.0,1
Michael Waltrip,Emma Slater,Racing Driver,Sports,Kentucky,United States,51,46-55,19,Eliminated Week 8,7,8.0,,8.0,25.625,30.0,20.0,3.0676887530703447,2.0,2,7.0,1
Redfoo,Emma Slater,Singer/Rapper,Entertainment,California,United States,39,36-45,20,Eliminated Week 2,12,2.0,,2.0,26.5,31.0,22.0,6.363961030678928,,3,7.0,1
Hayes Grier,Emma Slater,Social Media Personality,Media,North Carolina,United States,15,≤25,21,Eliminated Week 7,8,7.0,,7.0,27.214285714285715,32.0,21.0,4.081024614574372,5.5,4,8.25,1
Rick Perry,Emma Slater,Politician,Other,Texas,United States,66,>55,23,Eliminated Week 3,12,3.0,,3.0,21.666666666666668,23.0,20.0,1.5275252316519465,,5,8.2,1
Rashad Jennings,Emma Slater,Athlete,Sports,Virginia,United States,32,26-35,24,1st Place,1,,1.0,10.0,35.16666,39.6666,28.0,4.149958500515397,8.222200000000004,6,8.833333333333334,1
Drew Scott,Emma Slater,TV Personality,Media,Unknown,Canada,39,36-45,25,Eliminated Week 10,4,10.0,,10.0,25.2,37.5,16.0,5.798467230417209,8.5,7,7.714285714285714,0
Johnny Damon,Emma Slater,Athlete,Sports,Kansas,United States,44,36-45,26,Eliminated Week 1,9,1.0,,1.0,18.0,18.0,18.0,,,8,7.25,1
John Schneider,Emma Slater,Actor/Actress,Entertainment,New York,United States,58,>55,27,Eliminated Week 7,8,7.0,,7.0,21.642857142857142,27.0,18.0,3.0374644814697795,3.1666666666666643,9,7.444444444444445,1
James Van Der Beek,Emma Slater,Actor/Actress,Entertainment,Connecticut,United States,42,36-45,28,Eliminated Week 10,5,10.0,,10.0,26.549979999999998,36.0,20.0,4.821512211329553,9.833266666666667,10,7.5,1
Charles Oakley,Emma Slater,Athlete,Sports,Ohio,United States,56,>55,29,Eliminated Week 2,15,2.0,,2.0,13.5,15.0,12.0,2.1213203435596424,,11,7.2727272727272725,1
Jimmie Allen,Emma Slater,Singer/Rapper,Entertainment,Delaware,United States,36,36-45,30,Eliminated Week 8,7,8.0,,8.0,30.4375,38.0,20.0,6.821381824821127,13.0,12,7.916666666666667,1
Trevor Donovan,Emma Slater,Actor/Actress,Entertainment,California,United States,39,36-45,31,Eliminated Week 9,6,9.0,,9.0,31.833333333333332,39.0,21.0,5.958187643906492,10.833333333333336,13,7.846153846153846,1
Mauricio Umansky,Emma Slater,TV Personality,Media,Unknown,Mexico,53,46-55,32,Eliminated Week 6,9,6.0,,6.0,21.0,33.0,12.0,7.4565407529228995,8.666666666666664,14,7.714285714285714,0
Reginald VelJohnson,Emma Slater,Actor/Actress,Entertainment,New York,United States,74,>55,33,Eliminated Week 3,10,3.0,,3.0,17.333333333333332,21.0,15.0,3.2145502536643185,,15,7.8,1
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,Entertainment,California,United States,59,>55,34,Eliminated Week 9,7,9.0,,9.0,22.666666666666668,34.0,9.0,7.937253933193772,16.333333333333336,0,6.814726840855107,1
Anna Delvey,Ezra Sosa,Con artist,Other,Unknown,Russia,33,26-35,33,Eliminated Week 2,12,2.0,,2.0,17.5,18.0,17.0,0.7071067811865476,,0,6.814726840855107,0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Sports,Texas,United States,24,≤25,34,3rd Place,3,,3.0,11.0,29.5606,39.0,10.0,9.204549742382842,13.722199999999997,0,6.814726840855107,1
Marlee Matlin,Fabian Sanchez,Actor/Actress,Entertainment,Illinois,United States,42,36-45,6,Eliminated Week 6,7,6.0,,6.0,22.333333333333332,24.0,21.0,1.3662601021279464,0.0,0,6.814726840855107,1
Lisa Vanderpump,Gleb Savchenko,TV Personality,Media,Unknown,England,52,46-55,16,Eliminated Week 4,10,4.0,,4.0,18.75,21.0,18.0,1.5,0.0,0,6.814726840855107,0
Jana Kramer,Gleb Savchenko,Singer/Rapper,Entertainment,Michigan,United States,32,26-35,23,Eliminated Week 11,4,11.0,,11.0,30.90909090909091,40.0,23.0,5.774158734474581,7.5000000000000036,1,10.0,1
Erika Jayne,Gleb Savchenko,Singer/Rapper,Entertainment,Georgia,United States,45,36-45,24,Eliminated Week 5,9,5.0,,5.0,28.0,32.0,24.0,3.1622776601683795,3.333333333333332,2,7.0,1
Sasha Pieterse,Gleb Savchenko,Actor/Actress,Entertainment,Unknown,South Africa,21,≤25,25,Eliminated Week 5,10,5.0,,5.0,21.5,24.0,18.0,2.8284271247461903,2.5,3,7.666666666666667,0
Arike Ogunbowale,Gleb Savchenko,Athlete,Sports,Wisconsin,United States,21,≤25,26,Eliminated Week 2,7,2.0,,2.0,27.5,35.0,20.0,10.606601717798213,,4,8.25,1
Nikki Glaser,Gleb Savchenko,Comedian,Entertainment,Ohio,United States,34,26-35,27,Eliminated Week 1,13,1.0,,1.0,17.5,17.5,17.5,,,5,8.0,1
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Entertainment,Georgia,United States,24,≤25,28,4th Place,4,,4.0,11.0,25.5,35.0,19.0,5.191338940966964,10.833333333333336,6,8.833333333333334,1
Chrishell Stause,Gleb Savchenko,Actor/Actress,Entertainment,Kentucky,United States,39,36-45,29,Eliminated Week 8,8,8.0,,8.0,21.375,27.0,13.0,4.596194077712559,8.0,7,8.142857142857142,1
Melanie C,Gleb Savchenko,Singer/Rapper,Entertainment,Unknown,England,47,46-55,30,Eliminated Week 5,11,5.0,,5.0,29.6,36.0,22.0,5.412947441089743,4.0,8,8.125,0
Shangela,Gleb Savchenko,TV Personality,Media,Texas,United States,40,36-45,31,4th Place,4,,4.0,10.0,34.55,42.0,28.0,4.781038938696623,10.166666666666668,9,8.444444444444445,1
Mira Sorvino,Gleb Savchenko,Actor/Actress,Entertainment,New York,United States,55,46-55,32,Eliminated Week 5,10,5.0,,5.0,20.8,26.0,17.0,3.5637059362410923,2.666666666666668,10,8.0,1
Brooks Nader,Gleb Savchenko,Model,Model,New York,United States,27,26-35,33,Eliminated Week 4,9,4.0,,4.0,25.125,32.0,18.0,7.145802963978226,4.666666666666668,11,8.181818181818182,1
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,Other,New York,United States,41,36-45,34,Eliminated Week 4,11,4.0,,4.0,20.0,23.0,14.0,4.08248290463863,3.0,12,8.25,1
Diana Nyad,Henry Byalikov,Athlete,Sports,New York,United States,64,>55,18,Eliminated Week 2,12,2.0,,2.0,18.0,18.0,18.0,,,0,6.814726840855107,1
Ted McGinley,Inna Brayer,Actor/Actress,Entertainment,California,United States,50,46-55,7,Eliminated Week 1,12,1.0,,1.0,18.5,18.5,18.5,,,0,6.814726840855107,1
Jen Affleck,Jan Ravnik,TV Personality,Media,Utah,United States,26,26-35,34,Eliminated Week 7,9,7.0,,7.0,24.428571428571427,34.0,12.0,7.764387566686395,14.0,0,6.814726840855107,1
Jake T. Austin,Jenna Johnson,Actor/Actress,Entertainment,New York,United States,21,≤25,23,Eliminated Week 2,13,2.0,,2.0,23.0,24.0,22.0,1.4142135623730951,,0,6.814726840855107,1
Adam Rippon,Jenna Johnson,Athlete,Sports,Pennsylvania,United States,28,26-35,26,1st Place,1,,1.0,4.0,32.75,41.0,24.0,7.675719293112969,1.6666666666666643,1,13.0,1
Joe Amabile,Jenna Johnson,TV Personality,Media,Illinois,United States,32,26-35,27,Eliminated Week 8,6,8.0,,8.0,18.75,23.5,14.0,3.6449573777637356,6.333333333333332,2,7.0,1
Karamo Brown,Jenna Johnson,TV Personality,Media,Texas,United States,38,36-45,28,Eliminated Week 7,8,7.0,,7.0,21.5,28.0,16.0,4.481443219916251,6.166666666666668,3,6.666666666666667,1
Nev Schulman,Jenna Johnson,Producer,Other,New York,United States,35,26-35,29,2nd Place,2,,2.0,11.0,26.363618181818183,30.0,20.0,3.748925179786383,7.999933333333331,4,7.0,1
JoJo Siwa,Jenna Johnson,Social Media Personality,Media,Nebraska,United States,18,≤25,30,2nd Place,2,,2.0,10.0,35.9,41.0,24.0,5.933895104491746,12.333333333333336,5,6.0,1
Tyson Beckford,Jenna Johnson,Model,Model,New York,United States,52,46-55,32,Eliminated Week 3,12,3.0,,3.0,16.666666666666668,20.0,12.0,4.163331998932266,,6,5.333333333333333,1
Joey Graziadei,Jenna Johnson,TV Personality,Media,Louisiana,United States,29,26-35,33,1st Place,1,,1.0,9.0,28.666666666666668,36.0,21.0,5.2141634036535525,2.666666666666668,7,6.285714285714286,1
Corey Feldman,Jenna Johnson,Actor/Actress,Entertainment,California,United States,54,46-55,34,Eliminated Week 2,13,2.0,,2.0,12.0,15.0,9.0,4.242640687119285,,8,5.625,1
Shanna Moakler,Jesse DeSoto,Model,Model,Rhode Island,United States,31,26-35,3,Eliminated Week 2,10,2.0,,2.0,20.0,22.0,18.0,2.8284271247461903,,0,6.814726840855107,1
Rachel Hunter,Jonathan Roberts,Model,Model,Unknown,New Zealand,35,26-35,1,Eliminated Week 4,4,4.0,,4.0,23.75,26.0,20.0,2.6299556396765835,1.6666666666666679,0,6.814726840855107,0
Giselle Fernandez,Jonathan Roberts,News Anchor,Media,Unknown,Mexico,44,36-45,2,Eliminated Week 3,8,3.0,,3.0,23.0,24.0,22.0,1.0,,1,4.0,0
Heather Mills,Jonathan Roberts,Model,Model,Unknown,England,39,36-45,4,Eliminated Week 6,7,6.0,,6.0,22.166666666666668,24.0,18.0,2.316606713852541,0.33333333333333215,2,6.0,0
Marie Osmond,Jonathan Roberts,Singer/Rapper,Entertainment,Utah,United States,47,46-55,5,3rd Place,3,,3.0,10.0,24.25,28.0,21.0,2.3003622903070435,1.5,3,6.333333333333333,1
Monica Seles,Jonathan Roberts,Athlete,Sports,Unknown,Yugoslavia,34,26-35,6,Eliminated Week 2,11,2.0,,2.0,15.0,15.0,15.0,0.0,,4,5.5,0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,Entertainment,California,United States,50,46-55,8,Eliminated Week 2,13,2.0,,2.0,17.5,18.0,17.0,0.7071067811865476,,5,6.6,1
Macy Gray,Jonathan Roberts,Singer/Rapper,Entertainment,Ohio,United States,42,36-45,9,Eliminated Week 1,15,1.0,,1.0,18.9999,18.9999,18.9999,,,6,7.666666666666667,1
Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,4,1st Place,1,,1.0,10.0,26.883319999999998,30.0,21.0,2.9731703994221386,5.944400000000002,0,6.814726840855107,1
Helio Castroneves,Julianne Hough,Racing Driver,Sports,Unknown,Brazil,32,26-35,5,1st Place,1,,1.0,10.0,26.649990000000003,30.0,23.0,2.1608827930835224,3.4999666666666656,1,1.0,0
Adam Carolla,Julianne Hough,Radio Personality,Media,California,United States,43,36-45,6,Eliminated Week 4,9,4.0,,4.0,18.5,21.0,15.0,2.516611478423583,1.3333333333333357,2,1.0,1
Cody Linley,Julianne Hough,Actor/Actress,Entertainment,Texas,United States,18,≤25,7,Eliminated Week 9,4,9.0,,9.0,22.833333333333332,28.0,20.5,2.2638462845343543,2.166666666666668,3,3.6666666666666665,1
Chuck Wicks,Julianne Hough,Singer/Rapper,Entertainment,Delaware,United States,29,26-35,8,Eliminated Week 8,6,8.0,,8.0,22.9375,27.0,20.0,2.42660109147401,4.166666666666668,4,3.75,1
Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,3,2nd Place,2,,2.0,10.0,26.866660000000003,29.666600000000003,21.0,3.044721479763516,6.222200000000001,0,6.814726840855107,1
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,4,Eliminated Week 8,5,8.0,,8.0,19.0,21.0,13.0,2.8284271247461903,1.3333333333333357,1,2.0,1
Floyd Mayweather Jr.,Karina Smirnoff,Athlete,Sports,Michigan,United States,30,26-35,5,Eliminated Week 4,9,4.0,,4.0,20.75,23.0,18.0,2.0615528128088303,1.6666666666666679,2,3.5,1
Mario,Karina Smirnoff,Singer/Rapper,Entertainment,Maryland,United States,21,≤25,6,Eliminated Week 8,5,8.0,,8.0,25.25,28.0,21.0,2.2038926600773587,3.0,3,5.333333333333333,1
Rocco DiSpirito,Karina Smirnoff,TV Personality,Media,New York,United States,41,36-45,7,Eliminated Week 4,9,4.0,,4.0,17.875,20.0,16.0,1.6520189667999174,0.16666666666666785,4,5.25,1
Steve Wozniak,Karina Smirnoff,Entrepreneur,Other,California,United States,58,>55,8,Eliminated Week 4,10,4.0,,4.0,13.0,17.0,10.0,2.943920288775949,-0.3333333333333339,5,6.0,1
Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,9,Eliminated Week 8,5,8.0,,8.0,25.8124625,32.9998,18.0,5.070427391661095,1.4999666666666656,6,6.666666666666667,1
The Situation,Karina Smirnoff,TV Personality,Media,New York,United States,28,26-35,11,Eliminated Week 4,9,4.0,,4.0,16.75,20.0,14.0,2.753785273643051,-0.3333333333333357,7,6.428571428571429,1
Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,12,Eliminated Week 9,4,9.0,,9.0,24.11111111111111,33.0,21.0,3.620926830400072,4.666666666666668,8,6.75,1
J.R. Martinez,Karina Smirnoff,Actor/Actress,Entertainment,Louisiana,United States,28,26-35,13,1st Place,1,,1.0,10.0,26.31665,30.0,22.0,2.8419682151831167,5.388833333333334,9,6.444444444444445,1
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,Entertainment,New York,United States,35,26-35,14,Eliminated Week 5,9,5.0,,5.0,21.4,24.0,19.0,2.0736441353327724,0.33333333333333215,10,5.9,1
Apolo Anton Ohno,Karina Smirnoff,Athlete,Sports,Washington,United States,30,26-35,15,Eliminated Week 9,5,9.0,,9.0,28.404299999999996,34.5,22.0,3.974091277889827,6.296233333333333,11,6.181818181818182,1
Jacoby Jones,Karina Smirnoff,Athlete,Sports,Louisiana,United States,28,26-35,16,3rd Place,3,,3.0,10.0,25.19997,29.5,20.0,2.830373356624332,4.833366666666667,12,6.083333333333333,1
Corbin Bleu,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,24,≤25,17,2nd Place,2,,2.0,11.0,28.515118181818185,37.5,24.0,3.512239667453855,6.7221333333333355,13,5.846153846153846,1
Sean Avery,Karina Smirnoff,Athlete,Sports,Unknown,Canada,33,26-35,18,Eliminated Week 2,11,2.0,,2.0,20.5,21.0,20.0,0.7071067811865476,,14,5.571428571428571,0
Randy Couture,Karina Smirnoff,Athlete,Sports,Washington,United States,51,46-55,19,Eliminated Week 3,11,3.0,,3.0,28.333333333333332,31.0,26.0,2.5166114784235836,,15,5.933333333333334,1
Victor Espinoza,Karina Smirnoff,Athlete,Sports,Unknown,Mexico,43,36-45,21,Eliminated Week 2,12,2.0,,2.0,16.75,18.5,15.0,2.4748737341529163,,16,6.25,0
Doug Flutie,Karina Smirnoff,Athlete,Sports,Maryland,United States,53,46-55,22,Eliminated Week 6,9,6.0,,6.0,21.333333333333332,28.0,15.0,4.366539438350084,6.0,17,6.588235294117647,1
Lolo Jones,Keo Motsepe,Athlete,Sports,Iowa,United States,32,26-35,19,Eliminated Week 1,13,1.0,,1.0,22.0,22.0,22.0,,,0,6.814726840855107,1
Charlotte McKinney,Keo Motsepe,Model,Model,Florida,United States,21,≤25,20,Eliminated Week 3,11,3.0,,3.0,23.333333333333332,26.0,22.0,2.3094010767585034,,1,13.0,1
Chaka Khan,Keo Motsepe,Singer/Rapper,Entertainment,Illinois,United States,62,>55,21,Eliminated Week 2,13,2.0,,2.0,14.0,15.0,13.0,1.4142135623730951,,2,12.0,1
Jodie Sweetin,Keo Motsepe,Actor/Actress,Entertainment,California,United States,34,26-35,22,Eliminated Week 8,6,8.0,,8.0,25.8125,35.0,20.0,4.91308384389508,5.5,3,12.333333333333334,1
Charo,Keo Motsepe,Actor/Actress,Entertainment,Unknown,Spain,66,>55,24,Eliminated Week 3,11,3.0,,3.0,23.333333333333332,25.0,21.0,2.081665999466133,,4,10.75,0
Barbara Corcoran,Keo Motsepe,Entrepreneur,Other,New Jersey,United States,68,>55,25,Eliminated Week 2,13,2.0,,2.0,15.5,17.0,14.0,2.1213203435596424,,5,10.8,1
Jennie Finch Daigle,Keo Motsepe,Athlete,Sports,California,United States,37,36-45,26,Eliminated Week 3,6,3.0,,3.0,27.166666666666668,31.5,21.0,5.484827557301444,,6,11.166666666666666,1
Evanna Lynch,Keo Motsepe,Actor/Actress,Entertainment,Unknown,Ireland,27,26-35,27,3rd Place,3,,3.0,9.0,26.055555555555557,30.0,18.0,3.9246372797722056,6.5,7,10.428571428571429,0
Anne Heche,Keo Motsepe,Actor/Actress,Entertainment,Ohio,United States,51,46-55,29,Eliminated Week 4,13,4.0,,4.0,18.0,21.0,15.0,2.449489742783178,1.0,8,9.5,1
Vinny Guadagnino,Koko Iwasaki,TV Personality,Media,New York,United States,34,26-35,31,Eliminated Week 8,7,8.0,,8.0,26.9375,31.5,17.0,4.799088455113116,7.166666666666668,0,6.814726840855107,1
Matt Walsh,Koko Iwasaki,Comedian,Entertainment,Illinois,United States,58,>55,32,Eliminated Week 1,14,1.0,,1.0,12.0,12.0,12.0,,,1,7.0,1
Mr. T,Kym Herjavec,Actor/Actress,Entertainment,Illinois,United States,64,>55,24,Eliminated Week 4,10,4.0,,4.0,23.5,28.0,20.0,3.415650255319866,2.666666666666668,0,6.814726840855107,1
Jerry Springer,Kym Johnson,TV Personality,Media,Unknown,England,62,>55,3,Eliminated Week 7,5,7.0,,7.0,20.428571428571427,24.0,16.0,2.8784916685156974,3.0,0,6.814726840855107,0
Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,4,2nd Place,2,,2.0,10.0,26.76665,30.0,24.0,2.350713840162884,4.722166666666666,1,5.0,1
Mark Cuban,Kym Johnson,TV Personality,Media,Pennsylvania,United States,49,46-55,5,Eliminated Week 5,8,5.0,,5.0,20.4,22.0,18.0,1.5165750888103102,1.3333333333333321,2,3.5,1
Penn Jillette,Kym Johnson,Magician,Entertainment,Massachusetts,United States,53,46-55,6,Eliminated Week 2,12,2.0,,2.0,16.5,17.0,16.0,0.7071067811865476,,3,5.0,1
Warren Sapp,Kym Johnson,Athlete,Sports,Florida,United States,35,26-35,7,2nd Place,2,,2.0,10.0,24.25,27.5,21.0,2.188987589427283,2.833333333333332,4,6.75,1
David Alan Grier,Kym Johnson,Actor/Actress,Entertainment,Michigan,United States,52,46-55,8,Eliminated Week 5,9,5.0,,5.0,20.8,24.0,17.0,2.7748873851023212,2.666666666666668,5,5.8,1
Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,9,1st Place,1,,1.0,10.0,26.46662,30.999899999999997,21.0,3.1552005285102096,0.8888333333333378,6,6.333333333333333,1
David Hasselhoff,Kym Johnson,Actor/Actress,Entertainment,Maryland,United States,58,>55,11,Eliminated Week 1,12,1.0,,1.0,15.0,15.0,15.0,,,7,5.571428571428571,1
Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,12,1st Place,1,,1.0,10.0,26.76666,33.0,21.0,3.520831341285433,5.888866666666669,8,6.375,0
David Arquette,Kym Johnson,Actor/Actress,Entertainment,Virginia,United States,40,36-45,13,Eliminated Week 7,6,7.0,,7.0,22.071428571428573,25.0,18.0,2.8639799148005474,3.833333333333332,9,5.777777777777778,1
Jaleel White,Kym Johnson,Actor/Actress,Entertainment,California,United States,35,26-35,14,Eliminated Week 7,7,7.0,,7.0,25.928542857142855,36.9998,22.0,5.135008230716267,4.499933333333331,10,5.8,1
Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,35,26-35,15,Eliminated Week 2,12,2.0,,2.0,21.5,22.5,20.5,1.4142135623730951,,11,5.909090909090909,1
Ingo Rademacher,Kym Johnson,Actor/Actress,Entertainment,Unknown,Germany,41,36-45,16,Eliminated Week 9,5,9.0,,9.0,22.5,25.5,20.0,2.091650066335189,4.5,12,6.416666666666667,0
Robert Herjavec,Kym Johnson,Entrepreneur,Other,Unknown,Croatia,52,46-55,20,Eliminated Week 8,6,8.0,,8.0,29.8125,34.0,24.0,3.272586351583626,3.5,13,6.3076923076923075,0
Lance Bass,Lacey Schwimmer,Singer/Rapper,Entertainment,Mississippi,United States,29,26-35,7,3rd Place,3,,3.0,10.0,24.35,28.5,20.0,3.009706519468856,5.833333333333332,0,6.814726840855107,1
Steve-O,Lacey Schwimmer,TV Personality,Media,Unknown,England,34,26-35,8,Eliminated Week 6,8,6.0,,6.0,15.833333333333334,18.0,14.0,1.4719601443879746,0.9999999999999982,1,3.0,0
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Entertainment,Hawaii,United States,45,36-45,9,Eliminated Week 7,6,7.0,,7.0,24.214257142857143,32.0,18.0,4.965324044093914,3.833400000000001,2,5.5,1
Kyle Massey,Lacey Schwimmer,Actor/Actress,Entertainment,Georgia,United States,19,≤25,11,2nd Place,2,,2.0,10.0,25.58331,33.5,20.0,4.610258087364644,5.444400000000002,3,5.666666666666667,1
Mike Catherwood,Lacey Schwimmer,Radio Personality,Media,California,United States,32,26-35,12,Eliminated Week 2,11,2.0,,2.0,15.0,17.0,13.0,2.8284271247461903,,4,4.75,1
Chaz Bono,Lacey Schwimmer,TV Personality,Media,California,United States,42,36-45,13,Eliminated Week 6,7,6.0,,6.0,18.833333333333332,21.0,17.0,1.8348478592697182,3.0,5,6.0,1
Victor Ortiz,Lindsay Arnold,Athlete,Sports,Kansas,United States,26,26-35,16,Eliminated Week 6,8,6.0,,6.0,19.666666666666668,23.0,18.0,2.0655911179772892,0.0,0,6.814726840855107,1
Alek Skarlatos,Lindsay Arnold,Military,Other,California,United States,22,≤25,21,3rd Place,3,,3.0,11.0,26.727263636363638,33.0,22.0,3.349351633457654,1.4999666666666656,1,8.0,1
Wanya Morris,Lindsay Arnold,Singer/Rapper,Entertainment,Pennsylvania,United States,42,36-45,22,Eliminated Week 9,4,9.0,,9.0,27.5,35.0,23.0,3.905124837953327,3.833333333333332,2,5.5,1
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Sports,Georgia,United States,30,26-35,23,3rd Place,3,,3.0,11.0,30.939372727272726,38.3331,23.0,5.654501952266161,5.777699999999999,3,5.0,1
David Ross,Lindsay Arnold,Athlete,Sports,Georgia,United States,40,36-45,24,2nd Place,2,,2.0,10.0,31.28333,36.3333,27.0,2.9038543352088295,5.944433333333333,4,4.5,1
Jordan Fisher,Lindsay Arnold,Actor/Actress,Entertainment,Alabama,United States,23,≤25,25,1st Place,1,,1.0,10.0,29.5,40.0,22.0,5.9113826169894,9.333333333333332,5,4.0,1
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,Sports,New York,United States,71,>55,26,Eliminated Week 2,8,2.0,,2.0,23.25,29.5,17.0,8.838834764831844,,6,3.5,1
DeMarcus Ware,Lindsay Arnold,Athlete,Sports,Alabama,United States,36,36-45,27,Eliminated Week 7,7,7.0,,7.0,24.714285714285715,26.5,22.0,1.8224786888818676,2.0,7,4.142857142857143,1
Sean Spicer,Lindsay Arnold,Politician,Other,New York,United States,48,46-55,28,Eliminated Week 9,6,9.0,,9.0,18.88888888888889,25.0,12.0,3.919325338768283,7.666666666666666,8,4.5,1
Matt James,Lindsay Arnold,Athlete,Sports,North Carolina,United States,29,26-35,30,Eliminated Week 4,12,4.0,,4.0,23.625,28.5,20.0,3.637192140465866,1.5,9,4.666666666666667,1
Trista Sutter,Louis van Amstel,TV Personality,Media,Indiana,United States,32,26-35,1,Eliminated Week 2,6,2.0,,2.0,18.5,19.0,18.0,0.7071067811865476,,0,6.814726840855107,1
Lisa Rinna,Louis van Amstel,Actor/Actress,Entertainment,California,United States,42,36-45,2,Eliminated Week 7,4,7.0,,7.0,24.071428571428573,27.0,19.0,3.2201005603936688,4.833333333333336,1,6.0,1
Monique Coleman,Louis van Amstel,Actor/Actress,Entertainment,South Carolina,United States,25,≤25,3,Eliminated Week 8,4,8.0,,8.0,24.9375,27.0,19.0,2.8339460121886586,1.5,2,5.0,1
Priscilla Presley,Louis van Amstel,Actor/Actress,Entertainment,New York,United States,62,>55,6,Eliminated Week 5,8,5.0,,5.0,22.8,26.0,21.0,2.16794833886788,-0.6666666666666679,3,4.666666666666667,1
Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,9,3rd Place,3,,3.0,10.0,24.472159999999995,30.9998,19.0,3.3584126922633493,2.2407333333333384,4,5.5,0
Niecy Nash,Louis van Amstel,Actor/Actress,Entertainment,California,United States,40,36-45,10,Eliminated Week 8,5,8.0,,8.0,20.999975,25.9998,18.0,3.0354571327890634,3.999933333333331,5,5.0,1
Margaret Cho,Louis van Amstel,Comedian,Entertainment,California,United States,41,36-45,11,Eliminated Week 3,10,3.0,,3.0,17.0,18.0,15.0,1.7320508075688772,,6,5.0,1
Kendra Wilkinson,Louis van Amstel,TV Personality,Media,California,United States,25,≤25,12,Eliminated Week 7,6,7.0,,7.0,22.214285714285715,30.5,18.0,4.52637771712605,5.833333333333332,7,5.714285714285714,1
Sabrina Bryan,Louis van Amstel,Actor/Actress,Entertainment,California,United States,28,26-35,15,Eliminated Week 6,8,6.0,,6.0,28.125,35.5,22.5,4.521476528745892,6.916666666666664,8,5.75,1
Paula Deen,Louis van Amstel,TV Personality,Media,Georgia,United States,68,>55,21,Eliminated Week 6,9,6.0,,6.0,20.25,26.0,15.0,4.071240597164456,4.833333333333336,9,6.0,1
Cheryl Ladd,Louis van Amstel,Actor/Actress,Entertainment,South Dakota,United States,71,>55,31,Eliminated Week 3,14,3.0,,3.0,22.0,24.0,21.0,1.7320508075688772,,10,6.3,1
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Hawaii,United States,39,36-45,2,Eliminated Week 5,6,5.0,,5.0,23.0,26.0,20.0,2.449489742783178,1.6666666666666643,0,6.814726840855107,1
