season,week,t,method,w_judge,w_fan,n_contestants,excitement_reversal_rate
30,2,0.2,percent,,,15,0.6666666666666666
30,3,0.3,percent,,,14,0.7857142857142857
30,4,0.4,percent,,,13,0.8461538461538461
30,5,0.5,percent,,,11,0.7272727272727273
30,6,0.6,percent,,,10,0.7
30,7,0.7,percent,,,9,0.6666666666666666
30,8,0.8,percent,,,8,1.0
30,9,0.9,percent,,,6,0.8333333333333334
30,10,1.0,percent,,,4,0.75
31,1,0.1,percent,,,16,
31,2,0.2,percent,,,15,0.6666666666666666
31,3,0.3,percent,,,14,0.6428571428571429
31,4,0.4,percent,,,13,0.6153846153846154
31,5,0.5,percent,,,12,0.6666666666666666
31,6,0.6,percent,,,10,0.8
31,7,0.7,percent,,,9,0.6666666666666666
31,8,0.8,percent,,,8,0.75
31,9,0.9,percent,,,6,0.8333333333333334
31,10,1.0,percent,,,4,1.0
32,1,0.09090909090909091,percent,,,14,
32,2,0.18181818181818182,percent,,,13,0.8461538461538461
32,3,0.2727272727272727,percent,,,12,0.8333333333333334
32,4,0.36363636363636365,percent,,,11,0.8181818181818182
32,5,0.45454545454545453,percent,,,10,0.4
32,6,0.5454545454545454,percent,,,9,0.5555555555555556
32,7,0.6363636363636364,percent,,,8,0.625
32,8,0.7272727272727273,percent,,,7,0.0
32,9,0.8181818181818182,percent,,,6,0.3333333333333333
32,10,0.9090909090909091,percent,,,5,0.4
32,11,1.0,percent,,,5,0.2
33,1,0.1111111111111111,percent,,,13,
33,2,0.2222222222222222,percent,,,13,0.5384615384615384
33,3,0.3333333333333333,percent,,,11,0.9090909090909091
33,4,0.4444444444444444,percent,,,9,0.8888888888888888
33,5,0.5555555555555556,percent,,,8,0.875
33,6,0.6666666666666666,percent,,,7,0.42857142857142855
33,7,0.7777777777777778,percent,,,6,0.8333333333333334
33,8,0.8888888888888888,percent,,,5,0.6
33,9,1.0,percent,,,5,0.2
34,1,0.09090909090909091,percent,,,14,
34,2,0.18181818181818182,percent,,,14,0.7857142857142857
34,3,0.2727272727272727,percent,,,12,0.6666666666666666
34,4,0.36363636363636365,percent,,,11,0.5454545454545454
34,5,0.45454545454545453,percent,,,10,0.6
34,6,0.5454545454545454,percent,,,10,0.4
34,7,0.6363636363636364,percent,,,9,0.4444444444444444
34,8,0.7272727272727273,percent,,,8,0.5
34,9,0.8181818181818182,percent,,,7,0.5714285714285714
34,10,0.9090909090909091,percent,,,6,0.5
34,11,1.0,percent,,,5,0.6
1,1,0.16666666666666666,eshap_topsis,0.5989437038489763,0.4010562961510237,6,
1,2,0.3333333333333333,eshap_topsis,0.5758505308322044,0.4241494691677956,6,0.3333333333333333
1,3,0.5,eshap_topsis,0.4845126018030603,0.5154873981969397,5,0.2
1,4,0.6666666666666666,eshap_topsis,0.5750458051645354,0.4249541948354646,4,0.5
1,5,0.8333333333333334,eshap_topsis,0.5812146781097283,0.41878532189027173,3,0.3333333333333333
1,6,1.0,eshap_topsis,0.5,0.5,2,0.0
2,1,0.125,eshap_topsis,0.41269334699670934,0.5873066530032907,10,
2,2,0.25,eshap_topsis,0.5777457987378105,0.4222542012621895,9,0.6666666666666666
2,3,0.375,eshap_topsis,0.6094131376480525,0.3905868623519475,8,0.375
2,4,0.5,eshap_topsis,0.4413253280626964,0.5586746719373036,7,0.5714285714285714
2,5,0.625,eshap_topsis,0.5390949497137192,0.4609050502862808,6,0.5
2,6,0.75,eshap_topsis,0.6139270346946599,0.3860729653053401,5,0.0
2,7,0.875,eshap_topsis,0.5416183382583588,0.4583816617416412,4,0.0
2,8,1.0,eshap_topsis,0.5999834046333283,0.40001659536667167,3,0.0
3,1,0.1,eshap_topsis,0.5875118867329852,0.41248811326701484,11,
3,2,0.2,eshap_topsis,0.6617238569337481,0.33827614306625187,10,0.7
3,3,0.3,eshap_topsis,0.6450047569811688,0.35499524301883123,9,0.6666666666666666
3,4,0.4,eshap_topsis,0.6435825552390781,0.35641744476092185,8,0.75
3,5,0.5,eshap_topsis,0.763995712769665,0.23600428723033495,7,0.7142857142857143
3,6,0.6,eshap_topsis,0.5951780385278304,0.40482196147216964,5,0.2
3,7,0.7,eshap_topsis,0.5996833054525048,0.4003166945474952,5,0.4
3,8,0.8,eshap_topsis,0.5772165548151074,0.42278344518489264,4,0.25
3,9,0.9,eshap_topsis,0.5,0.5,3,0.0
3,10,1.0,eshap_topsis,0.5,0.5,2,0.0
4,1,0.1,eshap_topsis,0.587424003151386,0.412575996848614,11,
4,2,0.2,eshap_topsis,0.6587435815881308,0.34125641841186916,11,0.6363636363636364
4,3,0.3,eshap_topsis,0.6244642754279006,0.3755357245720994,10,0.6
4,4,0.4,eshap_topsis,0.624136484209571,0.375863515790429,9,0.3333333333333333
4,5,0.5,eshap_topsis,0.589608169552569,0.410391830447431,8,0.375
4,6,0.6,eshap_topsis,0.6370575507929687,0.36294244920703134,7,0.0
4,7,0.7,eshap_topsis,0.6238316849701158,0.37616831502988424,6,0.3333333333333333
4,8,0.8,eshap_topsis,0.5951997686183996,0.4048002313816004,5,0.2
4,9,0.9,eshap_topsis,0.5944745722696431,0.40552542773035694,4,0.25
4,10,1.0,eshap_topsis,0.581838939280481,0.418161060719519,3,0.3333333333333333
5,1,0.1,eshap_topsis,0.591165419973861,0.40883458002613904,12,
5,2,0.2,eshap_topsis,0.6457503995919323,0.35424960040806774,11,0.6363636363636364
5,3,0.3,eshap_topsis,0.595714027498788,0.404285972501212,10,0.4
5,4,0.4,eshap_topsis,0.6309292982321044,0.3690707017678956,9,0.5555555555555556
5,5,0.5,eshap_topsis,0.5970408258342699,0.4029591741657301,8,0.25
5,6,0.6,eshap_topsis,0.6671242744251934,0.3328757255748066,7,0.5714285714285714
5,7,0.7,eshap_topsis,0.5966218387527322,0.4033781612472678,6,0.16666666666666666
5,8,0.8,eshap_topsis,0.6257664647567754,0.37423353524322456,5,0.4
5,9,0.9,eshap_topsis,0.6103302975769425,0.38966970242305754,4,0.25
5,10,1.0,eshap_topsis,0.580853926279329,0.41914607372067103,3,0.0
6,1,0.1,eshap_topsis,0.5938819203814542,0.40611807961854585,12,
6,2,0.2,eshap_topsis,0.5929639430908185,0.40703605690918154,12,0.5833333333333334
6,3,0.3,eshap_topsis,0.6527917293483865,0.3472082706516135,10,0.5
6,4,0.4,eshap_topsis,0.5929359537818086,0.40706404621819137,9,0.3333333333333333
6,5,0.5,eshap_topsis,0.5937832135114363,0.40621678648856374,8,0.5
6,6,0.6,eshap_topsis,0.596838363254643,0.403161636745357,7,0.2857142857142857
6,7,0.7,eshap_topsis,0.6147946622114022,0.3852053377885978,6,0.5
6,8,0.8,eshap_topsis,0.6211361520816571,0.37886384791834293,5,0.6
6,9,0.9,eshap_topsis,0.599860301814966,0.40013969818503403,4,0.0
6,10,1.0,eshap_topsis,0.599794853288939,0.400205146711061,3,0.0
7,1,0.1,eshap_topsis,0.5886558007812348,0.4113441992187652,13,
7,2,0.2,eshap_topsis,0.654089066449717,0.345910933550283,11,0.36363636363636365
7,3,0.3,eshap_topsis,0.5889013533980473,0.4110986466019527,9,0.3333333333333333
7,4,0.4,eshap_topsis,0.5938578267589613,0.40614217324103874,9,0.7777777777777778
7,5,0.5,eshap_topsis,0.6372904784942692,0.36270952150573077,8,0.5
7,6,0.6,eshap_topsis,0.5972421639402562,0.4027578360597438,7,0.5714285714285714
7,7,0.7,eshap_topsis,0.6622571886223825,0.3377428113776175,6,0.6666666666666666
7,8,0.8,eshap_topsis,0.5915822081650366,0.4084177918349634,5,0.6
7,9,0.9,eshap_topsis,0.578498103198192,0.42150189680180805,4,0.25
7,10,1.0,eshap_topsis,0.6000000000000001,0.3999999999999999,3,0.0
8,1,0.09090909090909091,eshap_topsis,0.5863685871394382,0.4136314128605618,13,
8,2,0.18181818181818182,eshap_topsis,0.6657975839564141,0.3342024160435859,13,0.46153846153846156
8,3,0.2727272727272727,eshap_topsis,0.6498051129415731,0.35019488705842694,12,0.4166666666666667
8,4,0.36363636363636365,eshap_topsis,0.5854452348338257,0.4145547651661743,11,0.2727272727272727
8,5,0.45454545454545453,eshap_topsis,0.6515438793409085,0.3484561206590915,9,0.5555555555555556
8,6,0.5454545454545454,eshap_topsis,0.5955485989977471,0.40445140100225285,8,0.375
8,7,0.6363636363636364,eshap_topsis,0.5971752867513039,0.40282471324869606,7,0.2857142857142857
8,8,0.7272727272727273,eshap_topsis,0.6177269144944917,0.3822730855055083,6,0.8333333333333334
8,9,0.8181818181818182,eshap_topsis,0.6140218113070032,0.3859781886929968,5,0.6
8,10,0.9090909090909091,eshap_topsis,0.5974220155187691,0.40257798448123094,4,0.25
8,11,1.0,eshap_topsis,0.5790547378140911,0.4209452621859089,3,0.0
9,1,0.1,eshap_topsis,0.5913413850834699,0.4086586149165301,16,
9,2,0.2,eshap_topsis,0.5844909380764189,0.41550906192358106,14,0.7142857142857143
9,3,0.3,eshap_topsis,0.6900691856537146,0.30993081434628544,13,0.6153846153846154
9,4,0.4,eshap_topsis,0.6720816934562286,0.3279183065437714,11,0.45454545454545453
9,5,0.5,eshap_topsis,0.6367474534855748,0.3632525465144252,10,0.6
9,6,0.6,eshap_topsis,0.637614389064408,0.36238561093559196,9,0.3333333333333333
9,7,0.7,eshap_topsis,0.5887577091879742,0.4112422908120258,7,0.7142857142857143
9,8,0.8,eshap_topsis,0.5834535428862608,0.41654645711373917,5,0.4
9,9,0.9,eshap_topsis,0.6062995436452828,0.3937004563547172,4,0.0
9,10,1.0,eshap_topsis,0.5999571482363387,0.4000428517636613,3,0.3333333333333333
10,1,0.1,eshap_topsis,0.5915355762424275,0.4084644237575725,11,
10,2,0.2,eshap_topsis,0.677284392697123,0.32271560730287696,11,0.5454545454545454
10,3,0.3,eshap_topsis,0.593141991953886,0.40685800804611405,10,0.4
10,4,0.4,eshap_topsis,0.6135879552681112,0.38641204473188884,9,0.6666666666666666
10,5,0.5,eshap_topsis,0.5887807093834625,0.4112192906165375,8,0.375
10,6,0.6,eshap_topsis,0.5931592085601252,0.40684079143987484,7,0.5714285714285714
10,7,0.7,eshap_topsis,0.6267481818241399,0.37325181817586006,6,0.5
10,8,0.8,eshap_topsis,0.5968613985794029,0.4031386014205971,5,0.2
10,9,0.9,eshap_topsis,0.5997608232562028,0.40023917674379716,4,0.0
10,10,1.0,eshap_topsis,0.5860070169281677,0.4139929830718323,3,0.3333333333333333
11,1,0.1,eshap_topsis,0.5885747913859165,0.4114252086140835,12,
11,2,0.2,eshap_topsis,0.589479158836204,0.41052084116379595,11,0.5454545454545454
11,3,0.3,eshap_topsis,0.5958931713293619,0.4041068286706381,10,0.4
11,4,0.4,eshap_topsis,0.5897189668018761,0.4102810331981239,9,0.2222222222222222
11,5,0.5,eshap_topsis,0.638696327773723,0.361303672226277,8,0.75
11,6,0.6,eshap_topsis,0.6079670307304352,0.39203296926956477,7,0.42857142857142855
11,7,0.7,eshap_topsis,0.6303707718046423,0.3696292281953577,6,0.6666666666666666
11,8,0.8,eshap_topsis,0.6136330284748324,0.38636697152516764,5,0.4
11,9,0.9,eshap_topsis,0.6098585459172294,0.39014145408277057,4,0.0
11,10,1.0,eshap_topsis,0.5812324546749352,0.41876754532506477,3,0.0
12,1,0.1,eshap_topsis,0.5867562390824668,0.41324376091753323,11,
12,2,0.2,eshap_topsis,0.6008049567918472,0.3991950432081528,11,0.45454545454545453
12,3,0.3,eshap_topsis,0.5956417928387856,0.4043582071612144,10,0.6
12,4,0.4,eshap_topsis,0.6310600062523877,0.3689399937476123,9,0.6666666666666666
12,5,0.5,eshap_topsis,0.5990580095527516,0.40094199044724843,8,0.625
12,6,0.6,eshap_topsis,0.5975456236392557,0.4024543763607443,7,0.5714285714285714
12,7,0.7,eshap_topsis,0.6906712408553201,0.30932875914467994,6,0.6666666666666666
12,8,0.8,eshap_topsis,0.6070036237326775,0.39299637626732253,5,0.8
12,9,0.9,eshap_topsis,0.5822293122957923,0.41777068770420767,4,0.0
12,10,1.0,eshap_topsis,0.6000000000000001,0.3999999999999999,3,0.0
13,1,0.1,eshap_topsis,0.5917978315038482,0.40820216849615176,12,
13,2,0.2,eshap_topsis,0.7324603020842625,0.2675396979157375,11,0.9090909090909091
13,3,0.3,eshap_topsis,0.6270483415546375,0.3729516584453625,10,0.5
13,4,0.4,eshap_topsis,0.6362367172863701,0.3637632827136299,9,0.3333333333333333
13,5,0.5,eshap_topsis,0.5955159533276838,0.4044840466723162,8,0.25
13,6,0.6,eshap_topsis,0.5878436845841188,0.41215631541588116,7,0.5714285714285714
13,7,0.7,eshap_topsis,0.6233033982376481,0.37669660176235187,6,0.8333333333333334
13,8,0.8,eshap_topsis,0.5738605767324664,0.4261394232675336,5,0.4
13,9,0.9,eshap_topsis,0.5957855816059958,0.4042144183940042,4,0.5
13,10,1.0,eshap_topsis,0.5822673068863982,0.41773269311360184,3,0.3333333333333333
14,1,0.1,eshap_topsis,0.5967086839946245,0.4032913160053755,12,
14,2,0.2,eshap_topsis,0.5943974870818312,0.40560251291816884,12,0.6666666666666666
14,3,0.3,eshap_topsis,0.5996860508671215,0.40031394913287854,11,0.45454545454545453
14,4,0.4,eshap_topsis,0.636722376260308,0.36327762373969197,10,0.6
14,5,0.5,eshap_topsis,0.595307688419314,0.40469231158068597,9,0.7777777777777778
14,6,0.6,eshap_topsis,0.5944472397072469,0.4055527602927531,8,0.625
14,7,0.7,eshap_topsis,0.6200311192236871,0.37996888077631286,7,0.42857142857142855
14,8,0.8,eshap_topsis,0.5975309145204962,0.4024690854795038,6,0.5
14,9,0.9,eshap_topsis,0.6351130517190535,0.3648869482809465,4,0.25
14,10,1.0,eshap_topsis,0.6000000000000001,0.3999999999999999,3,0.3333333333333333
15,1,0.1,eshap_topsis,0.5919261869196434,0.4080738130803566,13,
15,2,0.2,eshap_topsis,0.6344002691378209,0.3655997308621791,12,0.5
15,3,0.3,eshap_topsis,0.6443047937983033,0.3556952062016967,11,0.5454545454545454
15,4,0.4,eshap_topsis,0.6326375618314517,0.3673624381685483,9,0.5555555555555556
15,5,0.5,eshap_topsis,0.5992508017439475,0.4007491982560525,8,0.5
15,6,0.6,eshap_topsis,0.7470605422321042,0.25293945776789584,8,0.625
15,7,0.7,eshap_topsis,0.5939775243940099,0.40602247560599014,7,0.7142857142857143
15,8,0.8,eshap_topsis,0.578014487958049,0.421985512041951,7,0.2857142857142857
15,9,0.9,eshap_topsis,0.622243894412228,0.37775610558777195,5,0.4
15,10,1.0,eshap_topsis,0.5831673661452442,0.4168326338547558,3,0.6666666666666666
16,1,0.1,eshap_topsis,0.5869753541132353,0.4130246458867647,12,
16,2,0.2,eshap_topsis,0.5915085839840256,0.4084914160159744,12,0.3333333333333333
16,3,0.3,eshap_topsis,0.5945937421601908,0.4054062578398092,11,0.45454545454545453
16,4,0.4,eshap_topsis,0.5945149133926068,0.40548508660739324,10,0.8
16,5,0.5,eshap_topsis,0.5939706942105408,0.40602930578945917,9,0.5555555555555556
16,6,0.6,eshap_topsis,0.5926182243313884,0.40738177566861156,8,0.625
16,7,0.7,eshap_topsis,0.5915600678609153,0.4084399321390847,7,0.2857142857142857
16,8,0.8,eshap_topsis,0.5975293883810088,0.4024706116189912,6,0.0
16,9,0.9,eshap_topsis,0.5977198284248461,0.40228017157515394,5,0.4
16,10,1.0,eshap_topsis,0.612731870157113,0.38726812984288705,4,1.0
17,1,0.09090909090909091,eshap_topsis,0.589447413968712,0.41055258603128797,12,
17,2,0.18181818181818182,eshap_topsis,0.6334382513729399,0.36656174862706015,12,0.5833333333333334
17,3,0.2727272727272727,eshap_topsis,0.5971889949067011,0.4028110050932989,11,0.45454545454545453
17,4,0.36363636363636365,eshap_topsis,0.5958971301606006,0.40410286983939936,10,0.6
17,5,0.45454545454545453,eshap_topsis,0.6418954768697285,0.3581045231302715,9,0.6666666666666666
17,6,0.5454545454545454,eshap_topsis,0.5958105095544635,0.40418949044553654,8,0.625
17,7,0.6363636363636364,eshap_topsis,0.635350363590966,0.36464963640903403,8,0.5
17,8,0.7272727272727273,eshap_topsis,0.6680741276970046,0.3319258723029954,7,0.7142857142857143
17,9,0.8181818181818182,eshap_topsis,0.5988086510317283,0.4011913489682717,6,0.16666666666666666
17,10,0.9090909090909091,eshap_topsis,0.6203451642480431,0.3796548357519569,5,0.6
17,11,1.0,eshap_topsis,0.5899253645637679,0.4100746354362321,4,0.0
18,1,0.1,eshap_topsis,0.5914591235590984,0.40854087644090165,12,
18,2,0.2,eshap_topsis,0.622819507120612,0.37718049287938804,11,0.5454545454545454
18,3,0.3,eshap_topsis,0.5970911254369021,0.4029088745630979,9,0.4444444444444444
18,4,0.4,eshap_topsis,0.5888426521481205,0.4111573478518795,9,0.6666666666666666
18,5,0.5,eshap_topsis,0.6201786329560331,0.37982136704396685,9,0.4444444444444444
18,6,0.6,eshap_topsis,0.596185532806435,0.40381446719356495,8,0.25
18,7,0.7,eshap_topsis,0.5932136505960448,0.4067863494039552,7,0.2857142857142857
18,8,0.8,eshap_topsis,0.5147341897166678,0.48526581028333216,6,0.5
18,9,0.9,eshap_topsis,0.6145164827278985,0.3854835172721015,5,0.6
18,10,1.0,eshap_topsis,0.5923066693153889,0.4076933306846111,4,0.0
19,1,0.09090909090909091,eshap_topsis,0.6386431611310852,0.3613568388689148,13,
19,2,0.18181818181818182,eshap_topsis,0.6504198386883595,0.3495801613116405,12,0.6666666666666666
19,3,0.2727272727272727,eshap_topsis,0.5905874812226695,0.40941251877733054,11,0.5454545454545454
19,4,0.36363636363636365,eshap_topsis,0.5486294147607974,0.4513705852392026,10,0.6
19,5,0.45454545454545453,eshap_topsis,0.5933196304649736,0.4066803695350264,9,0.3333333333333333
19,6,0.5454545454545454,eshap_topsis,0.7547513178844338,0.24524868211556616,9,0.5555555555555556
19,7,0.6363636363636364,eshap_topsis,0.6336864347007818,0.3663135652992182,8,0.5
19,8,0.7272727272727273,eshap_topsis,0.5926920749173954,0.4073079250826046,7,0.42857142857142855
19,9,0.8181818181818182,eshap_topsis,0.6096079530134517,0.3903920469865483,6,0.0
19,10,0.9090909090909091,eshap_topsis,0.5964109879650001,0.40358901203499986,5,0.2
19,11,1.0,eshap_topsis,0.5793415039932335,0.4206584960067665,4,1.0
20,1,0.1,eshap_topsis,0.5919664958760905,0.4080335041239095,12,
20,2,0.2,eshap_topsis,0.626574743454589,0.37342525654541103,12,0.6666666666666666
20,3,0.3,eshap_topsis,0.5965745084436136,0.4034254915563864,11,0.45454545454545453
20,4,0.4,eshap_topsis,0.6818005811605375,0.31819941883946246,10,0.4
20,5,0.5,eshap_topsis,0.6491182605567876,0.35088173944321244,9,0.2222222222222222
20,6,0.6,eshap_topsis,0.6291855857790809,0.3708144142209191,8,0.5
20,7,0.7,eshap_topsis,0.7439217841386728,0.2560782158613272,7,0.5714285714285714
20,8,0.8,eshap_topsis,0.5963815721075356,0.4036184278924644,6,0.8333333333333334
20,9,0.9,eshap_topsis,0.5977364291177536,0.4022635708822464,4,0.25
20,10,1.0,eshap_topsis,0.6000000000000001,0.3999999999999999,3,0.3333333333333333
21,1,0.09090909090909091,eshap_topsis,0.5850783333016915,0.41492166669830854,13,
21,2,0.18181818181818182,eshap_topsis,0.5936949189244061,0.40630508107559393,13,0.6923076923076923
21,3,0.2727272727272727,eshap_topsis,0.595144836654883,0.40485516334511695,10,0.6
21,4,0.36363636363636365,eshap_topsis,0.5950785614851988,0.4049214385148012,10,0.4
21,5,0.45454545454545453,eshap_topsis,0.5938222661906456,0.4061777338093544,9,0.8888888888888888
21,6,0.5454545454545454,eshap_topsis,0.5937896538707177,0.4062103461292823,9,0.4444444444444444
21,7,0.6363636363636364,eshap_topsis,0.6921555676859577,0.30784443231404235,8,0.5
21,8,0.7272727272727273,eshap_topsis,0.5805682008415729,0.4194317991584271,7,0.5714285714285714
21,9,0.8181818181818182,eshap_topsis,0.6028142713949783,0.39718572860502166,6,0.16666666666666666
21,10,0.9090909090909091,eshap_topsis,0.5943992943272043,0.4056007056727957,4,0.5
21,11,1.0,eshap_topsis,0.5980418558362086,0.4019581441637914,4,0.25
22,1,0.1,eshap_topsis,0.5848305216200365,0.41516947837996354,12,
22,2,0.2,eshap_topsis,0.5944319322140641,0.4055680677859359,12,0.5833333333333334
22,3,0.3,eshap_topsis,0.594893683114158,0.405106316885842,11,0.5454545454545454
22,4,0.4,eshap_topsis,0.6449223891435609,0.3550776108564391,10,0.8
22,5,0.5,eshap_topsis,0.590490324898411,0.409509675101589,9,0.5555555555555556
22,6,0.6,eshap_topsis,0.5883485003405895,0.4116514996594105,9,0.8888888888888888
22,7,0.7,eshap_topsis,0.6376750369511492,0.36232496304885076,8,0.625
22,8,0.8,eshap_topsis,0.6269930495962098,0.37300695040379017,6,0.3333333333333333
22,9,0.9,eshap_topsis,0.5858527178988104,0.41414728210118956,5,0.4
22,10,1.0,eshap_topsis,0.5755806025722965,0.4244193974277035,3,0.0
23,1,0.09090909090909091,eshap_topsis,0.5904891598567952,0.4095108401432048,13,
23,2,0.18181818181818182,eshap_topsis,0.6599731425993656,0.34002685740063443,13,0.6153846153846154
23,3,0.2727272727272727,eshap_topsis,0.5967717050275971,0.40322829497240287,12,0.6666666666666666
23,4,0.36363636363636365,eshap_topsis,0.5806648166590573,0.41933518334094266,11,0.5454545454545454
23,5,0.45454545454545453,eshap_topsis,0.5981916129364762,0.40180838706352384,9,0.6666666666666666
23,6,0.5454545454545454,eshap_topsis,0.5921650891003325,0.4078349108996675,9,0.6666666666666666
23,7,0.6363636363636364,eshap_topsis,0.6359402306357989,0.36405976936420115,8,0.625
23,8,0.7272727272727273,eshap_topsis,0.6655925753668053,0.3344074246331947,7,0.42857142857142855
23,9,0.8181818181818182,eshap_topsis,0.5943993184964422,0.40560068150355777,6,0.5
23,10,0.9090909090909091,eshap_topsis,0.6037148263634398,0.39628517363656024,5,0.4
23,11,1.0,eshap_topsis,0.5978103449554752,0.40218965504452475,4,0.25
24,1,0.1,eshap_topsis,0.5886511124126355,0.41134888758736454,12,
24,2,0.2,eshap_topsis,0.5971323861474478,0.4028676138525522,12,0.5
24,3,0.3,eshap_topsis,0.5981955531411958,0.40180444685880423,11,0.7272727272727273
24,4,0.4,eshap_topsis,0.5902370543037601,0.40976294569623994,10,0.6
24,5,0.5,eshap_topsis,0.6792926922847032,0.32070730771529676,9,0.4444444444444444
24,6,0.6,eshap_topsis,0.7660744424031027,0.23392555759689726,8,0.5
24,7,0.7,eshap_topsis,0.7011152795982114,0.2988847204017886,7,0.14285714285714285
24,8,0.8,eshap_topsis,0.5954677127633438,0.40453228723665624,5,0.2
24,9,0.9,eshap_topsis,0.587626389061467,0.412373610938533,4,0.0
24,10,1.0,eshap_topsis,0.5999916309501139,0.4000083690498861,3,0.0
25,1,0.1,eshap_topsis,0.5939391517627562,0.40606084823724375,13,
25,2,0.2,eshap_topsis,0.5936635887631031,0.4063364112368969,13,0.6923076923076923
25,3,0.3,eshap_topsis,0.5897310894284485,0.41026891057155146,11,0.6363636363636364
25,4,0.4,eshap_topsis,0.6403919374452318,0.3596080625547682,11,0.6363636363636364
25,5,0.5,eshap_topsis,0.6441138326514229,0.35588616734857714,10,0.7
25,6,0.6,eshap_topsis,0.5901162729554835,0.4098837270445165,9,0.5555555555555556
25,7,0.7,eshap_topsis,0.5977126568284435,0.40228734317155646,8,0.875
25,8,0.8,eshap_topsis,0.6693067380526834,0.33069326194731663,6,1.0
25,9,0.9,eshap_topsis,0.640330169019143,0.35966983098085703,5,0.4
25,10,1.0,eshap_topsis,0.5977408537651708,0.40225914623482917,4,0.25
26,1,0.25,eshap_topsis,0.6517082934624686,0.3482917065375314,10,
26,2,0.5,eshap_topsis,0.602828528311141,0.397171471688859,8,0.375
26,3,0.75,eshap_topsis,0.5917559903322862,0.4082440096677138,6,0.3333333333333333
26,4,1.0,eshap_topsis,0.5814677921451555,0.41853220785484446,3,0.0
27,1,0.1111111111111111,eshap_topsis,0.6456647358029557,0.3543352641970443,13,
27,2,0.2222222222222222,eshap_topsis,0.6357032905555269,0.3642967094444731,12,0.4166666666666667
27,3,0.3333333333333333,eshap_topsis,0.6468262982566819,0.3531737017433181,11,0.5454545454545454
27,4,0.4444444444444444,eshap_topsis,0.6233448614654143,0.37665513853458565,10,0.8
27,5,0.5555555555555556,eshap_topsis,0.5926028938901065,0.40739710610989355,9,0.7777777777777778
27,6,0.6666666666666666,eshap_topsis,0.6480668390865587,0.3519331609134413,9,0.3333333333333333
27,7,0.7777777777777778,eshap_topsis,0.6210904121375533,0.37890958786244666,8,0.5
27,8,0.8888888888888888,eshap_topsis,0.6132100656406803,0.38678993435931974,6,0.5
27,9,1.0,eshap_topsis,0.5944583094743312,0.4055416905256688,4,0.25
28,1,0.09090909090909091,eshap_topsis,0.5901024078699671,0.40989759213003285,12,
28,2,0.18181818181818182,eshap_topsis,0.6072957887060766,0.3927042112939234,12,0.5833333333333334
28,3,0.2727272727272727,eshap_topsis,0.5934943314952023,0.40650566850479775,10,0.7
28,4,0.36363636363636365,eshap_topsis,0.6508350094713926,0.3491649905286074,10,0.6
28,5,0.45454545454545453,eshap_topsis,0.5944223228449073,0.40557767715509274,9,0.5555555555555556
28,6,0.5454545454545454,eshap_topsis,0.598491634475506,0.401508365524494,9,0.7777777777777778
28,7,0.6363636363636364,eshap_topsis,0.4129443039492974,0.5870556960507026,8,0.375
28,8,0.7272727272727273,eshap_topsis,0.529326634246637,0.47067336575336305,7,0.8571428571428571
28,9,0.8181818181818182,eshap_topsis,0.4566188013509528,0.5433811986490472,6,0.16666666666666666
28,10,0.9090909090909091,eshap_topsis,0.4142281922524842,0.5857718077475158,5,0.6
28,11,1.0,eshap_topsis,0.5896881806229929,0.4103118193770071,4,0.0
29,1,0.09090909090909091,eshap_topsis,0.5898117833264077,0.4101882166735923,15,
29,2,0.18181818181818182,eshap_topsis,0.6081701586126909,0.39182984138730914,15,0.5333333333333333
29,3,0.2727272727272727,eshap_topsis,0.5478533775268197,0.45214662247318027,14,0.7857142857142857
29,4,0.36363636363636365,eshap_topsis,0.7334110520797672,0.2665889479202328,13,0.5384615384615384
29,5,0.45454545454545453,eshap_topsis,0.5961488798562135,0.40385112014378655,12,0.4166666666666667
29,6,0.5454545454545454,eshap_topsis,0.5466505097741731,0.45334949022582693,11,0.8181818181818182
29,7,0.6363636363636364,eshap_topsis,0.5277280206925516,0.47227197930744835,10,0.7
29,8,0.7272727272727273,eshap_topsis,0.64014983969446,0.35985016030553996,8,0.375
29,9,0.8181818181818182,eshap_topsis,0.5631784382573469,0.4368215617426531,7,0.42857142857142855
29,10,0.9090909090909091,eshap_topsis,0.583986551216783,0.416013448783217,6,0.5
29,11,1.0,eshap_topsis,0.5999999999999984,0.4000000000000016,4,0.75
30,1,0.1,eshap_topsis,0.5720400773528295,0.42795992264717053,15,
30,2,0.2,eshap_topsis,0.5238930613293231,0.4761069386706769,15,0.5333333333333333
30,3,0.3,eshap_topsis,0.6548490122254189,0.3451509877745811,14,0.6428571428571429
30,4,0.4,eshap_topsis,0.5604060149344477,0.43959398506555225,13,0.5384615384615384
30,5,0.5,eshap_topsis,0.536670536916137,0.463329463083863,11,0.36363636363636365
30,6,0.6,eshap_topsis,0.4817240582197161,0.5182759417802839,10,0.4
30,7,0.7,eshap_topsis,0.6612504336475409,0.3387495663524591,9,0.7777777777777778
30,8,0.8,eshap_topsis,0.4790484217275166,0.5209515782724834,8,0.5
30,9,0.9,eshap_topsis,0.5249720939774986,0.47502790602250144,6,1.0
30,10,1.0,eshap_topsis,0.5927775126015109,0.4072224873984891,4,1.0
31,1,0.1,eshap_topsis,0.5874037957893166,0.41259620421068344,16,
31,2,0.2,eshap_topsis,0.6848282055111128,0.3151717944888872,15,0.5333333333333333
