season,week,t,w_shap_judge,w_entropy_judge,w_final_judge,w_final_fan
33,1,0.1111111111111111,0.9784975715764377,0.49317465580648445,0.7843684052684564,0.21563159473154359
33,2,0.2222222222222222,0.9972686353415833,0.5959195731518484,0.8367290104656894,0.16327098953431063
33,3,0.3333333333333333,0.9987063093279759,0.5371683960506048,0.8140911440170274,0.18590885598297258
33,4,0.4444444444444444,0.9831352601567855,0.35458246413462735,0.7317141417479223,0.26828585825207774
33,5,0.5555555555555556,1.0,0.4336861437654814,0.7734744575061926,0.2265255424938074
33,6,0.6666666666666666,1.0,0.39433688569488384,0.7577347542779536,0.24226524572204644
33,7,0.7777777777777778,0.9759055906281499,0.3362684508441034,0.7200507347145313,0.2799492652854687
33,8,0.8888888888888888,0.9876859616686916,0.49967734692750376,0.7924825157722164,0.2075174842277836
33,9,1.0,0.9642164102387433,0.49974145560463956,0.7784264283851018,0.2215735716148982
34,1,0.09090909090909091,0.9961752816212843,0.49356083478871093,0.795129502888255,0.204870497111745
34,2,0.18181818181818182,0.9848845487830558,0.5110220219185652,0.7953395380372595,0.20466046196274046
34,3,0.2727272727272727,1.0,0.46225623394295245,0.784902493577181,0.215097506422819
34,4,0.36363636363636365,0.9873209405328518,0.48143949229571825,0.7849683612379984,0.2150316387620016
34,5,0.45454545454545453,0.9931758339223246,0.49464310016552754,0.7937627404196057,0.2062372595803943
34,6,0.5454545454545454,0.9995186498212335,0.4828655885548368,0.7928574253146748,0.20714257468532515
34,7,0.6363636363636364,0.990679223795409,0.44821590305744363,0.7736938955002228,0.22630610449977717
34,8,0.7272727272727273,0.990185061406064,0.28119537157747937,0.7065891854746302,0.29341081452536977
34,9,0.8181818181818182,0.9957884959302777,0.45599610088665216,0.7798715379128275,0.22012846208717252
34,10,0.9090909090909091,0.9807523046127,0.2544839981716666,0.6902449820362866,0.3097550179637134
34,11,1.0,0.972237749166998,0.4998639221716414,0.7832882183688553,0.21671178163114468
