season,week,method,w_judge,w_fan,n_contestants,eliminated,revived,excitement_var
15,4,percent,,,9,Kirstie Alley,,0.10163098373909946
15,5,percent,,,8,Kelly Monaco,,0.09727130171249437
15,6,percent,,,8,Emmitt Smith,,0.13199561657563819
15,7,percent,,,7,Kirstie Alley,,0.10449120645388463
15,8,percent,,,7,"Kirstie Alley,Shawn Johnson",,0.09846807784812182
15,9,percent,,,5,"Emmitt Smith,Kelly Monaco",,0.14724749582804714
15,10,percent,,,3,,,0.1671242387562301
16,1,percent,,,12,D. L. Hughley,,0.057063824368352556
16,2,percent,,,12,Dorothy Hamill,,0.0997381906902311
16,3,percent,,,11,Wynonna Judd,,0.10703551096719797
16,4,percent,,,10,Lisa Vanderpump,,0.1122772401512471
16,5,percent,,,9,D. L. Hughley,,0.11533157978649514
16,6,percent,,,8,Victor Ortiz,,0.10155335327799941
16,7,percent,,,7,Andy Dick,,0.09772400764953837
16,8,percent,,,6,Sean Lowe,,0.12637937500512322
16,9,percent,,,5,Ingo Rademacher,,0.14441731530613372
16,10,percent,,,4,Jacoby Jones,,0.17522168646990993
17,1,percent,,,12,Bill Nye,,0.07275303433378685
17,2,percent,,,12,Keyshawn Johnson,,0.11078346833267162
17,3,percent,,,11,Valerie Harper,,0.11006768856145879
17,4,percent,,,10,Valerie Harper,,0.09058786261351891
17,5,percent,,,9,Leah Remini,,0.10484293282984146
17,6,percent,,,8,Bill Engvall,,0.11161097128129302
17,7,percent,,,8,Bill Engvall,,0.1256080923302424
17,8,percent,,,7,Bill Engvall,,0.13871631732713516
17,9,percent,,,6,Bill Engvall,,0.10363912616081335
17,10,percent,,,5,Bill Engvall,,0.1580285027013864
17,11,percent,,,4,Bill Engvall,,0.15571531762920457
18,1,percent,,,12,Billy Dee Williams,,0.07268976511728542
18,2,percent,,,11,Billy Dee Williams,,0.08436206448872664
18,3,percent,,,9,Drew Carey,,0.0941870977027672
18,4,percent,,,9,Candace Cameron Bure,,0.06898653610172271
18,5,percent,,,9,Drew Carey,,0.08843401947933224
18,6,percent,,,8,Drew Carey,,0.10197806448710184
18,7,percent,,,7,NeNe Leakes,,0.09496444726824738
18,8,percent,,,6,James Maslow,,0.19484692768013065
18,9,percent,,,5,Candace Cameron Bure,,0.12219649972355422
18,10,percent,,,4,Candace Cameron Bure,,0.15389498877604563
19,1,percent,,,13,Lolo Jones,,0.08955599963374139
19,2,percent,,,12,Michael Waltrip,,0.07649170521136257
19,3,percent,,,11,Randy Couture,,0.08576397714334767
19,4,percent,,,10,Jonathan Bennett,,0.13413606701522346
19,5,percent,,,9,Michael Waltrip,,0.11662839278066096
19,6,percent,,,9,Tommy Chong,,0.10166996957782658
19,7,percent,,,8,Michael Waltrip,,0.12095415006662509
19,8,percent,,,7,Michael Waltrip,,0.12365016483042734
19,9,percent,,,6,Tommy Chong,,0.1330890938093177
19,10,percent,,,5,Tommy Chong,,0.12599015077034836
19,11,percent,,,4,Bethany Mota,,0.14103929839836551
20,1,percent,,,12,Redfoo,,0.0949333275499794
20,2,percent,,,12,Chris Soules,,0.0784305130326615
20,3,percent,,,11,Charlotte McKinney,,0.11100375137989466
20,4,percent,,,10,Chris Soules,,0.09696983046979804
20,5,percent,,,9,Robert Herjavec,,0.14354268005735302
20,6,percent,,,8,Robert Herjavec,,0.1054816421587498
20,7,percent,,,7,Chris Soules,,0.11379389372939772
20,8,percent,,,6,"Robert Herjavec,Chris Soules",,0.14605317756714245
20,9,percent,,,4,Noah Galloway,,0.13064694912503555
20,10,percent,,,3,,,0.2204954882554558
21,1,percent,,,13,Kim Zolciak-Biermann,,0.13244410958125633
21,2,percent,,,13,"Chaka Khan,Gary Busey",,0.09480610573531452
21,3,percent,,,10,Paula Deen,,0.09324791873001899
21,4,percent,,,10,Gary Busey,,0.1043343176434705
21,5,percent,,,9,Paula Deen,,0.11180326159750405
21,6,percent,,,9,Paula Deen,,0.11513086077222326
21,7,percent,,,8,Tamar Braxton,,0.10763737073106147
21,8,percent,,,7,Andy Grammer,,0.08784094360412616
21,9,percent,,,6,Tamar Braxton,,0.14909351026205644
21,10,percent,,,4,Nick Carter,,0.19552744828191096
21,11,percent,,,4,Alek Skarlatos,,0.17966141360477092
22,1,percent,,,12,Geraldo Rivera,,0.1035813147141192
22,2,percent,,,12,Geraldo Rivera,,0.07502108185361898
22,3,percent,,,11,Mischa Barton,,0.07749560852816212
22,4,percent,,,10,Doug Flutie,,0.11660110441613544
22,5,percent,,,9,Antonio Brown,,0.09142840302861094
22,6,percent,,,9,Doug Flutie,,0.08085425424941056
22,7,percent,,,8,"Jodie Sweetin,Kim Fields",,0.16727602955629822
22,8,percent,,,6,Wanya Morris,,0.10547205215710294
22,9,percent,,,5,"Antonio Brown,Ginger Zee",,0.14602027935218048
22,10,percent,,,3,,,0.16783994678190794
23,1,percent,,,13,Rick Perry,,0.08412564387801809
23,2,percent,,,13,Rick Perry,,0.08718749447941586
23,3,percent,,,12,Rick Perry,,0.10044346217036393
23,4,percent,,,11,"Babyface,Marilu Henner",,0.06370113913904893
23,5,percent,,,9,Amber Rose,,0.11785706562778395
23,6,percent,,,9,Amber Rose,,0.09566056243746118
23,7,percent,,,8,Marilu Henner,,0.13519320161110085
23,8,percent,,,7,Marilu Henner,,0.12269748869826334
23,9,percent,,,6,James Hinchcliffe,,0.16846757858874759
23,10,percent,,,5,Calvin Johnson Jr.,,0.11446786197384869
23,11,percent,,,4,Jana Kramer,,0.1588443649280116
24,1,percent,,,12,Chris Kattan,,0.08553752301024138
24,2,percent,,,12,Chris Kattan,,0.10031853764287241
24,3,percent,,,11,Charo,,0.14168493716294117
24,4,percent,,,10,Mr. T,,0.08108047995945541
24,5,percent,,,9,David Ross,,0.10231924335880536
24,6,percent,,,8,Nick Viall,,0.13161000746052412
24,7,percent,,,7,"Bonner Bolton,David Ross",,0.12746114803464537
24,8,percent,,,5,Bonner Bolton,,0.12906661644822753
24,9,percent,,,4,David Ross,,0.14519454212831615
24,10,percent,,,3,,,0.19528702913795012
25,1,percent,,,13,Barbara Corcoran,,0.091792441316318
25,2,percent,,,13,"Barbara Corcoran,Nick Lachey",,0.08247451855967936
25,3,percent,,,11,Sasha Pieterse,,0.0706899631002237
25,4,percent,,,11,Nick Lachey,,0.07093073612430374
25,5,percent,,,10,Nick Lachey,,0.09303648794652374
25,6,percent,,,9,Nick Lachey,,0.09684496630424626
25,7,percent,,,8,"Nikki Bella,Terrell Owens",,0.11274870912951525
25,8,percent,,,6,Drew Scott,,0.11969534375429054
25,9,percent,,,5,Drew Scott,,0.14516572401672628
25,10,percent,,,4,Drew Scott,,0.16855798722375123
26,1,percent,,,10,"Kareem Abdul-Jabbar,Johnny Damon",,0.12006717454137687
26,2,percent,,,8,"Kareem Abdul-Jabbar,Jennie Finch Daigle",,0.10092003808150458
26,3,percent,,,6,"Jennie Finch Daigle,Chris Mazdzer,Mirai Nagasu",,0.09966085669431585
26,4,percent,,,3,,,0.1677266828429078
27,1,percent,,,13,Joe Amabile,,0.08438123123422472
27,2,percent,,,12,Joe Amabile,,0.1252505698687395
27,3,percent,,,11,Joe Amabile,,0.08251147516283015
27,4,percent,,,10,Joe Amabile,,0.06828407544405805
27,5,percent,,,9,Joe Amabile,,0.09586085530897852
27,6,percent,,,9,John Schneider,,0.11995322951421489
27,7,percent,,,8,"Joe Amabile,DeMarcus Ware",,0.09435853252532117
27,8,percent,,,6,"Joe Amabile,Bobby Bones",,0.1752867315742291
27,9,percent,,,4,,,0.13676206225134477
28,1,percent,,,12,Lamar Odom,,0.08327899590997229
28,2,percent,,,12,Lamar Odom,,0.07748983819772769
28,3,percent,,,10,Lamar Odom,,0.11052162553417691
28,4,percent,,,10,Lamar Odom,,0.12058311370066459
28,5,percent,,,9,Sean Spicer,,0.09881993249169352
28,6,percent,,,9,Sean Spicer,,0.09645859070093372
28,7,percent,,,8,Sean Spicer,,0.12659516468796184
28,8,percent,,,7,Sean Spicer,,0.13000510941325824
28,9,percent,,,6,Sean Spicer,,0.09971041276277338
28,10,percent,,,5,James Van Der Beek,,0.1243382674178263
28,11,percent,,,4,,,0.1677308147991555
29,1,percent,,,15,Carole Baskin,,0.09606207778865089
29,2,percent,,,15,Charles Oakley,,0.07503244496358683
29,3,percent,,,14,Carole Baskin,,0.07726599658122034
29,4,percent,,,13,Anne Heche,,0.0865069313228056
29,5,percent,,,12,Jesse Metcalfe,,0.08326122702426833
29,6,percent,,,11,Skai Jackson,,0.11311790390125089
29,7,percent,,,10,Monica Aldama,,0.06991017682333353
29,8,percent,,,8,Nelly,,0.11820437768666903
29,9,percent,,,7,Nelly,,0.1833007080123262
29,10,percent,,,6,"Johnny Weir,Nelly",,0.18803774639852974
29,11,percent,,,4,,,0.17776661213394257
30,1,percent,,,15,Martin Kove,,0.0557766417463102
30,2,percent,,,15,Martin Kove,,0.05585690705949269
30,3,percent,,,14,Cody Rigsby,,0.11400169338815591
30,4,percent,,,13,"Brian Austin Green,Matt James",,0.07618161396517212
30,5,percent,,,11,Iman Shumpert,,0.07968906674044939
30,6,percent,,,10,Kenya Moore,,0.0926082222286195
30,7,percent,,,9,"Mike ""The Miz"" Mizanin",,0.08640166993930554
30,8,percent,,,8,"Jimmie Allen,Olivia Jade",,0.14063796016587535
30,9,percent,,,6,"Melora Hardin,Cody Rigsby",,0.13011169365499012
30,10,percent,,,4,,,0.20586080119477923
31,1,percent,,,16,Jason Lewis,,0.07928073379544237
31,2,percent,,,15,Teresa Giudice,,0.09545283983527922
31,3,percent,,,14,Cheryl Ladd,,0.10904303424712732
31,4,percent,,,13,Sam Champion,,0.09244586008998391
31,5,percent,,,12,Vinny Guadagnino,,0.10137243116553192
31,6,percent,,,10,Vinny Guadagnino,,0.07304593128110545
31,7,percent,,,9,Vinny Guadagnino,,0.12903297151377516
31,8,percent,,,8,"Vinny Guadagnino,Heidi D'Amelio",,0.10607094589652596
31,9,percent,,,6,"Trevor Donovan,Daniel Durant",,0.14077158045629992
31,10,percent,,,4,,,0.2233826223978335
32,1,percent,,,14,Matt Walsh,,0.10147166234273632
32,2,percent,,,13,Mauricio Umansky,,0.08614676723077283
32,3,percent,,,12,Tyson Beckford,,0.09223907893243838
32,4,percent,,,11,Barry Williams,,0.09530132609836364
32,5,percent,,,10,Harry Jowsey,,0.10006205062065887
32,6,percent,,,9,Harry Jowsey,,0.13145677023402325
32,7,percent,,,8,Harry Jowsey,,0.14179087209665303
32,8,percent,,,7,Harry Jowsey,,0.10915015597058374
32,9,percent,,,6,Harry Jowsey,,0.12297818482953327
32,10,percent,,,5,Alyson Hannigan,,0.12646076655031951
32,11,percent,,,5,,,0.13702979129049492
33,1,percent,,,13,Eric Roberts,,0.08367532247637424
33,2,percent,,,13,"Reginald VelJohnson,Eric Roberts",,0.09881662279958345
33,3,percent,,,11,"Reginald VelJohnson,Eric Roberts",,0.0926884312758855
33,4,percent,,,9,Dwight Howard,,0.10510726938333409
33,5,percent,,,8,Phaedra Parks,,0.11741632702029296
33,6,percent,,,7,Ilona Maher,,0.11631121487478079
33,7,percent,,,6,Dwight Howard,,0.112335760232903
33,8,percent,,,5,Stephen Nedoroscik,,0.1894756097918494
33,9,percent,,,5,,,0.1454988358187891
34,1,percent,,,14,Corey Feldman,,0.10794616644466837
34,2,percent,,,14,"Corey Feldman,Andy Richter",,0.08864993284963053
34,3,percent,,,12,Lauren Jauregui,,0.10048864634001665
34,4,percent,,,11,Andy Richter,,0.0830967036411901
34,5,percent,,,10,Andy Richter,,0.09056884871870015
34,6,percent,,,10,Scott Hoying,,0.11756121665227223
34,7,percent,,,9,Andy Richter,,0.11666332768863749
34,8,percent,,,8,Andy Richter,,0.11079630712359809
34,9,percent,,,7,Andy Richter,,0.11129479118259318
34,10,percent,,,6,Dylan Efron,,0.10021242576066146
34,11,percent,,,5,,,0.15270766160898377
1,1,dynamic,0.3002838681596402,0.6997161318403597,6,Kelly Monaco,,0.12635341350585946
1,2,dynamic,0.3034309941654848,0.6965690058345152,6,Evander Holyfield,,0.12665434392977584
1,3,dynamic,0.3381397859596438,0.6618602140403562,5,Evander Holyfield,,0.12375780528476325
1,4,dynamic,0.5248706003543192,0.4751293996456808,4,Joey McIntyre,,0.1409373210494001
1,5,dynamic,0.675965339930397,0.324034660069603,3,Joey McIntyre,,0.17989720385216904
1,6,dynamic,0.6979119497225766,0.30208805027742336,2,,,0.25
2,1,dynamic,0.30015199380590074,0.6998480061940993,10,Master P,,0.09624673678802417
2,2,dynamic,0.3009890492626539,0.6990109507373461,9,Master P,,0.09299614562358705
2,3,dynamic,0.3063625566847259,0.6936374433152741,8,Master P,,0.113393073019282
2,4,dynamic,0.3381397859596438,0.6618602140403562,7,Master P,,0.09994978906900968
2,5,dynamic,0.46293336001837204,0.537066639981628,6,Tia Carrere,,0.10695334222966069
2,6,dynamic,0.6270297904774574,0.37297020952254256,5,George Hamilton,,0.185882902315167
2,7,dynamic,0.6867656086445184,0.3132343913554816,4,Jerry Rice,,0.17192822632303156
2,8,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.19338131359058583
3,1,dynamic,0.3001044761276383,0.6998955238723616,11,Tucker Carlson,,0.07790075224950214
3,2,dynamic,0.3004678041060222,0.6995321958939777,10,Jerry Springer,,0.08744628754779972
3,3,dynamic,0.30208805027742336,0.6979119497225766,9,Emmitt Smith,,0.10907346974923124
3,4,dynamic,0.30919094796401025,0.6908090520359897,8,Sara Evans,,0.12486554995365799
3,5,dynamic,0.3381397859596438,0.6618602140403562,7,Jerry Springer,,0.1959210616672214
3,6,dynamic,0.42832852032984275,0.5716714796701572,5,Jerry Springer,,0.10893104021925086
3,7,dynamic,0.5716714796701571,0.4283285203298429,5,Jerry Springer,,0.1424450704928824
3,8,dynamic,0.6618602140403562,0.3381397859596438,4,Monique Coleman,,0.13657250526107234
3,9,dynamic,0.6908090520359897,0.30919094796401025,3,Mario Lopez,,0.19338221815219195
3,10,dynamic,0.6979119497225766,0.30208805027742336,2,,,0.25
4,1,dynamic,0.3001044761276383,0.6998955238723616,11,Billy Ray Cyrus,,0.09137446558862015
4,2,dynamic,0.3004678041060222,0.6995321958939777,11,Clyde Drexler,,0.10079285868986858
4,3,dynamic,0.30208805027742336,0.6979119497225766,10,Clyde Drexler,,0.1138316132786104
4,4,dynamic,0.30919094796401025,0.6908090520359897,9,Clyde Drexler,,0.13002051126233738
4,5,dynamic,0.3381397859596438,0.6618602140403562,8,Clyde Drexler,,0.09738499218932592
4,6,dynamic,0.42832852032984275,0.5716714796701572,7,John Ratzenberger,,0.14869028509519558
4,7,dynamic,0.5716714796701571,0.4283285203298429,6,Billy Ray Cyrus,,0.141852114949197
4,8,dynamic,0.6618602140403562,0.3381397859596438,5,Billy Ray Cyrus,,0.12902846408400861
4,9,dynamic,0.6908090520359897,0.30919094796401025,4,Ian Ziering,,0.17192073089163526
4,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.17388579713201313
5,1,dynamic,0.3001044761276383,0.6998955238723616,12,Josie Maran,,0.06911135157930086
5,2,dynamic,0.3004678041060222,0.6995321958939777,11,Wayne Newton,,0.08503552813609248
5,3,dynamic,0.30208805027742336,0.6979119497225766,10,Wayne Newton,,0.1155641966986016
5,4,dynamic,0.30919094796401025,0.6908090520359897,9,Mark Cuban,,0.08317947029906399
5,5,dynamic,0.3381397859596438,0.6618602140403562,8,Mark Cuban,,0.11428443251561707
5,6,dynamic,0.42832852032984275,0.5716714796701572,7,Jane Seymour,,0.11396859238142222
5,7,dynamic,0.5716714796701571,0.4283285203298429,6,Jane Seymour,,0.10388005419759165
5,8,dynamic,0.6618602140403562,0.3381397859596438,5,Marie Osmond,,0.16888670346628665
5,9,dynamic,0.6908090520359897,0.30919094796401025,4,Marie Osmond,,0.17398348620175888
5,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.2061864943452281
6,1,dynamic,0.3001044761276383,0.6998955238723616,12,Adam Carolla,,0.09461815119781015
6,2,dynamic,0.3004678041060222,0.6995321958939777,12,"Monica Seles,Steve Guttenberg",,0.11119880192093358
6,3,dynamic,0.30208805027742336,0.6979119497225766,10,Marissa Jaret Winokur,,0.09367602869359742
6,4,dynamic,0.30919094796401025,0.6908090520359897,9,Adam Carolla,,0.09642224170047294
6,5,dynamic,0.3381397859596438,0.6618602140403562,8,Priscilla Presley,,0.10554560715531469
6,6,dynamic,0.42832852032984275,0.5716714796701572,7,Marlee Matlin,,0.0945549600005734
6,7,dynamic,0.5716714796701571,0.4283285203298429,6,Cristian de la Fuente,,0.1090771009508499
6,8,dynamic,0.6618602140403562,0.3381397859596438,5,Marissa Jaret Winokur,,0.1285395682984701
6,9,dynamic,0.6908090520359897,0.30919094796401025,4,Marissa Jaret Winokur,,0.14387051934610767
6,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.1709225801739375
7,1,dynamic,0.3001044761276383,0.6998955238723616,13,"Jeffrey Ross,Cloris Leachman",,0.07216314449053718
7,2,dynamic,0.3004678041060222,0.6995321958939777,11,Cloris Leachman,,0.11700454291554353
7,3,dynamic,0.30208805027742336,0.6979119497225766,9,Cloris Leachman,,0.07511366321147113
7,4,dynamic,0.30919094796401025,0.6908090520359897,9,Rocco DiSpirito,,0.09399166060619266
7,5,dynamic,0.3381397859596438,0.6618602140403562,8,Lance Bass,,0.15921775913046812
7,6,dynamic,0.42832852032984275,0.5716714796701572,7,Cloris Leachman,,0.09632536512409968
7,7,dynamic,0.5716714796701571,0.4283285203298429,6,Warren Sapp,,0.10442779264014662
7,8,dynamic,0.6618602140403562,0.3381397859596438,5,Cody Linley,,0.18479185542291662
7,9,dynamic,0.6908090520359897,0.30919094796401025,4,Cody Linley,,0.1318723839702481
7,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.21684069187452604
8,1,dynamic,0.3000911610990888,0.6999088389009112,13,Steve Wozniak,,0.09463652955612165
8,2,dynamic,0.3003562388950501,0.69964376110495,13,Steve-O,,0.08984063714830394
8,3,dynamic,0.30138943058852713,0.6986105694114728,12,Steve Wozniak,,0.12107244453700909
8,4,dynamic,0.3053788343383616,0.6946211656616383,11,"Steve Wozniak,Steve-O",,0.09984416205234524
8,5,dynamic,0.32024116159172605,0.679758838408274,9,Steve-O,,0.09240182766945179
8,6,dynamic,0.3689902969682859,0.6310097030317141,8,Steve-O,,0.1066991537281081
8,7,dynamic,0.47961647363421395,0.5203835263657861,7,Lawrence Taylor,,0.10482866134561339
8,8,dynamic,0.6044669956176942,0.39553300438230576,6,Melissa Rycroft,,0.10738842952704845
8,9,dynamic,0.6702879228786678,0.3297120771213322,5,Ty Murray,,0.1455389944948675
8,10,dynamic,0.6919571075344866,0.3080428924655134,4,Ty Murray,,0.13224414216906952
8,11,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.17530384158796972
9,1,dynamic,0.3001044761276383,0.6998955238723616,16,"Ashley Hamiliton,Macy Gray",,0.09722088288768527
9,2,dynamic,0.3004678041060222,0.6995321958939777,14,Kathy Ireland,,0.07208130604013634
9,3,dynamic,0.30208805027742336,0.6979119497225766,13,Michael Irvin,,0.08460977964150508
9,4,dynamic,0.30919094796401025,0.6908090520359897,11,Michael Irvin,,0.13150782425262755
9,5,dynamic,0.3381397859596438,0.6618602140403562,10,Michael Irvin,,0.09771273563723692
9,6,dynamic,0.42832852032984275,0.5716714796701572,9,"Michael Irvin,Melissa Joan Hart",,0.147770955871416
9,7,dynamic,0.5716714796701571,0.4283285203298429,7,"Mark Dacascos,Michael Irvin",,0.11297598774040318
9,8,dynamic,0.6618602140403562,0.3381397859596438,5,Aaron Carter,,0.13338836409652113
9,9,dynamic,0.6908090520359897,0.30919094796401025,4,Donny Osmond,,0.13051017070127544
9,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.19519557141464147
10,1,dynamic,0.3001044761276383,0.6998955238723616,11,Buzz Aldrin,,0.09253943490421807
10,2,dynamic,0.3004678041060222,0.6995321958939777,11,Buzz Aldrin,,0.08177486091985268
10,3,dynamic,0.30208805027742336,0.6979119497225766,10,Buzz Aldrin,,0.07565066995077911
10,4,dynamic,0.30919094796401025,0.6908090520359897,9,Kate Gosselin,,0.11837444933444669
10,5,dynamic,0.3381397859596438,0.6618602140403562,8,Kate Gosselin,,0.09537891918658137
10,6,dynamic,0.42832852032984275,0.5716714796701572,7,Jake Pavelka,,0.11792687947089726
10,7,dynamic,0.5716714796701571,0.4283285203298429,6,Niecy Nash,,0.13968850020106863
10,8,dynamic,0.6618602140403562,0.3381397859596438,5,Niecy Nash,,0.1319461113406854
10,9,dynamic,0.6908090520359897,0.30919094796401025,4,Chad Ochocinco,,0.1695034404981849
10,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.2065697579858179
11,1,dynamic,0.3001044761276383,0.6998955238723616,12,Margaret Cho,,0.1263699640637528
11,2,dynamic,0.3004678041060222,0.6995321958939777,11,Michael Bolton,,0.07195359929188802
11,3,dynamic,0.30208805027742336,0.6979119497225766,10,Margaret Cho,,0.09679529148569134
11,4,dynamic,0.30919094796401025,0.6908090520359897,9,The Situation,,0.0864251770211243
11,5,dynamic,0.3381397859596438,0.6618602140403562,8,Bristol Palin,,0.12375561143491161
11,6,dynamic,0.42832852032984275,0.5716714796701572,7,Kurt Warner,,0.08009044348792398
11,7,dynamic,0.5716714796701571,0.4283285203298429,6,Bristol Palin,,0.14545502063691815
11,8,dynamic,0.6618602140403562,0.3381397859596438,5,Bristol Palin,,0.21866726522298324
11,9,dynamic,0.6908090520359897,0.30919094796401025,4,Bristol Palin,,0.13462008976683632
11,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.16975172303935437
12,1,dynamic,0.3001044761276383,0.6998955238723616,11,Mike Catherwood,,0.08876743054429609
12,2,dynamic,0.3004678041060222,0.6995321958939777,11,Mike Catherwood,,0.14280986633537765
12,3,dynamic,0.30208805027742336,0.6979119497225766,10,Wendy Williams,,0.07655828535901327
12,4,dynamic,0.30919094796401025,0.6908090520359897,9,Kendra Wilkinson,,0.09351581005394687
12,5,dynamic,0.3381397859596438,0.6618602140403562,8,Petra Nemcova,,0.13087607457183964
12,6,dynamic,0.42832852032984275,0.5716714796701572,7,Chris Jericho,,0.11846729261861412
12,7,dynamic,0.5716714796701571,0.4283285203298429,6,Romeo,,0.18985221899062046
12,8,dynamic,0.6618602140403562,0.3381397859596438,5,Ralph Macchio,,0.12423477340294382
12,9,dynamic,0.6908090520359897,0.30919094796401025,4,Ralph Macchio,,0.13774865338639775
12,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.2207814028322805
13,1,dynamic,0.3001044761276383,0.6998955238723616,12,Metta World Peace (Ron),,0.10916626384841205
13,2,dynamic,0.3004678041060222,0.6995321958939777,11,Chaz Bono,,0.108285186990263
13,3,dynamic,0.30208805027742336,0.6979119497225766,10,Chaz Bono,,0.08333253715884763
13,4,dynamic,0.30919094796401025,0.6908090520359897,9,Carson Kressley,,0.09002007716797682
13,5,dynamic,0.3381397859596438,0.6618602140403562,8,Carson Kressley,,0.08404091414422105
13,6,dynamic,0.42832852032984275,0.5716714796701572,7,Chaz Bono,,0.12280940660912452
13,7,dynamic,0.5716714796701571,0.4283285203298429,6,Nancy Grace,,0.11604548165471644
13,8,dynamic,0.6618602140403562,0.3381397859596438,5,Nancy Grace,,0.10094652799728739
13,9,dynamic,0.6908090520359897,0.30919094796401025,4,Hope Solo,,0.159925387285634
13,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.1666668368261924
14,1,dynamic,0.3001044761276383,0.6998955238723616,12,Melissa Gilbert,,0.11453279194067607
14,2,dynamic,0.3004678041060222,0.6995321958939777,12,Martina Navratilova,,0.08805212504600518
14,3,dynamic,0.30208805027742336,0.6979119497225766,11,Melissa Gilbert,,0.1228550680764391
14,4,dynamic,0.30919094796401025,0.6908090520359897,10,Gladys Knight,,0.10922705749800991
14,5,dynamic,0.3381397859596438,0.6618602140403562,9,Gavin DeGraw,,0.1244060403594854
14,6,dynamic,0.42832852032984275,0.5716714796701572,8,Gladys Knight,,0.10071140240107607
14,7,dynamic,0.5716714796701571,0.4283285203298429,7,Melissa Gilbert,,0.08554509194792932
14,8,dynamic,0.6618602140403562,0.3381397859596438,6,"Melissa Gilbert,Maria Menounos",,0.10941779745419966
14,9,dynamic,0.6908090520359897,0.30919094796401025,4,Katherine Jenkins,,0.15202275163558865
14,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.20853983354465125
15,1,dynamic,0.3001044761276383,0.6998955238723616,13,Pamela Anderson,,0.06126752871827545
15,2,dynamic,0.3004678041060222,0.6995321958939777,12,Bristol Palin,,0.087080391429882
15,3,dynamic,0.30208805027742336,0.6979119497225766,11,"Bristol Palin,Drew Lachey",,0.11236202826987308
15,4,dynamic,0.30919094796401025,0.6908090520359897,9,Kirstie Alley,,0.10177823487322363
15,5,dynamic,0.3381397859596438,0.6618602140403562,8,Kelly Monaco,,0.09727577934958617
15,6,dynamic,0.42832852032984275,0.5716714796701572,8,Emmitt Smith,,0.13318521661844074
15,7,dynamic,0.5716714796701571,0.4283285203298429,7,Kirstie Alley,,0.10142792036993362
15,8,dynamic,0.6618602140403562,0.3381397859596438,7,"Kirstie Alley,Shawn Johnson",,0.09543294758839252
15,9,dynamic,0.6908090520359897,0.30919094796401025,5,"Emmitt Smith,Kelly Monaco",,0.1509460894404345
15,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.16694004977730392
16,1,dynamic,0.3001044761276383,0.6998955238723616,12,D. L. Hughley,,0.05848841332578223
16,2,dynamic,0.3004678041060222,0.6995321958939777,12,Dorothy Hamill,,0.09852990104547212
16,3,dynamic,0.30208805027742336,0.6979119497225766,11,Wynonna Judd,,0.10725955112238723
16,4,dynamic,0.30919094796401025,0.6908090520359897,10,Lisa Vanderpump,,0.1098883849437972
16,5,dynamic,0.3381397859596438,0.6618602140403562,9,D. L. Hughley,,0.11623579918967931
16,6,dynamic,0.42832852032984275,0.5716714796701572,8,Victor Ortiz,,0.10160043019317162
16,7,dynamic,0.5716714796701571,0.4283285203298429,7,Andy Dick,,0.09699415723837977
16,8,dynamic,0.6618602140403562,0.3381397859596438,6,Sean Lowe,,0.12108631221108894
16,9,dynamic,0.6908090520359897,0.30919094796401025,5,Ingo Rademacher,,0.14623935996211998
16,10,dynamic,0.6979119497225766,0.30208805027742336,4,Jacoby Jones,,0.17294920535379454
17,1,dynamic,0.3000911610990888,0.6999088389009112,12,Bill Nye,,0.07738851594267909
17,2,dynamic,0.3003562388950501,0.69964376110495,12,Bill Nye,,0.10648575200958528
17,3,dynamic,0.30138943058852713,0.6986105694114728,11,Valerie Harper,,0.11105654823908964
17,4,dynamic,0.3053788343383616,0.6946211656616383,10,Valerie Harper,,0.08901462027337445
17,5,dynamic,0.32024116159172605,0.679758838408274,9,Leah Remini,,0.10571101803772688
17,6,dynamic,0.3689902969682859,0.6310097030317141,8,Bill Engvall,,0.11165501400615392
17,7,dynamic,0.47961647363421395,0.5203835263657861,8,Bill Engvall,,0.12052820593200089
17,8,dynamic,0.6044669956176942,0.39553300438230576,7,Bill Engvall,,0.13301556791251629
17,9,dynamic,0.6702879228786678,0.3297120771213322,6,Bill Engvall,,0.1035220371964003
17,10,dynamic,0.6919571075344866,0.3080428924655134,5,Bill Engvall,,0.1420131671637339
17,11,dynamic,0.6979119497225766,0.30208805027742336,4,Bill Engvall,,0.14570678067041767
18,1,dynamic,0.3001044761276383,0.6998955238723616,12,Billy Dee Williams,,0.07619521236453929
18,2,dynamic,0.3004678041060222,0.6995321958939777,11,Billy Dee Williams,,0.08746780399056263
18,3,dynamic,0.30208805027742336,0.6979119497225766,9,Drew Carey,,0.09429149873410016
