season,week,n_contestants,original_rule,true_k,true_eliminated,rank_eliminated,pct_eliminated,rank_bottom2,pct_bottom2,method_conflict,kendall_tau,rank_bias,pct_bias,rank_ndcg,pct_ndcg,rank_phi_J,rank_phi_F,pct_phi_J,pct_phi_F
10,9,4,percent,1,['Chad Ochocinco'],['Chad Ochocinco'],['Chad Ochocinco'],"['Chad Ochocinco', 'Erin Andrews']","['Chad Ochocinco', 'Erin Andrews']",False,1.0,0.5,0.427416897167187,1.0,1.0,3.9375,3.9375,0.0003147224635899756,0.0002349313107406137
10,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.44802068224159014,1.0,1.0,1.6666666666666665,1.6666666666666665,0.00023632817648552805,0.00019181861974817445
11,1,12,percent,1,['David Hasselhoff'],['David Hasselhoff'],['David Hasselhoff'],"['David Hasselhoff', 'The Situation']","['David Hasselhoff', 'The Situation']",False,0.9999999999999998,0.5191383595691798,0.32030095741826964,1.0,1.0,21.984848484848484,23.734848484848484,0.00030254311993637963,0.00014257023315474284
11,2,11,percent,1,['Michael Bolton'],['Michael Bolton'],['Michael Bolton'],"['Michael Bolton', 'Margaret Cho']","['Michael Bolton', 'Margaret Cho']",False,1.0,0.5036369514264931,0.32436009110930597,1.0,1.0,20.30247933884298,20.6,0.00030607284650153836,0.0001469389464283184
11,3,10,percent,1,['Margaret Cho'],['Margaret Cho'],['Margaret Cho'],"['Margaret Cho', 'Bristol Palin']","['Margaret Cho', 'Bristol Palin']",False,1.0,0.48678737460239785,0.34042861192520524,1.0,1.0,18.644444444444446,17.684444444444445,0.00020007988637595197,0.00010326845467316445
11,4,9,percent,1,['The Situation'],['The Situation'],['The Situation'],"['The Situation', 'Bristol Palin']","['The Situation', 'Bristol Palin']",False,1.0,0.5,0.3554575105796409,1.0,1.0,14.166666666666668,14.166666666666668,0.0008668386879439561,0.00047805121795427155
11,5,8,percent,1,['Florence Henderson'],['Bristol Palin'],['Florence Henderson'],"['Bristol Palin', 'Kyle Massey']","['Florence Henderson', 'Bristol Palin']",True,0.9428090415820635,0.5,0.3634036443164318,0.98895430115798,0.9996928318887783,11.180803571428571,11.180803571428571,0.0003361181466605908,0.00019187442454989288
11,6,7,percent,1,['Audrina Patridge'],['Bristol Palin'],['Audrina Patridge'],"['Bristol Palin', 'Jennifer Grey']","['Audrina Patridge', 'Kurt Warner']",True,0.5855400437691199,0.5,0.36196427227702327,0.9460790395517877,1.0,4.5,4.5,0.00029480038457667883,0.00016724330947908052
11,7,6,percent,1,['Rick Fox'],['Kyle Massey'],['Rick Fox'],"['Kyle Massey', 'Rick Fox']","['Rick Fox', 'Bristol Palin']",True,0.8280786712108251,0.4716609167077378,0.391988520498104,0.995355104725279,0.9935085930941453,5.955555555555556,5.316666666666666,7.144973270866761e-05,4.606405628624034e-05
11,8,5,percent,1,['Kurt Warner'],['Bristol Palin'],['Kurt Warner'],"['Bristol Palin', 'Kurt Warner']","['Kurt Warner', 'Bristol Palin']",True,0.9486832980505138,0.4707112970711297,0.40972854848756013,0.9968852963674985,1.0,5.0600000000000005,4.5,0.000528590353737991,0.00036691349010130585
11,9,4,percent,1,['Brandy'],['Bristol Palin'],['Brandy'],"['Bristol Palin', 'Brandy']","['Brandy', 'Bristol Palin']",True,0.912870929175277,0.5,0.4209579324316993,0.980875644652211,1.0,2.583333333333333,2.583333333333333,0.00015600411147620252,0.00011341346664786204
11,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.44786118878122244,1.0,1.0,1.6666666666666665,1.6666666666666665,0.000996461066501658,0.0008082681904438816
12,1,11,percent,0,[],[],[],[],[],False,1.0,0.5,0.3287954683358353,1.0,1.0,21.416528925619836,21.416528925619836,0.00037308684422305205,0.00018275988598008222
12,2,11,percent,1,['Mike Catherwood'],['Mike Catherwood'],['Mike Catherwood'],"['Mike Catherwood', 'Sugar Ray Leonard']","['Mike Catherwood', 'Sugar Ray Leonard']",False,1.0,0.5061515748031497,0.33112575012489237,1.0,1.0,19.904132231404958,20.400000000000002,0.0001860407952736042,9.20993712948379e-05
12,3,10,percent,1,['Wendy Williams'],['Wendy Williams'],['Wendy Williams'],"['Wendy Williams', 'Romeo']","['Wendy Williams', 'Romeo']",False,1.0,0.5,0.3382357381545607,1.0,1.0,17.50111111111111,17.50111111111111,0.0002582273401043872,0.00013198312454699404
12,4,9,percent,1,['Sugar Ray Leonard'],['Sugar Ray Leonard'],['Sugar Ray Leonard'],"['Sugar Ray Leonard', 'Kendra Wilkinson']","['Sugar Ray Leonard', 'Kendra Wilkinson']",False,1.0,0.48944358917967895,0.3490778311231011,1.0,1.0,14.330246913580247,13.737654320987653,0.00017449760755255456,9.35799229049389e-05
12,5,8,percent,1,['Petra Nemcova'],['Petra Nemcova'],['Petra Nemcova'],"['Petra Nemcova', 'Kendra Wilkinson']","['Petra Nemcova', 'Kendra Wilkinson']",False,1.0,0.5321456235476375,0.36588700178104416,1.0,1.0,9.4375,10.734375,0.0001818897255188419,0.00010495146213969644
12,6,7,percent,1,['Chris Jericho'],['Chris Jericho'],['Chris Jericho'],"['Chris Jericho', 'Ralph Macchio']","['Chris Jericho', 'Ralph Macchio']",False,1.0,0.48144104803493454,0.3786355098464882,1.0,1.0,9.693877551020407,9.0,0.0002183603528779878,0.00013306036127328367
12,7,6,percent,1,['Kendra Wilkinson'],['Romeo'],['Kendra Wilkinson'],"['Romeo', 'Kendra Wilkinson']","['Kendra Wilkinson', 'Romeo']",True,0.9660917830792959,0.5048216007714561,0.3944685983295061,0.996838275036575,1.0,5.705555555555556,5.816666666666666,8.22895002369153e-05,5.360683810309695e-05
12,8,5,percent,1,['Romeo'],['Romeo'],['Romeo'],"['Romeo', 'Ralph Macchio']","['Romeo', 'Ralph Macchio']",False,0.9999999999999999,0.5,0.3993257753802787,1.0,1.0,3.75,3.75,0.0001594522038916771,0.00010600317500796542
12,9,4,percent,1,['Ralph Macchio'],['Ralph Macchio'],['Ralph Macchio'],"['Ralph Macchio', 'Kirstie Alley']","['Ralph Macchio', 'Kirstie Alley']",False,1.0,0.5,0.4295902334773323,1.0,1.0,2.9166666666666665,2.9166666666666665,0.003038392891546197,0.0022882916602784483
12,10,3,percent,0,[],[],[],[],[],False,0.9999999999999999,0.5,0.4472834816547849,1.0,1.0,2.2222222222222223,2.2222222222222223,0.00017415361977728881,0.00014093307294304008
13,1,12,percent,1,['Metta World Peace (Ron)'],['Metta World Peace (Ron)'],['Metta World Peace (Ron)'],"['Metta World Peace (Ron)', 'Elisabetta Canalis']","['Metta World Peace (Ron)', 'Elisabetta Canalis']",False,1.0,0.5052113455977358,0.32007027215698614,1.0,1.0,25.384469696969695,25.919191919191917,0.0002143773366199032,0.00010091603538779918
13,2,11,percent,1,['Elisabetta Canalis'],['Carson Kressley'],['Elisabetta Canalis'],"['Carson Kressley', 'Hope Solo']","['Elisabetta Canalis', 'Chaz Bono']",True,0.7171087882915773,0.5037722563122422,0.3216808300087337,0.9776909092469707,0.9969877006053839,16.307438016528927,16.555371900826447,7.919164692380461e-05,3.755523334617839e-05
13,3,10,percent,1,['Kristin Cavallari'],['Nancy Grace'],['Kristin Cavallari'],"['Nancy Grace', 'Carson Kressley']","['Kristin Cavallari', 'Chaz Bono']",True,0.8090398349558905,0.4879899523784604,0.3279496602688599,0.9805366112743767,0.9966556536154135,10.871111111111112,10.36111111111111,0.0001172593113449789,5.722064114174935e-05
13,4,9,percent,1,['Chynna Phillips'],['Carson Kressley'],['Chynna Phillips'],"['Carson Kressley', 'Chynna Phillips']","['Chynna Phillips', 'Carson Kressley']",True,0.9856107606091622,0.5116166505324299,0.35537897631034604,0.998742619258077,1.0,10.89969135802469,11.418209876543209,0.0002725059898651305,0.00015023230108506607
13,5,8,percent,1,['Carson Kressley'],['Carson Kressley'],['Carson Kressley'],"['Carson Kressley', 'Chaz Bono']","['Carson Kressley', 'Chaz Bono']",False,1.0,0.4902675232524691,0.3655157279713559,1.0,1.0,11.866071428571427,11.412946428571427,0.00031199204403502186,0.00017973337421291354
13,6,7,percent,1,['Chaz Bono'],['Chaz Bono'],['Chaz Bono'],"['Chaz Bono', 'Hope Solo']","['Chaz Bono', 'Hope Solo']",False,1.0,0.48144104803493454,0.3809600965511451,1.0,1.0,9.693877551020407,9.0,0.0008361474616209812,0.000514569118946048
13,7,6,percent,1,['David Arquette'],['Nancy Grace'],['David Arquette'],"['Nancy Grace', 'David Arquette']","['David Arquette', 'Nancy Grace']",True,0.9660917830792959,0.5,0.3927146769534887,0.9927705915691061,1.0,6.216666666666667,6.216666666666667,0.00015553212244076735,0.00010057833591927327
13,8,5,percent,1,['Nancy Grace'],['Nancy Grace'],['Nancy Grace'],"['Nancy Grace', 'Rob Kardashian']","['Nancy Grace', 'Rob Kardashian']",False,0.9999999999999999,0.4912663755458515,0.41083259040461445,1.0,1.0,4.66,4.5,0.0007041780386480715,0.000491030703688288
13,9,4,percent,1,['Hope Solo'],['Hope Solo'],['Hope Solo'],"['Hope Solo', 'J.R. Martinez']","['Hope Solo', 'J.R. Martinez']",False,1.0,0.5,0.4273140196385442,1.0,1.0,2.9166666666666665,2.9166666666666665,0.001809911812492965,0.0013504795268421159
13,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.4476474195449746,1.0,1.0,1.6666666666666665,1.6666666666666665,5.585012294961737e-06,4.52630517251679e-06
14,1,12,percent,0,[],[],[],[],[],False,1.0,0.4981203542847379,0.32029312457367304,1.0,1.0,22.250631313131315,22.08396464646465,8.730957791804488e-05,4.114223134647435e-05
14,2,12,percent,1,['Martina Navratilova'],['Martina Navratilova'],['Martina Navratilova'],"['Martina Navratilova', 'Gladys Knight']","['Martina Navratilova', 'Gladys Knight']",False,0.9999999999999998,0.4909137633540145,0.3183860155714876,1.0,1.0,26.263257575757578,25.325757575757578,0.0001597688799707444,7.462901036112708e-05
14,3,11,percent,1,['Jack Wagner'],['Jack Wagner'],['Jack Wagner'],"['Jack Wagner', 'Gavin DeGraw']","['Jack Wagner', 'Gavin DeGraw']",False,1.0,0.584176122348298,0.33154880279000454,1.0,1.0,11.145454545454545,15.65785123966942,5.7971558572436e-05,2.875363365461016e-05
14,4,10,percent,1,['Sherri Sheperd'],['Gladys Knight'],['Sherri Sheperd'],"['Gladys Knight', 'Sherri Sheperd']","['Sherri Sheperd', 'Gladys Knight']",True,0.9888264649460883,0.5053953240524879,0.3417135488245262,0.9985432185917253,1.0,16.50111111111111,16.86111111111111,0.00014217901638062028,7.380449068797779e-05
14,5,9,percent,1,['Gavin DeGraw'],['Gavin DeGraw'],['Gavin DeGraw'],"['Gavin DeGraw', 'Melissa Gilbert']","['Gavin DeGraw', 'Melissa Gilbert']",False,1.0,0.48811410459587956,0.3516214634860403,1.0,1.0,15.950617283950617,15.209876543209877,0.00036180192820130507,0.00019620841271243277
14,6,8,percent,1,['Gladys Knight'],['Gladys Knight'],['Gladys Knight'],"['Gladys Knight', 'Roshon Fegan']","['Gladys Knight', 'Roshon Fegan']",False,0.9999999999999998,0.5,0.3648094626585762,1.0,1.0,11.25,11.25,0.0005561003763379822,0.00031938555055495963
14,7,7,percent,1,['Jaleel White'],['Jaleel White'],['Jaleel White'],"['Jaleel White', 'Melissa Gilbert']","['Jaleel White', 'Melissa Gilbert']",False,1.0,0.496279454319967,0.3763556352506939,1.0,1.0,8.289115646258502,8.166666666666666,8.3794735421272e-05,5.0568276830038853e-05
14,8,6,percent,2,"['Roshon Fegan', 'Melissa Gilbert']","['Melissa Gilbert', 'Maria Menounos']","['Melissa Gilbert', 'Maria Menounos']","['Melissa Gilbert', 'Maria Menounos']","['Melissa Gilbert', 'Maria Menounos']",False,1.0,0.5,0.39404889818802036,1.0,1.0,6.355555555555556,6.355555555555556,6.403128668143828e-05,4.163942914029237e-05
14,9,4,percent,1,['Maria Menounos'],['Donald Driver'],['Maria Menounos'],"['Donald Driver', 'Katherine Jenkins']","['Maria Menounos', 'Katherine Jenkins']",True,0.18257418583505539,0.5,0.5415119272874341,0.9786227582837581,0.9947697898891301,-0.08333333333333326,-0.08333333333333326,-4.279545704963928e-06,-5.054493629243244e-06
14,10,3,percent,0,[],[],[],[],[],False,0.9999999999999999,0.5,0.44771481876122343,1.0,1.0,0.5555555555555556,0.5555555555555556,6.667851324157015e-06,5.405352069062794e-06
15,1,13,percent,1,['Pamela Anderson'],['Pamela Anderson'],['Pamela Anderson'],"['Pamela Anderson', 'Kirstie Alley']","['Pamela Anderson', 'Kirstie Alley']",False,0.9999999999999998,0.49617160607841493,0.30875926330361986,1.0,1.0,29.591222879684416,29.141518737672584,7.065126427909341e-05,3.155808266529276e-05
15,2,12,percent,1,['Joey Fatone'],['Kirstie Alley'],['Joey Fatone'],"['Kirstie Alley', 'Kelly Monaco']","['Joey Fatone', 'Bristol Palin']",True,0.8307692307692309,0.5096139439644408,0.311842247213898,0.9817329214983559,0.9994856928605559,18.59659090909091,19.325757575757574,6.789983872754707e-05,3.076916333287464e-05
15,3,11,percent,2,"['Helio Castroneves', 'Drew Lachey']","['Bristol Palin', 'Drew Lachey']","['Drew Lachey', 'Bristol Palin']","['Bristol Palin', 'Drew Lachey']","['Drew Lachey', 'Bristol Palin']",False,0.9897433186107871,0.5005699521240216,0.3280113388799502,0.9966198479950625,1.0,21.72561983471074,21.775206611570248,3.128493442683708e-05,1.5270813068503578e-05
15,4,9,percent,1,['Bristol Palin'],['Kirstie Alley'],['Bristol Palin'],"['Kirstie Alley', 'Bristol Palin']","['Bristol Palin', 'Kirstie Alley']",True,0.9860132971832694,0.48706986444212724,0.3513778754551972,0.9971131052462943,1.0,15.182098765432098,14.416666666666668,0.00013556703600416624,7.344069110552181e-05
15,5,8,percent,0,[],[],[],[],[],False,1.0,0.5,0.36506527473374706,1.0,1.0,14.330357142857142,14.330357142857142,3.946972062568333e-05,2.2693709810621963e-05
15,6,8,percent,1,['Sabrina Bryan'],['Kelly Monaco'],['Sabrina Bryan'],"['Kelly Monaco', 'Gilles Marini']","['Sabrina Bryan', 'Kelly Monaco']",True,0.3857583749052298,0.47471620227038186,0.3433729690882951,0.9255767497567311,0.9937348569238091,4.544642857142858,4.107142857142858,2.2166711371022273e-05,1.1591739511276203e-05
15,7,7,percent,0,[],[],[],[],[],False,1.0,0.5,0.37817612192710737,1.0,1.0,8.666666666666666,8.666666666666666,0.0003289983066402468,0.00020008769060362284
15,8,7,percent,2,"['Gilles Marini', 'Kirstie Alley']","['Kirstie Alley', 'Kelly Monaco']","['Kirstie Alley', 'Gilles Marini']","['Kirstie Alley', 'Kelly Monaco']","['Kirstie Alley', 'Gilles Marini']",True,0.7200822998230957,0.4839829151094501,0.37673030972540833,0.938415195155922,0.9951326491404806,6.574829931972789,6.166666666666666,7.287737146386146e-05,4.405013616410315e-05
15,9,5,percent,2,"['Emmitt Smith', 'Apolo Anton Ohno']","['Emmitt Smith', 'Apolo Anton Ohno']","['Emmitt Smith', 'Apolo Anton Ohno']","['Emmitt Smith', 'Apolo Anton Ohno']","['Emmitt Smith', 'Apolo Anton Ohno']",False,0.9999999999999999,0.5,0.4060314055466687,1.0,1.0,3.25,3.25,6.528008839431479e-05,4.462486113318739e-05
15,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.44766429417395703,1.0,1.0,1.6666666666666665,1.6666666666666665,7.154493898371794e-06,5.798668142224379e-06
16,1,12,percent,0,[],[],[],[],[],False,1.0,0.5128228921392365,0.3162022829488515,1.0,1.0,26.515782828282827,27.91161616161616,0.00022441417393248136,0.00010377378039450719
16,2,12,percent,0,[],[],[],[],[],False,1.0,0.5015163649253633,0.3207744291678347,1.0,1.0,23.970328282828284,24.116161616161616,0.0003118695336968863,0.00014728504924202426
16,3,11,percent,1,['Wynonna Judd'],['Wynonna Judd'],['Wynonna Judd'],"['Wynonna Judd', 'D. L. Hughley']","['Wynonna Judd', 'D. L. Hughley']",False,1.0,0.4967171327050826,0.3281465502795368,1.0,1.0,21.538842975206613,21.25785123966942,0.0003564647741927653,0.00017410446578223064
16,4,10,percent,1,['Lisa Vanderpump'],['Lisa Vanderpump'],['Lisa Vanderpump'],"['Lisa Vanderpump', 'Victor Ortiz']","['Lisa Vanderpump', 'Victor Ortiz']",False,0.9999999999999999,0.5072991492601543,0.34107736338282596,1.0,1.0,16.537777777777777,17.02777777777778,0.0003050022299074782,0.0001578779520108746
16,5,9,percent,1,['D. L. Hughley'],['Andy Dick'],['Andy Dick'],"['Andy Dick', 'D. L. Hughley']","['Andy Dick', 'D. L. Hughley']",False,1.0,0.5076913216254326,0.3526151601953744,1.0,1.0,11.853395061728396,12.223765432098766,0.000499923989970286,0.00027229673444636575
16,6,8,percent,1,['Victor Ortiz'],['Victor Ortiz'],['Victor Ortiz'],"['Victor Ortiz', 'Andy Dick']","['Victor Ortiz', 'Andy Dick']",False,0.9999999999999998,0.5003496852832451,0.3660223546031968,1.0,1.0,11.162946428571427,11.178571428571427,0.00023135127354259125,0.00013356896492699983
16,7,7,percent,1,['Andy Dick'],['Andy Dick'],['Andy Dick'],"['Andy Dick', 'Sean Lowe']","['Andy Dick', 'Sean Lowe']",False,1.0,0.5,0.3753727895472793,1.0,1.0,8.666666666666666,8.666666666666666,0.0010404944026959303,0.0006252902209707126
16,8,6,percent,1,['Sean Lowe'],['Sean Lowe'],['Sean Lowe'],"['Sean Lowe', 'Ingo Rademacher']","['Sean Lowe', 'Ingo Rademacher']",False,0.9999999999999999,0.5,0.3926304048404568,1.0,1.0,6.416666666666666,6.416666666666666,0.0005311918254031772,0.0003433857458755502
16,9,5,percent,1,['Ingo Rademacher'],['Ingo Rademacher'],['Ingo Rademacher'],"['Ingo Rademacher', 'Zendaya']","['Ingo Rademacher', 'Zendaya']",False,1.0,0.5,0.409582545014139,1.0,1.0,5.76,5.76,0.00021711059716404915,0.0001506132824919959
16,10,4,percent,1,['Alexandra Raisman'],['Jacoby Jones'],['Alexandra Raisman'],"['Jacoby Jones', 'Alexandra Raisman']","['Alexandra Raisman', 'Jacoby Jones']",True,0.912870929175277,0.4631578947368421,0.4247610787650952,0.9800882242773038,1.0,3.1875,2.75,7.713923488861767e-05,5.696023585480419e-05
17,1,12,percent,0,[],[],[],[],[],False,0.9999999999999999,0.49723452005739444,0.3167799945595315,1.0,1.0,25.88131313131313,25.59659090909091,0.0002588023123045049,0.00011999560087670582
17,2,12,percent,1,['Keyshawn Johnson'],['Bill Nye'],['Keyshawn Johnson'],"['Bill Nye', 'Keyshawn Johnson']","['Keyshawn Johnson', 'Bill Nye']",True,0.9923953268977465,0.4866789381902732,0.3177208778937247,0.9989514937817846,1.0,26.76010101010101,25.37121212121212,0.0001776823915627288,8.274239032741982e-05
17,3,11,percent,1,['Bill Nye'],['Bill Nye'],['Bill Nye'],"['Bill Nye', 'Valerie Harper']","['Bill Nye', 'Valerie Harper']",False,1.0,0.5120792398131744,0.3246269637798941,1.0,1.0,20.029752066115705,21.021487603305786,0.0003033443308677477,0.0001458064563260824
17,4,10,percent,1,['Valerie Harper'],['Valerie Harper'],['Valerie Harper'],"['Valerie Harper', 'Brant Daugherty']","['Valerie Harper', 'Brant Daugherty']",False,1.0,0.5153019250808973,0.3393721746741332,1.0,1.0,19.638888888888886,20.878888888888888,0.00022115940766826364,0.00011361215233857185
17,5,9,percent,1,['Christina Milian'],['Bill Engvall'],['Christina Milian'],"['Bill Engvall', 'Elizabeth Berkley Lauren']","['Christina Milian', 'Leah Remini']",True,0.6288281455225324,0.4641646489104116,0.31447079266434025,0.9180687880923308,0.9976891761549492,6.830246913580248,5.916666666666667,3.3855211610317004e-05,1.5530301432806008e-05
17,6,8,percent,0,[],[],[],[],[],False,0.9999999999999998,0.5,0.36488239989247717,1.0,1.0,11.25,11.25,0.00021741410802535307,0.00012490691722815233
17,7,8,percent,1,"['Nicole ""Snooki"" Polizzi']",['Leah Remini'],"['Nicole ""Snooki"" Polizzi']","['Leah Remini', 'Bill Engvall']","['Nicole ""Snooki"" Polizzi', 'Bill Engvall']",True,0.8303364917060368,0.5027662517289073,0.3636224409496109,0.9830020103382333,1.0,11.234375,11.359375,6.366408865995535e-05,3.637729047817097e-05
17,8,7,percent,1,['Brant Daugherty'],['Bill Engvall'],['Brant Daugherty'],"['Bill Engvall', 'Elizabeth Berkley Lauren']","['Brant Daugherty', 'Bill Engvall']",True,0.9258200997725516,0.4777691107644305,0.3760735834894303,0.9826287280943123,0.9966847138014538,9.108843537414964,8.333333333333332,0.00017339968028444339,0.00010451719532120085
17,9,6,percent,1,['Elizabeth Berkley Lauren'],['Amber Riley'],['Elizabeth Berkley Lauren'],"['Amber Riley', 'Elizabeth Berkley Lauren']","['Elizabeth Berkley Lauren', 'Bill Engvall']",True,0.6900655593423541,0.5033025099075297,0.3547780399094671,0.9667365674730299,1.0,2.0888888888888886,2.1166666666666663,0.0001453777701366114,7.993658543214985e-05
17,10,5,percent,1,['Leah Remini'],['Bill Engvall'],['Leah Remini'],"['Bill Engvall', 'Leah Remini']","['Leah Remini', 'Bill Engvall']",True,0.9486832980505138,0.5,0.40938671710637115,0.9922773513818232,1.0,4.25,4.25,0.0006512141215533321,0.0004513925085630747
17,11,4,percent,1,['Bill Engvall'],['Bill Engvall'],['Bill Engvall'],"['Bill Engvall', 'Jack Osbourne']","['Bill Engvall', 'Jack Osbourne']",False,1.0,0.5,0.4278260772796409,1.0,1.0,2.9166666666666665,2.9166666666666665,0.0006908439230793942,0.0005165580497243073
18,1,12,percent,0,[],[],[],[],[],False,0.9999999999999999,0.5080619212756069,0.31763586297101776,1.0,1.0,26.060606060606062,26.914772727272727,0.00021302294126183995,9.916072974605207e-05
18,2,11,percent,1,['Sean Avery'],['Sean Avery'],['Sean Avery'],"['Sean Avery', 'Candace Cameron Bure']","['Sean Avery', 'Billy Dee Williams']",False,0.9333756642553378,0.5028668230388323,0.31781783423798593,0.9945735394687061,1.0,15.764462809917358,15.946280991735536,0.00015719563888218002,7.323495102717163e-05
18,3,9,percent,0,[],[],[],[],[],False,1.0,0.5,0.35240604539788756,1.0,1.0,18.416666666666668,18.416666666666668,0.0001246218458687667,6.781640186832883e-05
18,4,9,percent,0,[],[],[],[],[],False,1.0,0.5049272116461366,0.35404101625885964,1.0,1.0,13.645061728395062,13.916666666666668,0.00014461765818050528,7.926290052453306e-05
18,5,9,percent,1,['Cody Simpson'],['Cody Simpson'],['Cody Simpson'],"['Cody Simpson', 'Candace Cameron Bure']","['Cody Simpson', 'Drew Carey']",False,0.9428571428571428,0.5027929710229256,0.3448257723189973,0.9878264405279699,1.0,13.186728395061728,13.334876543209877,0.00012886935575963124,6.782543215314416e-05
18,6,8,percent,1,['Drew Carey'],['Candace Cameron Bure'],['Candace Cameron Bure'],"['Candace Cameron Bure', 'Drew Carey']","['Candace Cameron Bure', 'Drew Carey']",False,1.0,0.5,0.3665374753915353,1.0,1.0,10.044642857142858,10.044642857142858,0.0001479234557019248,8.559226141702307e-05
18,7,7,percent,1,['NeNe Leakes'],['NeNe Leakes'],['NeNe Leakes'],"['NeNe Leakes', 'James Maslow']","['NeNe Leakes', 'James Maslow']",False,1.0,0.5,0.3794841868993283,1.0,1.0,8.666666666666666,8.666666666666666,8.410305945985545e-05,5.1434275261074e-05
18,8,6,percent,1,['Danica McKellar'],['Danica McKellar'],['Candace Cameron Bure'],"['Danica McKellar', 'Candace Cameron Bure']","['Candace Cameron Bure', 'James Maslow']",True,0.4622501635210243,0.15833333333333213,0.9344332372060189,0.9324853629685752,1.0,-0.5611111111111118,0.10555555555555474,-0.00021901296154808403,0.0031212916717041294
18,9,5,percent,1,['Charlie White'],['Candace Cameron Bure'],['Charlie White'],"['Candace Cameron Bure', 'Charlie White']","['Charlie White', 'Candace Cameron Bure']",True,0.9486832980505138,0.5191693290734825,0.4060040537398746,0.9877271083223359,1.0,3.0100000000000002,3.25,6.556693371714977e-05,4.481586288267147e-05
18,10,4,percent,1,['James Maslow'],['Candace Cameron Bure'],['James Maslow'],"['Candace Cameron Bure', 'James Maslow']","['James Maslow', 'Candace Cameron Bure']",True,0.912870929175277,0.5,0.4127785242926156,0.9778897542112708,1.0,2.583333333333333,2.583333333333333,0.00017495673445941439,0.0001229832110247938
19,1,13,percent,1,['Lolo Jones'],['Betsey Johnson'],['Lolo Jones'],"['Betsey Johnson', 'Lolo Jones']","['Lolo Jones', 'Betsey Johnson']",True,0.99356906512808,0.5011279930269522,0.30797367137521314,0.9989203388448137,1.0,28.786489151873766,28.916666666666664,0.0002112054402972877,9.399312160858774e-05
19,2,12,percent,1,['Tavis Smiley'],['Tavis Smiley'],['Tavis Smiley'],"['Tavis Smiley', 'Michael Waltrip']","['Tavis Smiley', 'Michael Waltrip']",False,0.9923953268977465,0.5363355893327303,0.31691993549306957,1.0,1.0,18.121843434343432,20.96212121212121,9.413124676149581e-05,4.367287262741188e-05
19,3,11,percent,1,['Randy Couture'],['Randy Couture'],['Randy Couture'],"['Randy Couture', 'Michael Waltrip']","['Randy Couture', 'Michael Waltrip']",False,0.9999999999999999,0.5,0.3324696506805313,1.0,1.0,22.666115702479342,22.666115702479342,0.00022647124107320828,0.00011279609157180227
19,4,10,percent,1,['Betsey Johnson'],['Michael Waltrip'],['Michael Waltrip'],"['Michael Waltrip', 'Antonio Sabato Jr.']","['Michael Waltrip', 'Antonio Sabato Jr.']",False,0.3102526139970115,0.4724826742763963,0.7624412941941738,0.9989198201167682,0.6666012928408199,5.751111111111111,5.151111111111112,0.00021239911700478566,0.0006816919510716449
19,5,9,percent,0,[],[],[],[],[],False,1.0,0.5,0.3504800775590175,1.0,1.0,15.320987654320989,15.320987654320989,0.0006720773473710157,0.000362652033746748
19,6,9,percent,1,['Jonathan Bennett'],['Antonio Sabato Jr.'],['Jonathan Bennett'],"['Antonio Sabato Jr.', 'Michael Waltrip']","['Jonathan Bennett', 'Antonio Sabato Jr.']",True,0.8003267306650411,0.5198407518600705,0.35185535063250367,0.9852552827638942,1.0,11.353395061728396,12.291666666666668,0.00019942148641235451,0.00010825903923414058
19,7,8,percent,1,['Antonio Sabato Jr.'],['Antonio Sabato Jr.'],['Antonio Sabato Jr.'],"['Antonio Sabato Jr.', 'Michael Waltrip']","['Antonio Sabato Jr.', 'Michael Waltrip']",False,0.9999999999999998,0.5,0.3661926794196866,1.0,1.0,10.821428571428571,10.821428571428571,0.00021655023389382882,0.00012511548510663273
19,8,7,percent,1,['Michael Waltrip'],['Michael Waltrip'],['Michael Waltrip'],"['Michael Waltrip', 'Tommy Chong']","['Michael Waltrip', 'Tommy Chong']",False,1.0,0.5,0.37733543332413166,1.0,1.0,8.666666666666666,8.666666666666666,0.0010828937796468561,0.0006562348581491704
19,9,6,percent,1,['Lea Thompson'],['Lea Thompson'],['Lea Thompson'],"['Lea Thompson', 'Tommy Chong']","['Lea Thompson', 'Tommy Chong']",False,0.9660917830792959,0.47263207996192286,0.3828080543840562,1.0,1.0,6.155555555555555,5.516666666666666,0.0002951505250330709,0.0001830646025777038
19,10,5,percent,1,['Tommy Chong'],['Tommy Chong'],['Tommy Chong'],"['Tommy Chong', 'Sadie Robertson']","['Tommy Chong', 'Sadie Robertson']",False,0.9999999999999999,0.5,0.4081826150430625,1.0,1.0,4.5,4.5,0.0004380228861929809,0.00030210894725231884
19,11,4,percent,1,['Bethany Mota'],['Bethany Mota'],['Bethany Mota'],"['Bethany Mota', 'Janel Parrish']","['Bethany Mota', 'Janel Parrish']",False,1.0,0.5,0.42813242227315995,1.0,1.0,2.9166666666666665,2.9166666666666665,4.159104062658858e-05,3.113740603917969e-05
20,1,12,percent,0,[],[],[],[],[],False,1.0,0.4987245883898895,0.3204327620796635,1.0,1.0,20.470328282828284,20.36616161616162,0.0001394873560298732,6.577173865035746e-05
