season,week,method,w_judge,w_fan,n_contestants,eliminated,revived,excitement_var
15,5,percent,,,8,Kelly Monaco,,0.09740303341478872
15,6,percent,,,8,Sabrina Bryan,,0.14640051973122697
15,7,percent,,,7,Kirstie Alley,,0.09474389182196936
15,8,percent,,,7,"Kirstie Alley,Gilles Marini",,0.0856747333801768
15,9,percent,,,5,"Emmitt Smith,Apolo Anton Ohno",,0.11813598233664994
15,10,percent,,,3,,,0.16780610840812205
16,1,percent,,,12,D. L. Hughley,,0.054888945394509614
16,2,percent,,,12,Dorothy Hamill,,0.10269235216617456
16,3,percent,,,11,Wynonna Judd,,0.10725953105533796
16,4,percent,,,10,Lisa Vanderpump,,0.12142681195159957
16,5,percent,,,9,D. L. Hughley,,0.11309263400487968
16,6,percent,,,8,Victor Ortiz,,0.10273797311790753
16,7,percent,,,7,Andy Dick,,0.09354392272936954
16,8,percent,,,6,Sean Lowe,,0.1151058592745056
16,9,percent,,,5,Ingo Rademacher,,0.14757150197903565
16,10,percent,,,4,Alexandra Raisman,,0.24999988750689356
17,1,percent,,,12,Bill Nye,,0.06729963564542261
17,2,percent,,,12,Keyshawn Johnson,,0.11654013634084621
17,3,percent,,,11,Bill Nye,,0.10755615087620574
17,4,percent,,,10,Valerie Harper,,0.09921199039159408
17,5,percent,,,9,Christina Milian,,0.12151655665945921
17,6,percent,,,8,Bill Engvall,,0.11135334094902158
17,7,percent,,,8,"Nicole ""Snooki"" Polizzi",,0.15799003357708638
17,8,percent,,,7,Brant Daugherty,,0.17723711634229633
17,9,percent,,,6,Elizabeth Berkley Lauren,,0.12634777164414449
17,10,percent,,,5,Leah Remini,,0.1609582720352035
17,11,percent,,,4,Bill Engvall,,0.1364332947087707
18,1,percent,,,12,Billy Dee Williams,,0.06813402170769985
18,2,percent,,,11,Sean Avery,,0.12988048893645923
18,3,percent,,,9,Drew Carey,,0.09344174903939201
18,4,percent,,,9,Candace Cameron Bure,,0.06617467384633978
18,5,percent,,,9,Cody Simpson,,0.10606273893102822
18,6,percent,,,8,Drew Carey,,0.11212383469478171
18,7,percent,,,7,NeNe Leakes,,0.08871991296472162
18,8,percent,,,6,Candace Cameron Bure,,0.1364130371884665
18,9,percent,,,5,Charlie White,,0.1510195269222963
18,10,percent,,,4,James Maslow,,0.21982654437126375
19,1,percent,,,13,Lolo Jones,,0.0883603913573304
19,2,percent,,,12,Tavis Smiley,,0.10264688982666377
19,3,percent,,,11,Randy Couture,,0.09443645231960153
19,4,percent,,,10,Michael Waltrip,,0.15029492416635648
19,5,percent,,,9,Michael Waltrip,,0.11555361367560864
19,6,percent,,,9,Jonathan Bennett,,0.11569029546022191
19,7,percent,,,8,Antonio Sabato Jr.,,0.11544938161952589
19,8,percent,,,7,Michael Waltrip,,0.12257510195171092
19,9,percent,,,6,Lea Thompson,,0.1797186525253065
19,10,percent,,,5,Tommy Chong,,0.12475857602360903
19,11,percent,,,4,Bethany Mota,,0.13019287581578026
20,1,percent,,,12,Redfoo,,0.09416842712767576
20,2,percent,,,12,Redfoo,,0.11423118301297003
20,3,percent,,,11,Charlotte McKinney,,0.13432331737969044
20,4,percent,,,10,Michael Sam,,0.10843050921402371
20,5,percent,,,9,Suzanne Somers,,0.17127398413442116
20,6,percent,,,8,Patti LaBelle,,0.11583365141967572
20,7,percent,,,7,Willow Shields,,0.12351214525188184
20,8,percent,,,6,"Robert Herjavec,Chris Soules",,0.17836443924122916
20,9,percent,,,4,Nastia Liukin,,0.18731284135669743
20,10,percent,,,3,,,0.22222222222222224
21,1,percent,,,13,Kim Zolciak-Biermann,,0.12864004031988108
21,2,percent,,,13,"Chaka Khan,Gary Busey",,0.09367292779349957
21,3,percent,,,10,Paula Deen,,0.08550929200446088
21,4,percent,,,10,Gary Busey,,0.10600424414581085
21,5,percent,,,9,Paula Deen,,0.11471405693821707
21,6,percent,,,9,Paula Deen,,0.1220085257083169
21,7,percent,,,8,Hayes Grier,,0.11513164485521957
21,8,percent,,,7,Andy Grammer,,0.09068899668477114
21,9,percent,,,6,Alek Skarlatos,,0.1835195716444689
21,10,percent,,,4,Nick Carter,,0.1877067879695557
21,11,percent,,,4,Carlos PenaVega,,0.24999968682290302
22,1,percent,,,12,Geraldo Rivera,,0.10043326748266719
22,2,percent,,,12,Geraldo Rivera,,0.0749114299090972
22,3,percent,,,11,Mischa Barton,,0.07934589270642398
22,4,percent,,,10,Marla Maples,,0.15096624719192042
22,5,percent,,,9,Antonio Brown,,0.09193585836236402
22,6,percent,,,9,Doug Flutie,,0.08271106632575893
22,7,percent,,,8,"Kim Fields,Jodie Sweetin",,0.15722613244723907
22,8,percent,,,6,Jodie Sweetin,,0.1442907138610617
22,9,percent,,,5,"Antonio Brown,Ginger Zee",,0.13760969433379355
22,10,percent,,,3,,,0.16666671019573695
23,1,percent,,,13,Rick Perry,,0.07969864852913926
23,2,percent,,,13,Jake T. Austin,,0.10522425218935864
23,3,percent,,,12,Rick Perry,,0.10372378183481397
23,4,percent,,,11,"Babyface,Marilu Henner",,0.06590084261229502
23,5,percent,,,9,Maureen McCormick,,0.11627755941135727
23,6,percent,,,9,Amber Rose,,0.11331355432162923
23,7,percent,,,8,Maureen McCormick,,0.14026733096406008
23,8,percent,,,7,Ryan Lochte,,0.14832691023034772
23,9,percent,,,6,Marilu Henner,,0.17541038205751747
23,10,percent,,,5,Terra Jole,,0.15855030940144807
23,11,percent,,,4,Jana Kramer,,0.15530641719633165
24,1,percent,,,12,Chris Kattan,,0.08594194752871853
24,2,percent,,,12,Mr. T,,0.10218144747571718
24,3,percent,,,11,Charo,,0.14752378331764654
24,4,percent,,,10,Mr. T,,0.07967212449181506
24,5,percent,,,9,Erika Jayne,,0.13128954569040516
24,6,percent,,,8,Heather Morris,,0.135841083131723
24,7,percent,,,7,"Nancy Kerrigan,Bonner Bolton",,0.1492906988061931
24,8,percent,,,5,Bonner Bolton,,0.12638996553932902
24,9,percent,,,4,Simone Biles,,0.1714222197383532
24,10,percent,,,3,,,0.202173639086309
25,1,percent,,,13,Barbara Corcoran,,0.09041664084156874
25,2,percent,,,13,"Barbara Corcoran,Nick Lachey",,0.09247123609175152
25,3,percent,,,11,Sasha Pieterse,,0.07061947332183509
25,4,percent,,,11,Derek Fisher,,0.0818482090787251
25,5,percent,,,10,Sasha Pieterse,,0.11196464440238921
25,6,percent,,,9,Nick Lachey,,0.09990864601195265
25,7,percent,,,8,"Nikki Bella,Terrell Owens",,0.10712560305728738
25,8,percent,,,6,Terrell Owens,,0.13235941330453013
25,9,percent,,,5,Victoria Arlen,,0.20586410776518904
25,10,percent,,,4,Drew Scott,,0.16900457043296285
26,1,percent,,,10,"Johnny Damon,Jamie Anderson",,0.1495844888372228
26,2,percent,,,8,"Kareem Abdul-Jabbar,Arike Ogunbowale",,0.09578246325023401
26,3,percent,,,6,"Jennie Finch Daigle,Chris Mazdzer,Mirai Nagasu",,0.09820637979389196
26,4,percent,,,3,,,0.16666668414177624
27,1,percent,,,13,Nikki Glaser,,0.1063001604438518
27,2,percent,,,12,Danelle Umstead,,0.12865934121117414
27,3,percent,,,11,Nancy McKeon,,0.0983907334736284
27,4,percent,,,10,Tinashe,,0.10236914993020771
27,5,percent,,,9,Joe Amabile,,0.09122605012765336
27,6,percent,,,9,Mary Lou Retton,,0.1723135271412962
27,7,percent,,,8,"DeMarcus Ware,Joe Amabile",,0.12007491118657035
27,8,percent,,,6,"Joe Amabile,Bobby Bones",,0.1683491141374238
27,9,percent,,,4,,,0.1719243590939273
28,1,percent,,,12,Lamar Odom,,0.08075411290605115
28,2,percent,,,12,Lamar Odom,,0.12161459902280629
28,3,percent,,,10,Lamar Odom,,0.10848783402741502
28,4,percent,,,10,Sean Spicer,,0.18507783066321695
28,5,percent,,,9,Sean Spicer,,0.0918747621032528
28,6,percent,,,9,Sean Spicer,,0.09268766613711182
28,7,percent,,,8,Sean Spicer,,0.21332148957625657
28,8,percent,,,7,Sean Spicer,,0.19300500026565384
28,9,percent,,,6,Sean Spicer,,0.22972295258387865
28,10,percent,,,5,James Van Der Beek,,0.23156087280773505
28,11,percent,,,4,,,0.13888878813325817
29,1,percent,,,15,Carole Baskin,,0.09027543277262687
29,2,percent,,,15,Charles Oakley,,0.15111800185004182
29,3,percent,,,14,Skai Jackson,,0.11511920070043873
29,4,percent,,,13,Nelly,,0.19556884595580215
29,5,percent,,,12,Jesse Metcalfe,,0.13396642381960122
29,6,percent,,,11,Veron Davis,,0.10251074549112348
29,7,percent,,,10,Skai Jackson,,0.14063754284017194
29,8,percent,,,8,Kaitlyn Bristowe,,0.10012306017206317
29,9,percent,,,7,Nelly,,0.21403436724015384
29,10,percent,,,6,"Nelly,Justina Machado",,0.21429086449160292
29,11,percent,,,4,,,0.18749999237498627
30,1,percent,,,15,Martin Kove,,0.05414379429692174
30,2,percent,,,15,Martin Kove,,0.13621502980008135
30,3,percent,,,14,Brian Austin Green,,0.10656670956593593
30,4,percent,,,13,"Brian Austin Green,Cody Rigsby",,0.1510862461931919
30,5,percent,,,11,Iman Shumpert,,0.1685405019773177
30,6,percent,,,10,"Mike ""The Miz"" Mizanin",,0.19423462764804006
30,7,percent,,,9,"Mike ""The Miz"" Mizanin",,0.15201753349008967
30,8,percent,,,8,"Iman Shumpert,Amanda Kloots",,0.17069575775164597
30,9,percent,,,6,"Cody Rigsby,Iman Shumpert",,0.22677157940678164
30,10,percent,,,4,,,0.17189900363429228
31,1,percent,,,16,Joseph Baena,,0.08354684975387028
31,2,percent,,,15,Vinny Guadagnino,,0.05089839739919729
31,3,percent,,,14,Cheryl Ladd,,0.1275302675000292
31,4,percent,,,13,Sam Champion,,0.15184310758126301
31,5,percent,,,12,Joseph Baena,,0.11830095771443744
31,6,percent,,,10,Vinny Guadagnino,,0.18013202967636227
31,7,percent,,,9,Vinny Guadagnino,,0.09744362531561203
31,8,percent,,,8,"Vinny Guadagnino,Heidi D'Amelio",,0.2160181347225244
31,9,percent,,,6,"Trevor Donovan,Daniel Durant",,0.2285424045433533
31,10,percent,,,4,,,0.25
32,1,percent,,,14,Barry Williams,,0.1465645007813625
32,2,percent,,,13,Mauricio Umansky,,0.09113438478265912
32,3,percent,,,12,Adrian Peterson,,0.15495398881009712
32,4,percent,,,11,Alyson Hannigan,,0.17806269351954185
32,5,percent,,,10,Alyson Hannigan,,0.14136768416361892
32,6,percent,,,9,Harry Jowsey,,0.15885262028778926
32,7,percent,,,8,Harry Jowsey,,0.22565676768425705
32,8,percent,,,7,Harry Jowsey,,0.20603009193366525
32,9,percent,,,6,Harry Jowsey,,0.22102805629006658
32,10,percent,,,5,Alyson Hannigan,,0.12331757416161537
32,11,percent,,,5,,,0.1419677355644672
33,1,percent,,,13,Eric Roberts,,0.07936332163133988
33,2,percent,,,13,"Eric Roberts,Reginald VelJohnson",,0.14942642129730627
33,3,percent,,,11,"Eric Roberts,Reginald VelJohnson",,0.1687206428197152
33,4,percent,,,9,Dwight Howard,,0.20573715074715943
33,5,percent,,,8,Dwight Howard,,0.2127489796638222
33,6,percent,,,7,Stephen Nedoroscik,,0.1581988328134618
33,7,percent,,,6,Danny Amendola,,0.21746927467286617
33,8,percent,,,5,Stephen Nedoroscik,,0.1760273223023607
33,9,percent,,,5,,,0.13498601070532504
34,1,percent,,,14,Andy Richter,,0.11275260720721321
34,2,percent,,,14,"Corey Feldman,Andy Richter",,0.11593066430471126
34,3,percent,,,12,Andy Richter,,0.1648698306743469
34,4,percent,,,11,Andy Richter,,0.12822978837644314
34,5,percent,,,10,Andy Richter,,0.08363404802419777
34,6,percent,,,10,Andy Richter,,0.15564630091615084
34,7,percent,,,9,Andy Richter,,0.1791939561610863
34,8,percent,,,8,Andy Richter,,0.21998876072245355
34,9,percent,,,7,Andy Richter,,0.19273791088021613
34,10,percent,,,6,Elaine Hendrix,,0.23813663581933198
34,11,percent,,,5,,,0.11555038386994924
1,1,dynamic,0.3002838681596402,0.6997161318403597,6,Kelly Monaco,,0.1254026500189116
1,2,dynamic,0.3034309941654848,0.6965690058345152,6,Kelly Monaco,,0.15676527621074618
1,3,dynamic,0.3381397859596438,0.6618602140403562,5,Kelly Monaco,,0.1813916545740915
1,4,dynamic,0.5248706003543192,0.4751293996456808,4,Joey McIntyre,,0.15869968308696691
1,5,dynamic,0.675965339930397,0.324034660069603,3,Joey McIntyre,,0.1839068974450231
1,6,dynamic,0.6979119497225766,0.30208805027742336,2,,,0.25
2,1,dynamic,0.30015199380590074,0.6998480061940993,10,Giselle Fernandez,Drew Lachey,0.1146822899809082
2,2,dynamic,0.3009890492626539,0.6990109507373461,9,Lisa Rinna,,0.13002515317617613
2,3,dynamic,0.3063625566847259,0.6936374433152741,8,Master P,,0.11456110935452882
2,4,dynamic,0.3381397859596438,0.6618602140403562,7,George Hamilton,,0.1477249355576242
2,5,dynamic,0.46293336001837204,0.537066639981628,6,Tia Carrere,,0.19738406635047168
2,6,dynamic,0.6270297904774574,0.37297020952254256,5,Jerry Rice,,0.14323414821683517
2,7,dynamic,0.6867656086445184,0.3132343913554816,4,Jerry Rice,,0.16950988745459117
2,8,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.19497607706047662
3,1,dynamic,0.3001044761276383,0.6998955238723616,11,Tucker Carlson,,0.08101902378085483
3,2,dynamic,0.3004678041060222,0.6995321958939777,10,Harry Hamlin,,0.07593768759157796
3,3,dynamic,0.30208805027742336,0.6979119497225766,9,Jerry Springer,,0.10651639170711272
3,4,dynamic,0.30919094796401025,0.6908090520359897,8,Jerry Springer,,0.10462002056397282
3,5,dynamic,0.3381397859596438,0.6618602140403562,7,Joey Lawrence,,0.1411860788069583
3,6,dynamic,0.42832852032984275,0.5716714796701572,5,Jerry Springer,,0.10615306012050482
3,7,dynamic,0.5716714796701571,0.4283285203298429,5,Jerry Springer,,0.14207829570187125
3,8,dynamic,0.6618602140403562,0.3381397859596438,4,Monique Coleman,,0.1406663470591708
3,9,dynamic,0.6908090520359897,0.30919094796401025,3,Emmitt Smith,,0.0
3,10,dynamic,0.6979119497225766,0.30208805027742336,2,,,0.0
4,1,dynamic,0.3001044761276383,0.6998955238723616,11,Billy Ray Cyrus,,0.08608771702596427
4,2,dynamic,0.3004678041060222,0.6995321958939777,11,Shandi Finnessey,,0.08031925113062241
4,3,dynamic,0.30208805027742336,0.6979119497225766,10,John Ratzenberger,,0.09506963043830578
4,4,dynamic,0.30919094796401025,0.6908090520359897,9,Leeza Gibbons,,0.11274667086584728
4,5,dynamic,0.3381397859596438,0.6618602140403562,8,Clyde Drexler,,0.10244857285546938
4,6,dynamic,0.42832852032984275,0.5716714796701572,7,Billy Ray Cyrus,,0.1577006604284643
4,7,dynamic,0.5716714796701571,0.4283285203298429,6,Billy Ray Cyrus,,0.1724210525438292
4,8,dynamic,0.6618602140403562,0.3381397859596438,5,Billy Ray Cyrus,,0.12530295051342194
4,9,dynamic,0.6908090520359897,0.30919094796401025,4,Ian Ziering,,0.17188676516605794
4,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.17285466119985313
5,1,dynamic,0.3001044761276383,0.6998955238723616,12,Josie Maran,,0.07941899389811966
5,2,dynamic,0.3004678041060222,0.6995321958939777,11,Mark Cuban,,0.0720156839207133
5,3,dynamic,0.30208805027742336,0.6979119497225766,10,Wayne Newton,,0.1204840300347643
5,4,dynamic,0.30919094796401025,0.6908090520359897,9,Mark Cuban,,0.07618467806695443
5,5,dynamic,0.3381397859596438,0.6618602140403562,8,Marie Osmond,,0.12240055224579821
5,6,dynamic,0.42832852032984275,0.5716714796701572,7,Marie Osmond,,0.11409306815898322
5,7,dynamic,0.5716714796701571,0.4283285203298429,6,Jane Seymour,,0.10416553210133805
5,8,dynamic,0.6618602140403562,0.3381397859596438,5,Marie Osmond,,0.19829028007785712
5,9,dynamic,0.6908090520359897,0.30919094796401025,4,Marie Osmond,,0.21018676433850939
5,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.2091375118227324
6,1,dynamic,0.3001044761276383,0.6998955238723616,12,Monica Seles,,0.09406982836991255
6,2,dynamic,0.3004678041060222,0.6995321958939777,12,"Monica Seles,Steve Guttenberg",,0.11338149815748062
6,3,dynamic,0.30208805027742336,0.6979119497225766,10,Steve Guttenberg,,0.09592738208000134
6,4,dynamic,0.30919094796401025,0.6908090520359897,9,Adam Carolla,,0.10069294091533891
6,5,dynamic,0.3381397859596438,0.6618602140403562,8,Priscilla Presley,,0.10937691180254588
6,6,dynamic,0.42832852032984275,0.5716714796701572,7,Marlee Matlin,,0.09424166085769523
6,7,dynamic,0.5716714796701571,0.4283285203298429,6,Cristian de la Fuente,,0.1437695513541614
6,8,dynamic,0.6618602140403562,0.3381397859596438,5,Marissa Jaret Winokur,,0.147151152947943
6,9,dynamic,0.6908090520359897,0.30919094796401025,4,Marissa Jaret Winokur,,0.13996696580528517
6,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.1700974177471899
7,1,dynamic,0.3001044761276383,0.6998955238723616,13,"Jeffrey Ross,Cloris Leachman",,0.05944327349376047
7,2,dynamic,0.3004678041060222,0.6995321958939777,11,Rocco DiSpirito,,0.10430472328696201
7,3,dynamic,0.30208805027742336,0.6979119497225766,9,Cloris Leachman,,0.0702152155708679
7,4,dynamic,0.30919094796401025,0.6908090520359897,9,Rocco DiSpirito,,0.09464233981923231
7,5,dynamic,0.3381397859596438,0.6618602140403562,8,Cloris Leachman,,0.18810961629833167
7,6,dynamic,0.42832852032984275,0.5716714796701572,7,Cloris Leachman,,0.09597486866784995
7,7,dynamic,0.5716714796701571,0.4283285203298429,6,Cody Linley,,0.12548832628159282
7,8,dynamic,0.6618602140403562,0.3381397859596438,5,Maurice Greene,,0.17953877278106023
7,9,dynamic,0.6908090520359897,0.30919094796401025,4,Cody Linley,,0.13808720342032055
7,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.22222222222222224
8,1,dynamic,0.3000911610990888,0.6999088389009112,13,Steve Wozniak,,0.0898898075458588
8,2,dynamic,0.3003562388950501,0.69964376110495,13,Steve Wozniak,,0.07531486083123581
8,3,dynamic,0.30138943058852713,0.6986105694114728,12,Steve-O,,0.09548120652895818
8,4,dynamic,0.3053788343383616,0.6946211656616383,11,"Steve Wozniak,Steve-O",,0.09869799125985702
8,5,dynamic,0.32024116159172605,0.679758838408274,9,Lawrence Taylor,,0.08990416425268664
8,6,dynamic,0.3689902969682859,0.6310097030317141,8,Steve-O,,0.11587960679095068
8,7,dynamic,0.47961647363421395,0.5203835263657861,7,Lawrence Taylor,,0.09814163210916939
8,8,dynamic,0.6044669956176942,0.39553300438230576,6,Melissa Rycroft,,0.14140382934736936
8,9,dynamic,0.6702879228786678,0.3297120771213322,5,Ty Murray,,0.17376256927601497
8,10,dynamic,0.6919571075344866,0.3080428924655134,4,Ty Murray,,0.12966681590074494
8,11,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.17285827293644487
9,1,dynamic,0.3001044761276383,0.6998955238723616,16,"Macy Gray,Ashley Hamiliton",,0.11711868226416211
9,2,dynamic,0.3004678041060222,0.6995321958939777,14,Kathy Ireland,,0.10961708567770091
9,3,dynamic,0.30208805027742336,0.6979119497225766,13,Tom DeLay,,0.07498769291539106
9,4,dynamic,0.30919094796401025,0.6908090520359897,11,Michael Irvin,,0.12371604678451999
9,5,dynamic,0.3381397859596438,0.6618602140403562,10,Michael Irvin,,0.0872640234302079
9,6,dynamic,0.42832852032984275,0.5716714796701572,9,"Michael Irvin,Melissa Joan Hart",,0.12375222003766548
9,7,dynamic,0.5716714796701571,0.4283285203298429,7,"Mark Dacascos,Michael Irvin",,0.10002460976825377
9,8,dynamic,0.6618602140403562,0.3381397859596438,5,Aaron Carter,,0.1413063958448896
9,9,dynamic,0.6908090520359897,0.30919094796401025,4,Donny Osmond,,0.1515133684962877
9,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.18986330800947335
10,1,dynamic,0.3001044761276383,0.6998955238723616,11,Buzz Aldrin,,0.08545626235176561
10,2,dynamic,0.3004678041060222,0.6995321958939777,11,Chad Ochocinco,,0.0650640084650225
10,3,dynamic,0.30208805027742336,0.6979119497225766,10,Buzz Aldrin,,0.07650226226254891
10,4,dynamic,0.30919094796401025,0.6908090520359897,9,Kate Gosselin,,0.11921256624965158
10,5,dynamic,0.3381397859596438,0.6618602140403562,8,Kate Gosselin,,0.09975939133796623
10,6,dynamic,0.42832852032984275,0.5716714796701572,7,Jake Pavelka,,0.12131540272085133
10,7,dynamic,0.5716714796701571,0.4283285203298429,6,Niecy Nash,,0.1717854618848478
10,8,dynamic,0.6618602140403562,0.3381397859596438,5,Niecy Nash,,0.13360603363189014
10,9,dynamic,0.6908090520359897,0.30919094796401025,4,Chad Ochocinco,,0.16839211157204617
10,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.2099374942692075
11,1,dynamic,0.3001044761276383,0.6998955238723616,12,David Hasselhoff,,0.12802614322703296
11,2,dynamic,0.3004678041060222,0.6995321958939777,11,Michael Bolton,,0.06882900727880419
11,3,dynamic,0.30208805027742336,0.6979119497225766,10,Margaret Cho,,0.09791371929874362
11,4,dynamic,0.30919094796401025,0.6908090520359897,9,The Situation,,0.08866393312061295
11,5,dynamic,0.3381397859596438,0.6618602140403562,8,Kyle Massey,,0.0956055982757455
11,6,dynamic,0.42832852032984275,0.5716714796701572,7,Bristol Palin,,0.07802242561150416
11,7,dynamic,0.5716714796701571,0.4283285203298429,6,Kyle Massey,,0.1979482623800656
11,8,dynamic,0.6618602140403562,0.3381397859596438,5,Bristol Palin,,0.22097140527165413
11,9,dynamic,0.6908090520359897,0.30919094796401025,4,Bristol Palin,,0.14834915517112654
11,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.16966874301557952
12,1,dynamic,0.3001044761276383,0.6998955238723616,11,Mike Catherwood,,0.08686285169547565
12,2,dynamic,0.3004678041060222,0.6995321958939777,11,Mike Catherwood,,0.1576683730939319
12,3,dynamic,0.30208805027742336,0.6979119497225766,10,Wendy Williams,,0.07682540705400889
12,4,dynamic,0.30919094796401025,0.6908090520359897,9,Kendra Wilkinson,,0.08254589212868808
12,5,dynamic,0.3381397859596438,0.6618602140403562,8,Petra Nemcova,,0.16696857407206056
12,6,dynamic,0.42832852032984275,0.5716714796701572,7,Chris Jericho,,0.11702358392987915
12,7,dynamic,0.5716714796701571,0.4283285203298429,6,Romeo,,0.20645463461290903
12,8,dynamic,0.6618602140403562,0.3381397859596438,5,Ralph Macchio,,0.14639508621237798
12,9,dynamic,0.6908090520359897,0.30919094796401025,4,Ralph Macchio,,0.1372531741601978
12,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.22222222222222224
13,1,dynamic,0.3001044761276383,0.6998955238723616,12,Metta World Peace (Ron),,0.10599483047086584
13,2,dynamic,0.3004678041060222,0.6995321958939777,11,Carson Kressley,,0.07391168069396978
13,3,dynamic,0.30208805027742336,0.6979119497225766,10,Nancy Grace,,0.07702772785440365
13,4,dynamic,0.30919094796401025,0.6908090520359897,9,Carson Kressley,,0.09262289647987326
13,5,dynamic,0.3381397859596438,0.6618602140403562,8,Carson Kressley,,0.0832722184040918
13,6,dynamic,0.42832852032984275,0.5716714796701572,7,Chaz Bono,,0.13701608513741786
13,7,dynamic,0.5716714796701571,0.4283285203298429,6,Nancy Grace,,0.1342693868533571
13,8,dynamic,0.6618602140403562,0.3381397859596438,5,Nancy Grace,,0.10065523765931798
13,9,dynamic,0.6908090520359897,0.30919094796401025,4,Hope Solo,,0.1611315397044092
13,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.16666667701088334
14,1,dynamic,0.3001044761276383,0.6998955238723616,12,Gavin DeGraw,,0.11783769612591975
14,2,dynamic,0.3004678041060222,0.6995321958939777,12,Martina Navratilova,,0.09628371402928952
14,3,dynamic,0.30208805027742336,0.6979119497225766,11,Jack Wagner,,0.1184203863960913
14,4,dynamic,0.30919094796401025,0.6908090520359897,10,Gladys Knight,,0.10195922780635609
14,5,dynamic,0.3381397859596438,0.6618602140403562,9,Gavin DeGraw,,0.11468598694035527
14,6,dynamic,0.42832852032984275,0.5716714796701572,8,Gladys Knight,,0.10102515691687428
14,7,dynamic,0.5716714796701571,0.4283285203298429,7,Melissa Gilbert,,0.10274200754855102
14,8,dynamic,0.6618602140403562,0.3381397859596438,6,"Melissa Gilbert,Maria Menounos",,0.10876802043404522
14,9,dynamic,0.6908090520359897,0.30919094796401025,4,Katherine Jenkins,,0.18241108365257447
14,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.22222222222222224
15,1,dynamic,0.3001044761276383,0.6998955238723616,13,Pamela Anderson,,0.06551403836510665
15,2,dynamic,0.3004678041060222,0.6995321958939777,12,Kirstie Alley,,0.06804840409273416
15,3,dynamic,0.30208805027742336,0.6979119497225766,11,"Drew Lachey,Bristol Palin",,0.08292012758106028
15,4,dynamic,0.30919094796401025,0.6908090520359897,9,Kirstie Alley,,0.10106875951721668
15,5,dynamic,0.3381397859596438,0.6618602140403562,8,Kelly Monaco,,0.09732311311697295
15,6,dynamic,0.42832852032984275,0.5716714796701572,8,Gilles Marini,,0.10917736887581775
15,7,dynamic,0.5716714796701571,0.4283285203298429,7,Kirstie Alley,,0.0947508751161752
15,8,dynamic,0.6618602140403562,0.3381397859596438,7,"Kirstie Alley,Shawn Johnson",,0.08573521841080209
15,9,dynamic,0.6908090520359897,0.30919094796401025,5,"Emmitt Smith,Kelly Monaco",,0.12097459680491837
15,10,dynamic,0.6979119497225766,0.30208805027742336,3,,,0.16780509431730173
16,1,dynamic,0.3001044761276383,0.6998955238723616,12,D. L. Hughley,,0.05485193541362513
16,2,dynamic,0.3004678041060222,0.6995321958939777,12,Dorothy Hamill,,0.1030805719553129
16,3,dynamic,0.30208805027742336,0.6979119497225766,11,Wynonna Judd,,0.10746195228495874
16,4,dynamic,0.30919094796401025,0.6908090520359897,10,Lisa Vanderpump,,0.12137404839996027
16,5,dynamic,0.3381397859596438,0.6618602140403562,9,D. L. Hughley,,0.1127653011374438
16,6,dynamic,0.42832852032984275,0.5716714796701572,8,Victor Ortiz,,0.10282324361918674
16,7,dynamic,0.5716714796701571,0.4283285203298429,7,Andy Dick,,0.09353486186417288
16,8,dynamic,0.6618602140403562,0.3381397859596438,6,Sean Lowe,,0.11510800012446536
16,9,dynamic,0.6908090520359897,0.30919094796401025,5,Ingo Rademacher,,0.1475553593308138
16,10,dynamic,0.6979119497225766,0.30208805027742336,4,Jacoby Jones,,0.20858016812506652
17,1,dynamic,0.3000911610990888,0.6999088389009112,12,Bill Nye,,0.06719742414539169
17,2,dynamic,0.3003562388950501,0.69964376110495,12,Bill Nye,,0.10221346962019225
17,3,dynamic,0.30138943058852713,0.6986105694114728,11,Bill Nye,,0.10713290750009699
17,4,dynamic,0.3053788343383616,0.6946211656616383,10,Valerie Harper,,0.09957477325690764
17,5,dynamic,0.32024116159172605,0.679758838408274,9,Bill Engvall,,0.07403771015318196
17,6,dynamic,0.3689902969682859,0.6310097030317141,8,Bill Engvall,,0.11156423511872737
17,7,dynamic,0.47961647363421395,0.5203835263657861,8,Bill Engvall,,0.13299684942825263
17,8,dynamic,0.6044669956176942,0.39553300438230576,7,Bill Engvall,,0.17040974672403972
17,9,dynamic,0.6702879228786678,0.3297120771213322,6,Bill Engvall,,0.09406250385133648
17,10,dynamic,0.6919571075344866,0.3080428924655134,5,Bill Engvall,,0.14950043481315617
17,11,dynamic,0.6979119497225766,0.30208805027742336,4,Bill Engvall,,0.13644511432675566
18,1,dynamic,0.3001044761276383,0.6998955238723616,12,Billy Dee Williams,,0.06819382702927611
18,2,dynamic,0.3004678041060222,0.6995321958939777,11,Sean Avery,,0.08006610913418771
