season,week,celebrity_name,partner,celebrity_industry,industry_category,home_state,home_country,age,age_group,judge_total,judge_mean,judge_count,p_survive_next,vote_share_hat,total_votes_hat,votes_hat,placement,elimination_week,judge_pctile,momentum
11,8,Jennifer Grey,Derek Hough,Actor/Actress,Entertainment,New York,United States,50,46-55,28.5,9.5,3,0.9901302625520244,0.2100374463822943,1266666.6148148207,266047.4211934101,1,,0.75,-0.25
11,8,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Mississippi,United States,31,26-35,28.5,9.5,3,0.9884140331881744,0.21003744578964254,1266666.6148148207,266047.4204427179,4,9.0,0.75,-3.7499499999999983
11,8,Kyle Massey,Lacey Schwimmer,Actor/Actress,Entertainment,Georgia,United States,19,≤25,28.0,9.333333333333334,3,0.9785449921089989,0.20747724298263764,1266666.6148148207,262804.49701992964,2,,0.5,-0.9999500000000001
11,8,Bristol Palin,Mark Ballas,TV Personality,Media,Alaska,United States,19,≤25,23.5,7.833333333333333,3,0.9677171588223423,0.1881107267481492,1266666.6148148207,238273.57746043388,3,,0.0,-2.2499000000000002
11,8,Kurt Warner,Anna Trebunskaya,Athlete,Sports,Iowa,United States,39,36-45,24.0,8.0,3,0.15170259305336964,0.18433713809727637,1266666.6148148207,233493.6986983292,5,8.0,0.25,1.0000499999999999
11,9,Jennifer Grey,Derek Hough,Actor/Actress,Entertainment,New York,United States,50,46-55,30.0,10.0,3,0.941037214219712,0.25940132840108243,1333333.2740740809,345868.4224961811,1,,1.0,-3.25
11,9,Kyle Massey,Lacey Schwimmer,Actor/Actress,Entertainment,Georgia,United States,19,≤25,29.0,9.666666666666666,3,0.9719701742291373,0.2530872028436709,1333333.2740740809,337449.5887938028,2,,0.6666666666666666,-2.25
11,9,Bristol Palin,Mark Ballas,TV Personality,Media,Alaska,United States,19,≤25,26.5,8.833333333333334,3,0.9455174557989633,0.25252767289666733,1333333.2740740809,336703.548897622,3,,0.0,-3.0
11,9,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Mississippi,United States,31,26-35,28.5,9.5,3,0.35982238096475433,0.23498379585857943,1333333.2740740809,313311.71388647513,4,9.0,0.3333333333333333,-4.0
11,10,Jennifer Grey,Derek Hough,Actor/Actress,Entertainment,New York,United States,50,46-55,30.0,10.0,3,0.9207500776979073,0.35500971509309087,1399999.9333333408,497013.5774630155,1,,1.0,0.75
11,10,Kyle Massey,Lacey Schwimmer,Actor/Actress,Entertainment,Georgia,United States,19,≤25,27.3332,9.111066666666666,3,0.8581014880079121,0.330168335494497,1399999.9333333408,462235.64768107585,2,,0.5,-0.33339999999999925
11,10,Bristol Palin,Mark Ballas,TV Personality,Media,Alaska,United States,19,≤25,25.666600000000003,8.555533333333335,3,0.7451896146846505,0.3148219494124121,1399999.9333333408,440750.70818924933,3,,0.0,1.0833000000000013
12,1,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,24.0,8.0,3,0.9966457187085831,0.10306221365248085,800000.0,82449.77092198467,4,9.0,1.0,1.0
12,1,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,23.0,7.666666666666667,3,0.9967467942651068,0.10062630178592144,800000.0,80501.04142873715,2,,0.9,1.0
12,1,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,21.0,7.0,3,0.996431413502447,0.0958380110958291,800000.0,76670.40887666328,3,,0.7,1.0
12,1,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,21.0,7.0,3,0.9968103389480117,0.0958380110958291,800000.0,76670.40887666328,1,,0.7,1.0
12,1,Chris Jericho,Cheryl Burke,Athlete,Sports,New York,United States,40,36-45,19.0,6.333333333333333,3,0.9939259696144425,0.09116656692753916,800000.0,72933.25354203132,7,6.0,0.5,1.0
12,1,Romeo,Chelsie Hightower,Singer/Rapper,Entertainment,Louisiana,United States,21,≤25,19.0,6.333333333333333,3,0.9943814690662375,0.09116656692753916,800000.0,72933.25354203132,5,8.0,0.5,1.0
12,1,Kendra Wilkinson,Louis van Amstel,TV Personality,Media,California,United States,25,≤25,18.0,6.0,3,0.9823547705298302,0.08887666697211577,800000.0,71101.33357769261,6,7.0,0.3,1.0
12,1,Petra Nemcova,Dmitry Chaplin,Model,Model,Unknown,Czechoslovakia,31,26-35,18.0,6.0,3,0.9935291033108662,0.08887666697211577,800000.0,71101.33357769261,8,5.0,0.3,1.0
12,1,Sugar Ray Leonard,Anna Trebunskaya,Athlete,Sports,North Carolina,United States,54,46-55,17.0,5.666666666666667,3,0.9904345254349844,0.08661818263583201,800000.0,69294.54610866561,9,4.0,0.2,1.0
12,1,Wendy Williams,Tony Dovolani,TV Personality,Media,New Jersey,United States,46,46-55,14.0,4.666666666666667,3,0.9627263932233335,0.0800325858305563,800000.0,64026.06866444503,10,3.0,0.1,1.0
12,1,Mike Catherwood,Lacey Schwimmer,Radio Personality,Media,California,United States,32,26-35,13.0,4.333333333333333,3,0.9101510343124173,0.07789822610424141,800000.0,62318.58088339313,11,2.0,0.0,1.0
12,2,Romeo,Chelsie Hightower,Singer/Rapper,Entertainment,Louisiana,United States,21,≤25,23.0,7.666666666666667,3,0.9967758759262296,0.09840323377055787,866666.6592592602,85282.80187223741,5,8.0,0.8,4.0
12,2,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,23.0,7.666666666666667,3,0.9955482034755249,0.09840323377022515,866666.6592592602,85282.80187194905,1,,0.8,2.0
12,2,Chris Jericho,Cheryl Burke,Athlete,Sports,New York,United States,40,36-45,23.0,7.666666666666667,3,0.996712863798683,0.09840323192005368,866666.6592592602,85282.80026846712,7,6.0,0.8,4.0
12,2,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,21.0,7.0,3,0.9963923174379111,0.09386252623960417,866666.6592592602,81347.5220457124,4,9.0,0.7,-3.0
12,2,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,20.0,6.666666666666667,3,0.993850595074976,0.09163052489680036,866666.6592592602,79413.12089848243,2,,0.6,-3.0
12,2,Kendra Wilkinson,Louis van Amstel,TV Personality,Media,California,United States,25,≤25,19.0,6.333333333333333,3,0.9451896597742063,0.08942776166239264,866666.6592592602,77504.05944497917,6,7.0,0.5,1.0
12,2,Petra Nemcova,Dmitry Chaplin,Model,Model,Unknown,Czechoslovakia,31,26-35,18.0,6.0,3,0.9789134742229233,0.08725895556320902,866666.6592592602,75624.4275084186,8,5.0,0.3,0.0
12,2,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,18.0,6.0,3,0.972810954405943,0.08725895379616189,866666.6592592602,75624.42597697776,3,,0.3,-3.0
12,2,Wendy Williams,Tony Dovolani,TV Personality,Media,New Jersey,United States,46,46-55,17.0,5.666666666666667,3,0.9072480802710232,0.08513118723269114,866666.6592592602,73780.36163773101,10,3.0,0.0,3.0
12,2,Sugar Ray Leonard,Anna Trebunskaya,Athlete,Sports,North Carolina,United States,54,46-55,17.0,5.666666666666667,3,0.9262150505771075,0.08513105213865764,866666.6592592602,73780.24455623631,9,4.0,0.0,0.0
12,2,Mike Catherwood,Lacey Schwimmer,Radio Personality,Media,California,United States,32,26-35,17.0,5.666666666666667,3,0.28069088705119,0.08508933900964634,866666.6592592602,73744.09317806884,11,2.0,0.0,4.0
12,3,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,25.0,8.333333333333334,3,0.9954058027642283,0.10847615201155843,933333.3185185202,101244.40693706728,1,,0.8888888888888888,2.0
12,3,Petra Nemcova,Dmitry Chaplin,Model,Model,Unknown,Czechoslovakia,31,26-35,25.0,8.333333333333334,3,0.9985068043589073,0.10847615201155843,933333.3185185202,101244.40693706728,8,5.0,0.8888888888888888,3.5
12,3,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,23.0,7.666666666666667,3,0.9912131127577857,0.10366617321231997,933333.3185185202,96755.09346237032,3,,0.6666666666666666,1.0
12,3,Kendra Wilkinson,Louis van Amstel,TV Personality,Media,California,United States,25,≤25,23.0,7.666666666666667,3,0.9931373372594087,0.10366617321231997,933333.3185185202,96755.09346237032,6,7.0,0.6666666666666666,2.5
12,3,Chris Jericho,Cheryl Burke,Athlete,Sports,New York,United States,40,36-45,21.0,7.0,3,0.9796046403647631,0.09896281196964117,933333.3185185202,92365.28970554953,7,6.0,0.3333333333333333,1.0
12,3,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,21.0,7.0,3,0.9832457878834533,0.09896281196964117,933333.3185185202,92365.28970554953,2,,0.3333333333333333,-1.0
12,3,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,21.0,7.0,3,0.9741300637728596,0.09896281196964117,933333.3185185202,92365.28970554953,4,9.0,0.3333333333333333,-1.5
12,3,Romeo,Chelsie Hightower,Singer/Rapper,Entertainment,Louisiana,United States,21,≤25,20.0,6.666666666666667,3,0.9731926250639223,0.09665250187442671,933333.3185185202,90209.00031757618,5,8.0,0.1111111111111111,0.5
12,3,Sugar Ray Leonard,Anna Trebunskaya,Athlete,Sports,North Carolina,United States,54,46-55,20.0,6.666666666666667,3,0.9101717965825201,0.09665250187442671,933333.3185185202,90209.00031757618,9,4.0,0.1111111111111111,1.5
12,3,Wendy Williams,Tony Dovolani,TV Personality,Media,New Jersey,United States,46,46-55,15.0,5.0,3,0.19720293943908418,0.08552190989446624,933333.3185185202,79820.44796784405,10,3.0,0.0,0.5
12,4,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,26.0,8.666666666666666,3,0.9951031074979555,0.11910326060896746,999999.9777777803,119103.25796222863,3,,1.0,4.0
12,4,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,25.0,8.333333333333334,3,0.9950186904866257,0.11647853803403801,999999.9777777803,116478.53544562634,1,,0.75,1.0
12,4,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,25.0,8.333333333333334,3,0.9947590889425226,0.11647853781863125,999999.9777777803,116478.5352302196,4,9.0,0.75,2.0
12,4,Chris Jericho,Cheryl Burke,Athlete,Sports,New York,United States,40,36-45,23.0,7.666666666666667,3,0.9843724892318587,0.11130162403087926,999999.9777777803,111301.62155751011,7,6.0,0.375,0.0
12,4,Petra Nemcova,Dmitry Chaplin,Model,Model,Unknown,Czechoslovakia,31,26-35,23.0,7.666666666666667,3,0.9961757255236972,0.11130162399195168,999999.9777777803,111301.62151858253,8,5.0,0.375,2.5
12,4,Romeo,Chelsie Hightower,Singer/Rapper,Entertainment,Louisiana,United States,21,≤25,23.0,7.666666666666667,3,0.9647119427205549,0.11130162399195168,999999.9777777803,111301.62151858253,5,8.0,0.375,0.0
12,4,Kendra Wilkinson,Louis van Amstel,TV Personality,Media,California,United States,25,≤25,18.0,6.0,3,0.89791860040575,0.10992332396212647,999999.9777777803,109923.32151938621,6,7.0,0.0,-0.5
12,4,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,22.0,7.333333333333333,3,0.9762657217275195,0.10875126488787114,999999.9777777803,108751.26247117664,2,,0.25,1.0
12,4,Sugar Ray Leonard,Anna Trebunskaya,Athlete,Sports,North Carolina,United States,54,46-55,21.0,7.0,3,0.2912858657287246,0.09536020267358301,999999.9777777803,95360.20055446764,9,4.0,0.125,2.0
12,5,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,27.0,9.0,3,0.9949670745787922,0.1329211544864276,1066666.6370370404,141782.56084711864,1,,1.0,1.0
12,5,Romeo,Chelsie Hightower,Singer/Rapper,Entertainment,Louisiana,United States,21,≤25,26.0,8.666666666666666,3,0.9926647519688296,0.12999350071623014,1066666.6370370404,138659.7302456533,5,8.0,0.5714285714285714,3.0
12,5,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,26.0,8.666666666666666,3,0.9945603610603515,0.12999349963693868,1066666.6370370404,138659.72909440912,3,,0.5714285714285714,1.5
12,5,Chris Jericho,Cheryl Burke,Athlete,Sports,New York,United States,40,36-45,26.0,8.666666666666666,3,0.9907515019221753,0.12999349963693868,1066666.6370370404,138659.72909440912,7,6.0,0.5714285714285714,2.5
12,5,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,23.0,7.666666666666667,3,0.9612000518611936,0.12138311403727697,1066666.6370370404,129475.31804322581,2,,0.42857142857142855,1.0
12,5,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,22.0,7.333333333333333,3,0.9491234612734979,0.11857189740779783,1066666.6370370404,126476.68705507669,4,9.0,0.0,0.5
12,5,Kendra Wilkinson,Louis van Amstel,TV Personality,Media,California,United States,25,≤25,22.0,7.333333333333333,3,0.947019629546258,0.11857174617515263,1066666.6370370404,126476.52574025962,6,7.0,0.0,-0.5
12,5,Petra Nemcova,Dmitry Chaplin,Model,Model,Unknown,Czechoslovakia,31,26-35,22.0,7.333333333333333,3,0.07626131087812761,0.11857158790323748,1066666.6370370404,126476.35691688814,8,5.0,0.0,-1.5
12,6,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,28.0,9.333333333333334,3,0.994055305292666,0.15034118812191977,1133333.2962963006,170386.67430331756,3,,0.8333333333333334,1.0
12,6,Romeo,Chelsie Hightower,Singer/Rapper,Entertainment,Louisiana,United States,21,≤25,28.0,9.333333333333334,3,0.9954494433626676,0.150341187158242,1133333.2962963006,170386.67321114946,5,8.0,0.8333333333333334,2.5
12,6,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,27.0,9.0,3,0.9903760716473137,0.1470193503562243,1133333.2962963006,166621.92495856038,1,,0.6666666666666666,1.0
12,6,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,26.0,8.666666666666666,3,0.9750758238280217,0.14372803465277117,1133333.2962963006,162891.76728321408,2,,0.5,2.0
12,6,Kendra Wilkinson,Louis van Amstel,TV Personality,Media,California,United States,25,≤25,25.0,8.333333333333334,3,0.9363095355585997,0.14046727409645565,1133333.2962963006,159196.23877349205,6,7.0,0.3333333333333333,3.5
12,6,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,24.0,8.0,3,0.7948378085424354,0.13723693830481445,1133333.2962963006,155535.1916626074,4,9.0,0.16666666666666666,-0.5
12,6,Chris Jericho,Cheryl Burke,Athlete,Sports,New York,United States,40,36-45,22.0,7.333333333333333,3,0.20603229300139264,0.13086602730957272,1133333.2962963006,148314.82610395976,7,6.0,0.0,-0.5
12,7,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,33.0,8.25,4,0.9797263687492189,0.17192448175858832,1199999.9555555605,206309.37046921876,1,,0.8,3.0
12,7,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,33.0,8.25,4,0.9769658497662012,0.17192447991935605,1199999.9555555605,206309.36826214014,4,9.0,0.8,5.5
12,7,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,32.0,8.0,4,0.9888681446314014,0.16858561356084237,1199999.9555555605,202302.72878031773,3,,0.6,3.0
12,7,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,30.0,7.5,4,0.8911779345782459,0.16340598444217008,1199999.9555555605,196087.17406811673,2,,0.0,3.5
12,7,Romeo,Chelsie Hightower,Singer/Rapper,Entertainment,Louisiana,United States,21,≤25,30.0,7.5,4,0.928601656062445,0.1634059808508972,1199999.9555555605,196087.1697585894,5,8.0,0.0,2.0
12,7,Kendra Wilkinson,Louis van Amstel,TV Personality,Media,California,United States,25,≤25,30.5,7.625,4,0.21765613511786328,0.16075345946814593,1199999.9555555605,192904.1442171777,6,7.0,0.4,4.25
12,8,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,27.5,9.166666666666666,3,0.9344495682120245,0.20766225562027477,1266666.6148148207,263038.84635134344,3,,1.0,-0.25
12,8,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,27.0,9.0,3,0.9779832373126214,0.2050645793575921,1266666.6148148207,259748.45655330634,1,,0.75,0.0
12,8,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,23.0,7.666666666666667,3,0.9425137066860894,0.20393523729756255,1266666.6148148207,258317.95666916072,4,9.0,0.0,-0.5
12,8,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,26.5,8.833333333333334,3,0.9269972090627133,0.2024796364105571,1266666.6148148207,256474.1956210961,2,,0.5,0.25
12,8,Romeo,Chelsie Hightower,Singer/Rapper,Entertainment,Louisiana,United States,21,≤25,26.0,8.666666666666666,3,0.1450825429155821,0.18085829131401343,1266666.6148148207,229087.15961991408,5,8.0,0.25,-1.0
12,9,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,36.5,12.166666666666666,3,0.9859161820793777,0.2938546178345443,1333333.2740740809,391806.1396991208,3,,1.0,2.25
12,9,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,30.0,10.0,3,0.9534405369572665,0.2533609848371819,1333333.2740740809,337814.6314355933,1,,0.6666666666666666,-1.5
12,9,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,27.0,9.0,3,0.8736698545259459,0.23524779098447887,1333333.2740740809,313663.70737203024,2,,0.3333333333333333,-1.5
12,9,Ralph Macchio,Karina Smirnoff,Actor/Actress,Entertainment,New York,United States,49,46-55,24.0,8.0,3,0.06389034226868559,0.21753660634379487,1333333.2740740809,290048.7955673365,4,9.0,0.0,-4.5
12,10,Chelsea Kane,Mark Ballas,Actor/Actress,Entertainment,Arizona,United States,22,≤25,29.666600000000003,9.888866666666669,3,0.6911838577443141,0.33821779786732326,1399999.9333333408,473504.8944664019,3,,0.5,1.0833000000000013
12,10,Hines Ward,Kym Johnson,Athlete,Sports,Unknown,South Korea,35,26-35,29.666600000000003,9.888866666666669,3,0.9183003121837974,0.33821779786732326,1399999.9333333408,473504.8944664019,1,,0.5,1.3333000000000013
12,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Entertainment,Kansas,United States,60,>55,27.9999,9.3333,3,0.5220161310460585,0.3235644042653536,1399999.9333333408,452990.1444005372,2,,0.0,0.7499500000000001
13,1,Chynna Phillips,Tony Dovolani,Singer/Rapper,Entertainment,California,United States,43,36-45,22.0,7.333333333333333,3,0.9919279611023734,0.09165589974956617,800000.0,73324.71979965294,9,4.0,0.9090909090909091,1.0
13,1,J.R. Martinez,Karina Smirnoff,Actor/Actress,Entertainment,Louisiana,United States,28,26-35,22.0,7.333333333333333,3,0.9973020629655314,0.09165589974956617,800000.0,73324.71979965294,1,,0.9090909090909091,1.0
13,1,Hope Solo,Maksim Chmerkoskiy,Athlete,Sports,Washington,United States,30,26-35,21.0,7.0,3,0.9958820400525007,0.08946617941177064,800000.0,71572.94352941652,4,9.0,0.8181818181818182,1.0
13,1,Ricki Lake,Derek Hough,Actor/Actress,Entertainment,New York,United States,42,36-45,20.0,6.666666666666667,3,0.9970208228651103,0.08730339574685168,800000.0,69842.71659748134,3,,0.7272727272727273,1.0
13,1,Kristin Cavallari,Mark Ballas,TV Personality,Media,Colorado,United States,24,≤25,19.0,6.333333333333333,3,0.9969421610109969,0.08516836779945869,800000.0,68134.69423956695,10,3.0,0.6363636363636364,1.0
13,1,David Arquette,Kym Johnson,Actor/Actress,Entertainment,Virginia,United States,40,36-45,18.0,6.0,3,0.9944032343258224,0.08306184667394766,800000.0,66449.47733915813,6,7.0,0.5454545454545454,1.0
13,1,Carson Kressley,Anna Trebunskaya,TV Personality,Media,Pennsylvania,United States,41,36-45,17.0,5.666666666666667,3,0.9896431028084316,0.08098445056399296,800000.0,64787.56045119437,8,5.0,0.36363636363636365,1.0
13,1,Chaz Bono,Lacey Schwimmer,TV Personality,Media,California,United States,42,36-45,17.0,5.666666666666667,3,0.9837156537991213,0.08098445056399296,800000.0,64787.56045119437,7,6.0,0.36363636363636365,1.0
13,1,Nancy Grace,Tristan MacManus,TV Personality,Media,Georgia,United States,51,46-55,16.0,5.333333333333333,3,0.9889263657818627,0.07893653664499738,800000.0,63149.2293159979,5,8.0,0.18181818181818182,1.0
13,1,Rob Kardashian,Cheryl Burke,TV Personality,Media,California,United States,24,≤25,16.0,5.333333333333333,3,0.9860858660733093,0.07893653577356885,800000.0,63149.22861885508,2,,0.18181818181818182,1.0
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Unknown,Italy,33,26-35,15.0,5.0,3,0.9767177599587558,0.07691805948623441,800000.0,61534.44758898753,11,2.0,0.09090909090909091,1.0
13,1,Metta World Peace (Ron),Peta Murgatroyd,Athlete,Sports,New York,United States,31,26-35,14.0,4.666666666666667,3,0.27108877893995736,0.07492837783605233,800000.0,59942.702268841866,12,1.0,0.0,1.0
13,2,Ricki Lake,Derek Hough,Actor/Actress,Entertainment,New York,United States,42,36-45,23.0,7.666666666666667,3,0.9954253057018154,0.09672788363953483,866666.6592592602,83830.83177109409,3,,1.0,3.0
13,2,J.R. Martinez,Karina Smirnoff,Actor/Actress,Entertainment,Louisiana,United States,28,26-35,22.0,7.333333333333333,3,0.997050659594638,0.09454568467896325,866666.6592592602,81939.5926880965,1,,0.8,0.0
13,2,Kristin Cavallari,Mark Ballas,TV Personality,Media,Colorado,United States,24,≤25,22.0,7.333333333333333,3,0.9947129875318634,0.09454568467896325,866666.6592592602,81939.5926880965,10,3.0,0.8,3.0
13,2,Chaz Bono,Lacey Schwimmer,TV Personality,Media,California,United States,42,36-45,17.0,5.666666666666667,3,0.9447823144758496,0.09395173659848594,866666.6592592602,81424.83768941577,7,6.0,0.0,0.0
13,2,Chynna Phillips,Tony Dovolani,Singer/Rapper,Entertainment,California,United States,43,36-45,21.0,7.0,3,0.9823913372007756,0.09238781416111289,866666.6592592602,80069.43825527707,9,4.0,0.4,-1.0
13,2,Rob Kardashian,Cheryl Burke,TV Personality,Media,California,United States,24,≤25,21.0,7.0,3,0.9808858422803755,0.09238779409917094,866666.6592592602,80069.42086826087,2,,0.4,5.0
13,2,Nancy Grace,Tristan MacManus,TV Personality,Media,Georgia,United States,51,46-55,21.0,7.0,3,0.9870417600976191,0.09237196487774141,866666.6592592602,80055.70220980587,5,8.0,0.4,5.0
13,2,David Arquette,Kym Johnson,Actor/Actress,Entertainment,Virginia,United States,40,36-45,18.0,6.0,3,0.9732064297087845,0.08946776345930467,866666.6592592602,77538.7276686733,6,7.0,0.1,0.0
13,2,Carson Kressley,Anna Trebunskaya,TV Personality,Media,Pennsylvania,United States,41,36-45,18.0,6.0,3,0.9682983021902704,0.08946746455440174,866666.6592592602,77538.46861775963,8,5.0,0.1,1.0
13,2,Hope Solo,Maksim Chmerkoskiy,Athlete,Sports,Washington,United States,30,26-35,19.0,6.333333333333333,3,0.9652673524951912,0.08813171024162195,866666.6592592602,76380.81488991162,4,9.0,0.3,-2.0
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,Entertainment,Unknown,Italy,33,26-35,21.0,7.0,3,0.2717081651880062,0.07601449901069925,866666.6592592602,65879.23191286906,11,2.0,0.4,6.0
13,3,Chaz Bono,Lacey Schwimmer,TV Personality,Media,California,United States,42,36-45,18.0,6.0,3,0.9356234466550217,0.1072090678788608,933333.3185185202,100061.79509865443,7,6.0,0.0,0.5
13,3,Ricki Lake,Derek Hough,Actor/Actress,Entertainment,New York,United States,42,36-45,27.0,9.0,3,0.9959256029809173,0.10688551716271472,933333.3185185202,99759.81443504477,3,,1.0,3.5
13,3,J.R. Martinez,Karina Smirnoff,Actor/Actress,Entertainment,Louisiana,United States,28,26-35,26.0,8.666666666666666,3,0.9931395130078464,0.10474276362149694,933333.3185185202,97759.91116165268,1,,0.7777777777777778,2.0
13,3,Chynna Phillips,Tony Dovolani,Singer/Rapper,Entertainment,California,United States,43,36-45,26.0,8.666666666666666,3,0.9875521346345716,0.10474276179293633,933333.3185185202,97759.90945499613,9,4.0,0.7777777777777778,2.0
13,3,Rob Kardashian,Cheryl Burke,TV Personality,Media,California,United States,24,≤25,24.0,8.0,3,0.9896885889152361,0.10051592949226838,933333.3185185202,93814.86603699245,2,,0.3333333333333333,4.0
13,3,Hope Solo,Maksim Chmerkoskiy,Athlete,Sports,Washington,United States,30,26-35,24.0,8.0,3,0.9791464499506424,0.10051592928343057,933333.3185185202,93814.86584207717,4,9.0,0.3333333333333333,1.5
13,3,David Arquette,Kym Johnson,Actor/Actress,Entertainment,Virginia,United States,40,36-45,24.0,8.0,3,0.9757107714876679,0.10051592294037771,933333.3185185202,93814.85992189459,6,7.0,0.3333333333333333,3.0
13,3,Carson Kressley,Anna Trebunskaya,TV Personality,Media,Pennsylvania,United States,41,36-45,23.0,7.666666666666667,3,0.9589059972339058,0.09842834690474532,933333.3185185202,91866.45565289806,8,5.0,0.2222222222222222,3.0
13,3,Nancy Grace,Tristan MacManus,TV Personality,Media,Georgia,United States,51,46-55,21.0,7.0,3,0.9801173129794939,0.094551173950129,933333.3185185202,88247.76095269577,5,8.0,0.1111111111111111,2.5
13,3,Kristin Cavallari,Mark Ballas,TV Personality,Media,Colorado,United States,24,≤25,24.0,8.0,3,0.38269143758639984,0.08189258697304018,933333.3185185202,76433.07996161413,10,3.0,0.3333333333333333,2.5
13,4,Ricki Lake,Derek Hough,Actor/Actress,Entertainment,New York,United States,42,36-45,29.0,9.666666666666666,3,0.9953853240218532,0.12599015831766233,999999.9777777803,125990.15551788134,3,,1.0,3.0
13,4,J.R. Martinez,Karina Smirnoff,Actor/Actress,Entertainment,Louisiana,United States,28,26-35,26.0,8.666666666666666,3,0.995833583635229,0.11810727505530705,999999.9777777803,118107.27243070122,1,,0.875,2.0
13,4,Rob Kardashian,Cheryl Burke,TV Personality,Media,California,United States,24,≤25,24.0,8.0,3,0.9959297507691712,0.11297450405734223,999999.9777777803,112974.50154679798,2,,0.625,1.5
13,4,Hope Solo,Maksim Chmerkoskiy,Athlete,Sports,Washington,United States,30,26-35,24.0,8.0,3,0.9939572854045235,0.11297450387897326,999999.9777777803,112974.501368429,4,9.0,0.625,2.5
13,4,David Arquette,Kym Johnson,Actor/Actress,Entertainment,Virginia,United States,40,36-45,23.0,7.666666666666667,3,0.9913128592132164,0.1104473631474359,999999.9777777803,110447.36069305033,6,7.0,0.5,2.5
13,4,Carson Kressley,Anna Trebunskaya,TV Personality,Media,Pennsylvania,United States,41,36-45,20.0,6.666666666666667,3,0.8101513242137554,0.10666477529588625,999999.9777777803,106664.77292555818,8,5.0,0.0,1.0
13,4,Chaz Bono,Lacey Schwimmer,TV Personality,Media,California,United States,42,36-45,21.0,7.0,3,0.8994209522296496,0.10548066935423259,999999.9777777803,105480.66701021798,7,6.0,0.125,2.0
13,4,Nancy Grace,Tristan MacManus,TV Personality,Media,Georgia,United States,51,46-55,21.0,7.0,3,0.9584258083884987,0.10548066935423259,999999.9777777803,105480.66701021798,5,8.0,0.125,0.0
13,4,Chynna Phillips,Tony Dovolani,Singer/Rapper,Entertainment,California,United States,43,36-45,21.0,7.0,3,0.43973574916122943,0.10188008153892757,999999.9777777803,101880.07927492601,9,4.0,0.125,0.0
