season,week,celebrity_name,partner,celebrity_industry,industry_category,home_state,home_country,age,age_group,judge_total,judge_mean,judge_count,p_survive_next,vote_share_hat,total_votes_hat,votes_hat,placement,elimination_week
8,5,Lil' Kim,Derek Hough,Singer/Rapper,Entertainment,New York,United States,34,26-35,26.0,8.666666666666666,3,0.9776158011778547,0.12494663463810685,1040000.0,129944.50002363112,5,9.0
8,5,Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,26,26-35,25.0,8.333333333333334,3,0.9781808340463253,0.12095724780463614,1040000.0,125795.53771682158,3,
8,5,Chuck Wicks,Julianne Hough,Singer/Rapper,Entertainment,Delaware,United States,29,26-35,23.0,7.666666666666667,3,0.9811391678616755,0.11283095164867155,1040000.0,117344.1897146184,6,8.0
8,5,David Alan Grier,Kym Johnson,Actor/Actress,Entertainment,Michigan,United States,52,46-55,22.0,7.333333333333333,3,0.8973230912922749,0.10442554244729292,1040000.0,108602.56414518463,9,5.0
8,5,Ty Murray,Chelsie Hightower,Athlete,Sports,Arizona,United States,39,36-45,21.0,7.0,3,0.9051378114531529,0.10136797785231677,1040000.0,105422.69696640944,4,10.0
8,5,Lawrence Taylor,Edyta Sliwinska,Athlete,Sports,Virginia,United States,50,46-55,20.0,6.666666666666667,3,0.7895069540515595,0.09278707654627509,1040000.0,96498.55960812609,7,7.0
8,5,Steve-O,Lacey Schwimmer,TV Personality,Media,Unknown,England,34,26-35,18.0,6.0,3,0.658367601592374,0.08266699536207975,1040000.0,85973.67517656295,8,6.0
8,6,Lil' Kim,Derek Hough,Singer/Rapper,Entertainment,New York,United States,34,26-35,28.0,9.333333333333334,3,0.9646479138893839,0.14601007824441947,1100000.0,160611.08606886142,5,9.0
8,6,Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,26,26-35,27.0,9.0,3,0.9671958963776249,0.14290373943692025,1100000.0,157194.11338061228,3,
8,6,Shawn Johnson,Mark Ballas,Athlete,Sports,Iowa,United States,17,≤25,26.0,8.666666666666666,3,0.9820313905218028,0.14041563106639365,1100000.0,154457.19417303303,1,
8,6,Gilles Marini,Cheryl Burke,Actor/Actress,Entertainment,Unknown,France,33,26-35,26.0,8.666666666666666,3,0.9708760584670918,0.1396346197063441,1100000.0,153598.08167697853,2,
8,6,Chuck Wicks,Julianne Hough,Singer/Rapper,Entertainment,Delaware,United States,29,26-35,23.0,7.666666666666667,3,0.9711310483255092,0.1284822631286566,1100000.0,141330.48944152225,6,8.0
8,6,Lawrence Taylor,Edyta Sliwinska,Athlete,Sports,Virginia,United States,50,46-55,22.0,7.333333333333333,3,0.8392250396323845,0.11691591316034498,1100000.0,128607.50447637949,7,7.0
8,6,Ty Murray,Chelsie Hightower,Athlete,Sports,Arizona,United States,39,36-45,18.0,6.0,3,0.8597967471624988,0.10699925004707604,1100000.0,117699.17505178365,4,10.0
8,6,Steve-O,Lacey Schwimmer,TV Personality,Media,Unknown,England,34,26-35,16.0,5.333333333333333,3,0.3152222118139163,0.07863850520984489,1100000.0,86502.35573082938,8,6.0
8,7,Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,26,26-35,29.0,9.666666666666666,3,0.9598820304849353,0.1678378382850801,1160000.0000000002,194691.89241069293,3,
8,7,Shawn Johnson,Mark Ballas,Athlete,Sports,Iowa,United States,17,≤25,28.0,9.333333333333334,3,0.9624856368421704,0.16186744334643594,1160000.0000000002,187766.23428186573,1,
8,7,Chuck Wicks,Julianne Hough,Singer/Rapper,Entertainment,Delaware,United States,29,26-35,27.0,9.0,3,0.9579670367519006,0.1547515676366073,1160000.0000000002,179511.8184584645,6,8.0
8,7,Gilles Marini,Cheryl Burke,Actor/Actress,Entertainment,Unknown,France,33,26-35,27.0,9.0,3,0.9576746518879203,0.15472894578219246,1160000.0000000002,179485.5771073433,2,
8,7,Lil' Kim,Derek Hough,Singer/Rapper,Entertainment,New York,United States,34,26-35,26.0,8.666666666666666,3,0.9263635364893008,0.14552930344203058,1160000.0000000002,168813.9919927555,5,9.0
8,7,Ty Murray,Chelsie Hightower,Athlete,Sports,Arizona,United States,39,36-45,24.0,8.0,3,0.7019670749341791,0.11908529477629862,1160000.0000000002,138138.94194050643,4,10.0
8,7,Lawrence Taylor,Edyta Sliwinska,Athlete,Sports,Virginia,United States,50,46-55,21.0,7.0,3,0.46215976079991644,0.09619960673135507,1160000.0000000002,111591.5438083719,7,7.0
8,8,Lil' Kim,Derek Hough,Singer/Rapper,Entertainment,New York,United States,34,26-35,28.0,9.333333333333334,3,0.9509679714267778,0.19751423929728604,1220000.0000000002,240967.371942689,5,9.0
8,8,Gilles Marini,Cheryl Burke,Actor/Actress,Entertainment,Unknown,France,33,26-35,27.5,9.166666666666666,3,0.9554833212938736,0.19249889193890363,1220000.0000000002,234848.64816546248,2,
8,8,Shawn Johnson,Mark Ballas,Athlete,Sports,Iowa,United States,17,≤25,26.0,8.666666666666666,3,0.9318114515224578,0.17204691523950463,1220000.0000000002,209897.2365921957,1,
8,8,Ty Murray,Chelsie Hightower,Athlete,Sports,Arizona,United States,39,36-45,26.0,8.666666666666666,3,0.787195225672682,0.16004565042826865,1220000.0000000002,195255.6935224878,4,10.0
8,8,Chuck Wicks,Julianne Hough,Singer/Rapper,Entertainment,Delaware,United States,29,26-35,25.5,8.5,3,0.7455169267992482,0.151314276704602,1220000.0000000002,184603.4175796145,6,8.0
8,8,Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,26,26-35,23.0,7.666666666666667,3,0.6640680247927058,0.12658002639143495,1220000.0000000002,154427.63219755067,3,
8,9,Gilles Marini,Cheryl Burke,Actor/Actress,Entertainment,Unknown,France,33,26-35,28.0,9.333333333333334,3,0.9543372007048646,0.22466956656080694,1280000.0,287577.04519783286,2,
8,9,Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,26,26-35,28.5,9.5,3,0.9011558357769277,0.2241901221062687,1280000.0,286963.35629602394,3,
8,9,Shawn Johnson,Mark Ballas,Athlete,Sports,Iowa,United States,17,≤25,28.0,9.333333333333334,3,0.9296222538943698,0.22191030224793828,1280000.0,284045.18687736103,1,
8,9,Lil' Kim,Derek Hough,Singer/Rapper,Entertainment,New York,United States,34,26-35,26.0,8.666666666666666,3,0.7214608531838674,0.17959926457430528,1280000.0,229887.05865511077,5,9.0
8,9,Ty Murray,Chelsie Hightower,Athlete,Sports,Arizona,United States,39,36-45,23.0,7.666666666666667,3,0.6153477828980576,0.14963074451068095,1280000.0,191527.35297367163,4,10.0
8,10,Gilles Marini,Cheryl Burke,Actor/Actress,Entertainment,Unknown,France,33,26-35,30.0,10.0,3,0.936055694263518,0.2979603482411066,1339999.9999999998,399266.8666430828,2,
8,10,Shawn Johnson,Mark Ballas,Athlete,Sports,Iowa,United States,17,≤25,28.0,9.333333333333334,3,0.9374178800270442,0.2726599304999286,1339999.9999999998,365364.3068699043,1,
8,10,Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,26,26-35,27.5,9.166666666666666,3,0.8441188478552636,0.2538377556571052,1339999.9999999998,340142.5925805209,3,
8,10,Ty Murray,Chelsie Hightower,Athlete,Sports,Arizona,United States,39,36-45,24.0,8.0,3,0.4135009277987996,0.17554196560185967,1339999.9999999998,235226.23390649192,4,10.0
8,11,Shawn Johnson,Mark Ballas,Athlete,Sports,Iowa,United States,17,≤25,30.0,10.0,3,0.9330357996910355,0.40888567474451687,1400000.0,572439.9446423237,1,
8,11,Gilles Marini,Cheryl Burke,Actor/Actress,Entertainment,Unknown,France,33,26-35,29.0,9.666666666666666,3,0.6851981748575495,0.3104596266496437,1400000.0,434643.4773095012,2,
8,11,Melissa Rycroft,Tony Dovolani,TV Personality,Media,Texas,United States,26,26-35,28.5,9.5,3,0.6343444551376538,0.28065469860583936,1400000.0,392916.5780481751,3,
9,1,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,33.9999,11.3333,3,0.9749148578828896,0.07558832430494429,800000.0,60470.65944395543,4,9.0
9,1,Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,31.9999,10.666633333333332,3,0.9878817420925297,0.07388797385333713,800000.0,59110.37908266971,5,8.0
9,1,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,30.9999,10.3333,3,0.9878817420925297,0.0726321242695224,800000.0,58105.69941561792,2,
9,1,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,30.9998,10.333266666666669,3,0.9830020377696743,0.07245499842086989,800000.0,57963.99873669591,3,
9,1,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,29.9999,9.999966666666666,3,0.9887276452842512,0.07131179503739636,800000.0,57049.43602991709,1,
9,1,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Entertainment,Hawaii,United States,45,36-45,28.9998,9.6666,3,0.9863833310711029,0.06979945799699809,800000.0,55839.56639759847,6,7.0
9,1,Louie Vito,Chelsie Hightower,Athlete,Sports,Ohio,United States,21,≤25,26.9998,8.999933333333333,3,0.9868140121115655,0.06680374266474828,800000.0,53442.99413179863,8,6.0
9,1,Natalie Coughlin,Alec Mazo,Athlete,Sports,California,United States,27,26-35,26.9998,8.999933333333333,3,0.986675881676376,0.0667991290090484,800000.0,53439.30320723872,10,5.0
9,1,Melissa Joan Hart,Mark Ballas,Actor/Actress,Entertainment,New York,United States,33,26-35,24.0,8.0,3,0.9720975816607156,0.06183612018672924,800000.0,49468.89614938339,9,6.0
9,1,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,Entertainment,New York,United States,45,36-45,22.0,7.333333333333333,3,0.9527737034054079,0.05857266122700213,800000.0,46858.1289816017,12,3.0
9,1,Chuck Liddell,Anna Trebunskaya,Athlete,Sports,California,United States,39,36-45,22.0,7.333333333333333,3,0.9453092043448601,0.0583544608820068,800000.0,46683.56870560544,11,4.0
9,1,Tom DeLay,Cheryl Burke,Politician,Other,Texas,United States,62,>55,19.9999,6.666633333333333,3,0.9691231501179725,0.05675132217869416,800000.0,45401.05774295532,13,-1.0
9,1,Kathy Ireland,Tony Dovolani,Model,Model,California,United States,46,46-55,19.9999,6.666633333333333,3,0.9219777541135511,0.0554291847947213,800000.0,44343.347835777044,14,2.0
9,1,Michael Irvin,Anna Demidova,Athlete,Sports,Florida,United States,43,36-45,19.0,6.333333333333333,3,0.9293316400335879,0.05466520250697341,800000.0,43732.16200557873,7,7.0
9,1,Macy Gray,Jonathan Roberts,Singer/Rapper,Entertainment,Ohio,United States,42,36-45,18.9999,6.3333,3,0.44128418471403935,0.04282842232112713,800000.0,34262.7378569017,15,1.0
9,1,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,Entertainment,California,United States,34,26-35,18.9999,6.3333,3,0.41574890116115654,0.042285080345880945,800000.0,33828.064276704754,16,1.0
9,2,Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,27.0,9.0,3,0.9856269926947085,0.08966708848989907,866666.6666666667,77711.47669124587,5,8.0
9,2,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,27.0,9.0,3,0.9856269926947085,0.08966708848989907,866666.6666666667,77711.47669124587,2,
9,2,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,25.0,8.333333333333334,3,0.9866281560530061,0.08578014590650593,866666.6666666667,74342.79311897181,1,
9,2,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Entertainment,Hawaii,United States,45,36-45,21.0,7.0,3,0.9844977822783655,0.07430761236484407,866666.6666666667,64399.9307161982,6,7.0
9,2,Natalie Coughlin,Alec Mazo,Athlete,Sports,California,United States,27,26-35,21.0,7.0,3,0.9840028883262517,0.07428922744560654,866666.6666666667,64383.99711952567,10,5.0
9,2,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,Entertainment,New York,United States,45,36-45,21.0,7.0,3,0.9769573141372828,0.07402798273881388,866666.6666666667,64157.58504030536,12,3.0
9,2,Michael Irvin,Anna Demidova,Athlete,Sports,Florida,United States,43,36-45,20.0,6.666666666666667,3,0.9289865252957807,0.06943105151257453,866666.6666666667,60173.5779775646,7,7.0
9,2,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,20.0,6.666666666666667,3,0.9274952755816844,0.0693793012902394,866666.6666666667,60128.72778487416,4,9.0
9,2,Louie Vito,Chelsie Hightower,Athlete,Sports,Ohio,United States,21,≤25,19.0,6.333333333333333,3,0.9480175551917974,0.06747392771130373,866666.6666666667,58477.40401646324,8,6.0
9,2,Melissa Joan Hart,Mark Ballas,Actor/Actress,Entertainment,New York,United States,33,26-35,19.0,6.333333333333333,3,0.9452628069964631,0.0673810548460287,866666.6666666667,58396.914199891544,9,6.0
9,2,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,19.0,6.333333333333333,3,0.9030272025361793,0.06597303452954545,866666.6666666667,57176.62992560606,3,
9,2,Chuck Liddell,Anna Trebunskaya,Athlete,Sports,California,United States,39,36-45,19.0,6.333333333333333,3,0.8958819397084336,0.06573775772282207,866666.6666666667,56972.723359779135,11,4.0
9,2,Tom DeLay,Cheryl Burke,Politician,Other,Texas,United States,62,>55,18.0,6.0,3,0.8645727306302631,0.06252429567988857,866666.6666666667,54187.7229225701,13,-1.0
9,2,Kathy Ireland,Tony Dovolani,Model,Model,California,United States,46,46-55,18.0,6.0,3,0.1781580755167297,0.0443604312720289,866666.6666666667,38445.70710242505,14,2.0
9,3,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,27.0,9.0,3,0.980947364612898,0.09418759387981028,933333.3333333334,87908.4209544896,2,
9,3,Natalie Coughlin,Alec Mazo,Athlete,Sports,California,United States,27,26-35,26.0,8.666666666666666,3,0.981571950557486,0.0926604074743574,933333.3333333334,86483.04697606691,10,5.0
9,3,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,23.0,7.666666666666667,3,0.9509116777426002,0.08518900695039167,933333.3333333334,79509.73982036556,4,9.0
9,3,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,21.0,7.0,3,0.9862770367872088,0.08169270660255377,933333.3333333334,76246.52616238352,1,
9,3,Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,21.0,7.0,3,0.9852499777910766,0.08165076575778869,933333.3333333334,76207.38137393612,5,8.0
9,3,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,20.0,6.666666666666667,3,0.9834587201132033,0.07900618594212208,933333.3333333334,73739.10687931394,3,
9,3,Louie Vito,Chelsie Hightower,Athlete,Sports,Ohio,United States,21,≤25,20.0,6.666666666666667,3,0.9811883840138462,0.07891655152879999,933333.3333333334,73655.44809354666,8,6.0
9,3,Melissa Joan Hart,Mark Ballas,Actor/Actress,Entertainment,New York,United States,33,26-35,19.0,6.333333333333333,3,0.9514711970475739,0.0752893696751667,933333.3333333334,70270.07836348892,9,6.0
9,3,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Entertainment,Hawaii,United States,45,36-45,18.0,6.0,3,0.9553146400444911,0.07310931310414868,933333.3333333334,68235.35889720544,6,7.0
9,3,Chuck Liddell,Anna Trebunskaya,Athlete,Sports,California,United States,39,36-45,17.0,5.666666666666667,3,0.8615492961559319,0.06773456877176871,933333.3333333334,63218.9308536508,11,4.0
9,3,Tom DeLay,Cheryl Burke,Politician,Other,Texas,United States,62,>55,15.0,5.0,3,0.8923122871139784,0.06537444549735426,933333.3333333334,61016.149130863974,13,-1.0
9,3,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,Entertainment,New York,United States,45,36-45,17.0,5.666666666666667,3,0.7898950739940149,0.06535079175006574,933333.3333333334,60994.07230006136,12,3.0
9,3,Michael Irvin,Anna Demidova,Athlete,Sports,Florida,United States,43,36-45,14.0,4.666666666666667,3,0.7568100904956984,0.059838293065671934,933333.3333333334,55849.07352796047,7,7.0
9,4,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,28.0,9.333333333333334,3,0.9847289620832621,0.10815670198490897,1000000.0,108156.70198490897,2,
9,4,Melissa Joan Hart,Mark Ballas,Actor/Actress,Entertainment,New York,United States,33,26-35,28.0,9.333333333333334,3,0.9831669913941383,0.10807226616160462,1000000.0,108072.26616160462,9,6.0
9,4,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,26.0,8.666666666666666,3,0.9546989084545826,0.10226207791186315,1000000.0,102262.07791186315,4,9.0
9,4,Natalie Coughlin,Alec Mazo,Athlete,Sports,California,United States,27,26-35,24.0,8.0,3,0.9804117848445901,0.09863524272739017,1000000.0,98635.24272739017,10,5.0
9,4,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,24.0,8.0,3,0.9769100666852883,0.09846269741243127,1000000.0,98462.69741243127,1,
9,4,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,23.0,7.666666666666667,3,0.9748695022079726,0.09578655045045693,1000000.0,95786.55045045694,3,
9,4,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Entertainment,Hawaii,United States,45,36-45,22.0,7.333333333333333,3,0.9562118003373417,0.09235352962287588,1000000.0,92353.52962287588,6,7.0
9,4,Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,18.0,6.0,3,0.9386365950959524,0.08261282163288385,1000000.0,82612.82163288385,5,8.0
9,4,Louie Vito,Chelsie Hightower,Athlete,Sports,Ohio,United States,21,≤25,16.0,5.333333333333333,3,0.7684360429788986,0.07282340744236597,1000000.0,72823.40744236598,8,6.0
9,4,Chuck Liddell,Anna Trebunskaya,Athlete,Sports,California,United States,39,36-45,17.0,5.666666666666667,3,0.6698042698551769,0.07067746297714411,1000000.0,70677.46297714411,11,4.0
9,4,Michael Irvin,Anna Demidova,Athlete,Sports,Florida,United States,43,36-45,16.0,5.333333333333333,3,0.6938392393818672,0.07015724167607514,1000000.0,70157.24167607514,7,7.0
9,5,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,29.0,9.666666666666666,3,0.9822079027806344,0.12403807735185216,1066666.6666666667,132307.2825086423,1,
9,5,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,27.0,9.0,3,0.9858781276126565,0.11713556200733853,1066666.6666666667,124944.59947449445,2,
9,5,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Entertainment,Hawaii,United States,45,36-45,26.0,8.666666666666666,3,0.9799088576111016,0.1121137209984464,1066666.6666666667,119587.9690650095,6,7.0
9,5,Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,24.0,8.0,3,0.979971715577972,0.10177119218182132,1066666.6666666667,108555.93832727608,5,8.0
9,5,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,24.0,8.0,3,0.9772285496992945,0.10163170023516382,1066666.6666666667,108407.14691750809,3,
9,5,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,24.0,8.0,3,0.9479180632716145,0.10015312386164761,1066666.6666666667,106829.99878575746,4,9.0
9,5,Melissa Joan Hart,Mark Ballas,Actor/Actress,Entertainment,New York,United States,33,26-35,23.0,7.666666666666667,3,0.9526665063145892,0.09557613927938975,1066666.6666666667,101947.88189801574,9,6.0
9,5,Louie Vito,Chelsie Hightower,Athlete,Sports,Ohio,United States,21,≤25,22.0,7.333333333333333,3,0.8733686282311989,0.087841708563244,1066666.6666666667,93697.82246746027,8,6.0
9,5,Michael Irvin,Anna Demidova,Athlete,Sports,Florida,United States,43,36-45,21.0,7.0,3,0.7739118452301618,0.08047056796417407,1066666.6666666667,85835.27249511902,7,7.0
9,5,Natalie Coughlin,Alec Mazo,Athlete,Sports,California,United States,27,26-35,22.0,7.333333333333333,3,0.6679700408171055,0.07926820755692233,1066666.6666666667,84552.75472738383,10,5.0
9,6,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,35.9999,11.999966666666666,3,0.941596210677186,0.1330540257551558,1133333.3333333333,150794.5625225099,4,9.0
9,6,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,33.0,11.0,3,0.9731695510911884,0.12794364267505068,1133333.3333333333,145002.7950317241,2,
9,6,Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,32.9998,10.999933333333331,3,0.9689516978585117,0.12767356970010002,1133333.3333333333,144696.71232678002,5,8.0
9,6,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Entertainment,Hawaii,United States,45,36-45,32.0,10.666666666666666,3,0.9703973533971272,0.12503201593358296,1133333.3333333333,141702.95139139402,6,7.0
9,6,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,30.9999,10.3333,3,0.9725874537412926,0.12233279091864625,1133333.3333333333,138643.82970779907,1,
9,6,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,24.9998,8.333266666666667,3,0.8577041436854338,0.10024234870524494,1133333.3333333333,113607.99519927759,3,
9,6,Michael Irvin,Anna Demidova,Athlete,Sports,Florida,United States,43,36-45,21.9998,7.333266666666667,3,0.7289778925208636,0.08886389698167553,1133333.3333333333,100712.41657923226,7,7.0
9,6,Louie Vito,Chelsie Hightower,Athlete,Sports,Ohio,United States,21,≤25,24.0,8.0,3,0.6471901808419422,0.08840190947335422,1133333.3333333333,100188.83073646811,8,6.0
9,6,Melissa Joan Hart,Mark Ballas,Actor/Actress,Entertainment,New York,United States,33,26-35,23.9999,7.999966666666666,3,0.6026735632264757,0.08645579985718964,1133333.3333333333,97983.23983814825,9,6.0
9,7,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,27.5,9.166666666666666,3,0.9386395492704429,0.16936804010974182,1200000.0,203241.6481316902,4,9.0
9,7,Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,26.5,8.833333333333334,3,0.9722855350101719,0.16398084483767944,1200000.0,196777.01380521533,5,8.0
9,7,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,26.0,8.666666666666666,3,0.9678118821027795,0.15908489262158498,1200000.0,190901.87114590197,1,
9,7,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,26.0,8.666666666666666,3,0.954775613486124,0.1580513280407679,1200000.0,189661.5936489215,3,
9,7,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,24.5,8.166666666666666,3,0.8469282877229191,0.13682517431910377,1200000.0,164190.2091829245,2,
9,7,Michael Irvin,Anna Demidova,Athlete,Sports,Florida,United States,43,36-45,23.5,7.833333333333333,3,0.553710569089031,0.1116452777510529,1200000.0,133974.33330126348,7,7.0
9,7,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Entertainment,Hawaii,United States,45,36-45,21.5,7.166666666666667,3,0.5223658910917172,0.10104444232006912,1200000.0,121253.33078408295,6,7.0
9,8,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,29.5,9.833333333333334,3,0.9626595204187646,0.257897654761972,1266666.6666666665,326670.36269849783,2,
9,8,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,26.0,8.666666666666666,3,0.9204350614217024,0.20904713826921567,1266666.6666666665,264793.0418076732,4,9.0
9,8,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,25.5,8.5,3,0.8234634873630479,0.19277577597631868,1266666.6666666665,244182.64957000362,3,
9,8,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,25.0,8.333333333333334,3,0.6891724841352833,0.1747515568884849,1266666.6666666665,221351.97205874752,1,
9,8,Aaron Carter,Karina Smirnoff,Singer/Rapper,Entertainment,Florida,United States,21,≤25,25.0,8.333333333333334,3,0.5807211119698772,0.16552787410400865,1266666.6666666665,209668.64053174428,5,8.0
9,9,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,28.9999,9.666633333333332,3,0.9365651719704602,0.3110490804206137,1333333.3333333335,414732.107227485,2,
9,9,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,25.9998,8.6666,3,0.8234634873630479,0.2440063657082689,1333333.3333333335,325341.82094435854,3,
9,9,Joanna Krupa,Derek Hough,Model,Model,Unknown,Poland,30,26-35,27.0,9.0,3,0.621449265500406,0.23606378344827947,1333333.3333333335,314751.7112643727,4,9.0
9,9,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,24.666600000000003,8.2222,3,0.6717043206373831,0.20888077042283792,1333333.3333333335,278507.6938971173,1,
9,10,Donny Osmond,Kym Johnson,Singer/Rapper,Entertainment,Utah,United States,51,46-55,28.9998,9.6666,3,0.8895131885838617,0.37130703501097717,1400000.0,519829.84901536803,1,
9,10,Mya,Dmitry Chaplin,Singer/Rapper,Entertainment,Washington D.C.,United States,29,26-35,28.3332,9.4444,3,0.92986971681911,0.3647183408989808,1400000.0,510605.6772585731,2,
9,10,Kelly Osbourne,Louis van Amstel,TV Personality,Media,Unknown,England,24,≤25,25.2222,8.4074,3,0.6404605623852194,0.2639746240900422,1400000.0,369564.4737260591,3,
10,1,Nicole Scherzinger,Derek Hough,Singer/Rapper,Entertainment,Hawaii,United States,31,26-35,25.0,8.333333333333334,3,0.9878817420925297,0.10943104292869163,800000.0,87544.8343429533,1,
10,1,Evan Lysacek,Anna Trebunskaya,Athlete,Sports,Illinois,United States,24,≤25,23.0,7.666666666666667,3,0.9878817420925297,0.10463984596390988,800000.0,83711.8767711279,2,
10,1,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Media,Maine,United States,32,26-35,21.0,7.0,3,0.9873279028057048,0.09842587612731835,800000.0,78740.70090185468,3,
10,1,Pamela Anderson,Damian Whitewood,Model,Model,Unknown,Canada,42,36-45,21.0,7.0,3,0.9738125548400536,0.09776298845698343,800000.0,78210.39076558675,6,7.0
10,1,Jake Pavelka,Chelsie Hightower,TV Personality,Media,Texas,United States,32,26-35,20.0,6.666666666666667,3,0.9890287678934616,0.09510254672631455,800000.0,76082.03738105163,7,6.0
10,1,Shannen Doherty,Mark Ballas,Actor/Actress,Entertainment,Tennessee,United States,38,36-45,18.0,6.0,3,0.9653246563656591,0.08732149317315588,800000.0,69857.19453852471,11,2.0
10,1,Chad Ochocinco,Cheryl Burke,Athlete,Sports,Florida,United States,32,26-35,18.0,6.0,3,0.9621053241023104,0.08718104778844216,800000.0,69744.83823075372,4,9.0
10,1,Niecy Nash,Louis van Amstel,Actor/Actress,Entertainment,California,United States,40,36-45,18.0,6.0,3,0.9462382154729706,0.0864921286129025,800000.0,69193.70289032199,5,8.0
10,1,Kate Gosselin,Tony Dovolani,TV Personality,Media,Pennsylvania,United States,35,26-35,16.0,5.333333333333333,3,0.9559151016742996,0.08123553002740803,800000.0,64988.424021926425,8,5.0
10,1,Aiden Turner,Edyta Sliwinska,Actor/Actress,Entertainment,Unknown,England,32,26-35,15.0,5.0,3,0.9088622314180997,0.07710924936314109,800000.0,61687.39949051287,9,4.0
10,1,Buzz Aldrin,Ashly DelGrosso,Astronaut,Other,New Jersey,United States,80,>55,14.0,4.666666666666667,3,0.9102424267247796,0.0752982508317326,800000.0,60238.600665386075,10,3.0
