season,week,n_contestants,original_rule,true_k,true_eliminated,rank_eliminated,pct_eliminated,rank_bottom2,pct_bottom2,method_conflict,kendall_tau,rank_bias,pct_bias,rank_ndcg,pct_ndcg,rank_phi_J,rank_phi_F,pct_phi_J,pct_phi_F,rank_ratio,pct_ratio
10,2,11,percent,1,['Shannen Doherty'],['Buzz Aldrin'],['Buzz Aldrin'],"['Buzz Aldrin', 'Kate Gosselin']","['Buzz Aldrin', 'Kate Gosselin']",False,0.9636363636363636,0.5028277043296991,0.5028254302037115,0.9991957695280552,1.0,0.4967724545603161,0.5024233149677391,0.4971745697962885,0.5028254302037115,1.0113751280728178,1.011365927859261
10,3,10,percent,1,['Buzz Aldrin'],['Buzz Aldrin'],['Buzz Aldrin'],"['Buzz Aldrin', 'Kate Gosselin']","['Buzz Aldrin', 'Kate Gosselin']",False,0.9999999999999999,0.5011779118168644,0.5011779118168644,1.0,1.0,0.49882208818313556,0.5011779118168644,0.49882208818313556,0.5011779118168644,1.0047227531464815,1.0047227531464815
10,4,9,percent,1,['Aiden Turner'],['Kate Gosselin'],['Aiden Turner'],"['Kate Gosselin', 'Aiden Turner']","['Aiden Turner', 'Kate Gosselin']",True,0.9860132971832694,0.5002871024909068,0.5002869377298329,0.9994261245403342,1.0,0.4994261245403342,0.5,0.4997130622701671,0.5002869377298329,1.0011490497192221,1.0011483899291622
10,5,8,percent,1,['Kate Gosselin'],['Kate Gosselin'],['Kate Gosselin'],"['Kate Gosselin', 'Niecy Nash']","['Kate Gosselin', 'Niecy Nash']",False,0.9999999999999998,0.5004297338711976,0.5004297338711976,1.0,1.0,0.49957026612880245,0.5004297338711976,0.49957026612880245,0.5004297338711976,1.0017203940735928,1.0017203940735928
10,6,7,percent,1,['Jake Pavelka'],['Jake Pavelka'],['Jake Pavelka'],"['Jake Pavelka', 'Niecy Nash']","['Jake Pavelka', 'Niecy Nash']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
10,7,6,percent,1,['Pamela Anderson'],['Niecy Nash'],['Niecy Nash'],"['Niecy Nash', 'Pamela Anderson']","['Niecy Nash', 'Pamela Anderson']",False,0.9999999999999999,0.5035778330099736,0.5035778330099736,1.0,1.0,0.49642216699002634,0.5035778330099736,0.49642216699002634,0.5035778330099736,1.0144144567902555,1.0144144567902555
10,8,5,percent,1,['Niecy Nash'],['Niecy Nash'],['Niecy Nash'],"['Niecy Nash', 'Chad Ochocinco']","['Niecy Nash', 'Chad Ochocinco']",False,0.9999999999999999,0.500937037898248,0.500937037898248,1.0,1.0,0.49906296210175205,0.500937037898248,0.49906296210175205,0.500937037898248,1.0037551689892028,1.0037551689892028
10,9,4,percent,1,['Chad Ochocinco'],['Chad Ochocinco'],['Chad Ochocinco'],"['Chad Ochocinco', 'Erin Andrews']","['Chad Ochocinco', 'Erin Andrews']",False,1.0,0.5025823320901462,0.5025823320901462,1.0,1.0,0.49741766790985376,0.5025823320901462,0.49741766790985376,0.5025823320901462,1.0103829325125604,1.0103829325125604
10,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
11,1,12,percent,1,['David Hasselhoff'],['Margaret Cho'],['Margaret Cho'],"['Margaret Cho', 'David Hasselhoff']","['Margaret Cho', 'David Hasselhoff']",False,0.9999999999999998,0.5007565909730405,0.5007565909730405,1.0,1.0,0.49924340902695946,0.5007565909730405,0.49924340902695946,0.5007565909730405,1.0030309301803721,1.0030309301803721
11,2,11,percent,1,['Michael Bolton'],['Michael Bolton'],['Michael Bolton'],"['Michael Bolton', 'Margaret Cho']","['Michael Bolton', 'Margaret Cho']",False,1.0,0.5004312351332882,0.5004312351332882,1.0,1.0,0.49956876486671176,0.5004312351332882,0.49956876486671176,0.5004312351332882,1.0017264094754654,1.0017264094754654
11,3,10,percent,1,['Margaret Cho'],['Margaret Cho'],['Margaret Cho'],"['Margaret Cho', 'Bristol Palin']","['Margaret Cho', 'Bristol Palin']",False,0.9999999999999999,0.5013037058924843,0.5013037058924843,1.0,1.0,0.49869629410751565,0.5013037058924843,0.49869629410751565,0.5013037058924843,1.0052284361514068,1.0052284361514068
11,4,9,percent,1,['The Situation'],['The Situation'],['The Situation'],"['The Situation', 'Bristol Palin']","['The Situation', 'Bristol Palin']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
11,5,8,percent,1,['Florence Henderson'],['Bristol Palin'],['Bristol Palin'],"['Bristol Palin', 'Florence Henderson']","['Bristol Palin', 'Florence Henderson']",False,0.9999999999999998,0.5012086870215725,0.5012086870215725,1.0,1.0,0.4987913129784275,0.5012086870215725,0.4987913129784275,0.5012086870215725,1.004846443656458,1.004846443656458
11,6,7,percent,1,['Audrina Patridge'],['Kurt Warner'],['Kurt Warner'],"['Kurt Warner', 'Bristol Palin']","['Kurt Warner', 'Bristol Palin']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
11,7,6,percent,1,['Rick Fox'],['Bristol Palin'],['Bristol Palin'],"['Bristol Palin', 'Kyle Massey']","['Bristol Palin', 'Kyle Massey']",False,0.9999999999999999,0.5021706707238698,0.5021706707238698,1.0,1.0,0.49782932927613016,0.5021706707238698,0.49782932927613016,0.5021706707238698,1.0087205214824264,1.0087205214824264
11,8,5,percent,1,['Kurt Warner'],['Bristol Palin'],['Kurt Warner'],"['Bristol Palin', 'Kurt Warner']","['Kurt Warner', 'Bristol Palin']",True,0.9486832980505138,0.5086260500178452,0.5085187646900335,0.9875626355528008,1.0,0.4852625530863669,0.5023000824664339,0.4914812353099665,0.5085187646900335,1.0351098985911977,1.0346656551855236
11,9,4,percent,1,['Brandy'],['Bristol Palin'],['Bristol Palin'],"['Bristol Palin', 'Brandy']","['Bristol Palin', 'Brandy']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
11,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
12,1,11,percent,0,[],[],[],[],[],False,0.9999999999999999,0.5001023253228271,0.5001023253228271,1.0,1.0,0.49989767467717294,0.5001023253228271,0.49989767467717294,0.5001023253228271,1.0004093650599448,1.0004093650599448
12,2,11,percent,1,['Mike Catherwood'],['Mike Catherwood'],['Mike Catherwood'],"['Mike Catherwood', 'Wendy Williams']","['Mike Catherwood', 'Wendy Williams']",False,1.0,0.5024554525664179,0.5024554525664179,1.0,1.0,0.4975445474335821,0.5024554525664179,0.4975445474335821,0.5024554525664179,1.0098702619885283,1.0098702619885283
12,3,10,percent,1,['Wendy Williams'],['Wendy Williams'],['Wendy Williams'],"['Wendy Williams', 'Sugar Ray Leonard']","['Wendy Williams', 'Sugar Ray Leonard']",False,0.9999999999999999,0.5060946865116746,0.5060946865116746,1.0,1.0,0.49390531348832545,0.5060946865116746,0.49390531348832545,0.5060946865116746,1.024679553840924,1.024679553840924
12,4,9,percent,1,['Sugar Ray Leonard'],['Kendra Wilkinson'],['Kendra Wilkinson'],"['Kendra Wilkinson', 'Sugar Ray Leonard']","['Kendra Wilkinson', 'Sugar Ray Leonard']",False,1.0,0.501159735146991,0.501159735146991,1.0,1.0,0.49884026485300903,0.501159735146991,0.49884026485300903,0.501159735146991,1.0046497053484011,1.0046497053484011
12,5,8,percent,1,['Petra Nemcova'],['Petra Nemcova'],['Petra Nemcova'],"['Petra Nemcova', 'Kendra Wilkinson']","['Petra Nemcova', 'Kendra Wilkinson']",False,0.9999999999999998,0.5089090020446209,0.5089090020446209,1.0,1.0,0.49109099795537914,0.5089090020446209,0.49109099795537914,0.5089090020446209,1.0362824686272014,1.0362824686272014
12,6,7,percent,1,['Chris Jericho'],['Chris Jericho'],['Chris Jericho'],"['Chris Jericho', 'Ralph Macchio']","['Chris Jericho', 'Ralph Macchio']",False,1.0,0.5022818276471861,0.5022818276471861,1.0,1.0,0.49771817235281396,0.5022818276471861,0.49771817235281396,0.5022818276471861,1.00916913517766,1.00916913517766
12,7,6,percent,1,['Kendra Wilkinson'],['Romeo'],['Romeo'],"['Romeo', 'Kirstie Alley']","['Romeo', 'Kirstie Alley']",False,0.9999999999999999,0.5019635315686983,0.5019635315686983,1.0,1.0,0.4980364684313016,0.5019635315686983,0.4980364684313016,0.5019635315686983,1.0078850712898904,1.0078850712898904
12,8,5,percent,1,['Romeo'],['Ralph Macchio'],['Ralph Macchio'],"['Ralph Macchio', 'Romeo']","['Ralph Macchio', 'Romeo']",False,0.9999999999999999,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
12,9,4,percent,1,['Ralph Macchio'],['Ralph Macchio'],['Ralph Macchio'],"['Ralph Macchio', 'Kirstie Alley']","['Ralph Macchio', 'Kirstie Alley']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
12,10,3,percent,0,[],[],[],[],[],False,1.0,0.5094898265321965,0.5094898265321965,1.0,1.0,0.49051017346780346,0.5094898265321965,0.49051017346780346,0.5094898265321965,1.0386936779379605,1.0386936779379605
13,1,12,percent,1,['Metta World Peace (Ron)'],['Metta World Peace (Ron)'],['Metta World Peace (Ron)'],"['Metta World Peace (Ron)', 'Elisabetta Canalis']","['Metta World Peace (Ron)', 'Elisabetta Canalis']",False,0.9999999999999998,0.5013365418459548,0.5013365418459548,1.0,1.0,0.4986634581540453,0.5013365418459548,0.4986634581540453,0.5013365418459548,1.00536047627833,1.00536047627833
13,2,11,percent,1,['Elisabetta Canalis'],['Chaz Bono'],['Chaz Bono'],"['Chaz Bono', 'Carson Kressley']","['Chaz Bono', 'Carson Kressley']",False,1.0,0.5161493232283891,0.5161493232283891,1.0,1.0,0.48385067677161087,0.5161493232283891,0.48385067677161087,0.5161493232283891,1.066753313242736,1.066753313242736
13,3,10,percent,1,['Kristin Cavallari'],['Chaz Bono'],['Chaz Bono'],"['Chaz Bono', 'Nancy Grace']","['Chaz Bono', 'Nancy Grace']",False,0.9999999999999999,0.5034646282479079,0.5034646282479079,1.0,1.0,0.49653537175209206,0.5034646282479079,0.49653537175209206,0.5034646282479079,1.0139551918160699,1.0139551918160699
13,4,9,percent,1,['Chynna Phillips'],['Carson Kressley'],['Carson Kressley'],"['Carson Kressley', 'Chaz Bono']","['Carson Kressley', 'Chaz Bono']",False,1.0,0.5021951818526917,0.5021951818526917,1.0,1.0,0.4978048181473082,0.5021951818526917,0.4978048181473082,0.5021951818526917,1.0088194277297857,1.0088194277297857
13,5,8,percent,1,['Carson Kressley'],['Carson Kressley'],['Carson Kressley'],"['Carson Kressley', 'Chaz Bono']","['Carson Kressley', 'Chaz Bono']",False,0.9999999999999998,0.5010731589924999,0.5010731589924999,1.0,1.0,0.4989268410075,0.5010731589924999,0.4989268410075,0.5010731589924999,1.004301849019883,1.004301849019883
13,6,7,percent,1,['Chaz Bono'],['Chaz Bono'],['Chaz Bono'],"['Chaz Bono', 'Hope Solo']","['Chaz Bono', 'Hope Solo']",False,1.0,0.5009804523615654,0.5009804523615654,1.0,1.0,0.4990195476384346,0.5009804523615654,0.4990195476384346,0.5009804523615654,1.0039294947324522,1.0039294947324522
13,7,6,percent,1,['David Arquette'],['Nancy Grace'],['Nancy Grace'],"['Nancy Grace', 'David Arquette']","['Nancy Grace', 'David Arquette']",False,0.9999999999999999,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
13,8,5,percent,1,['Nancy Grace'],['Nancy Grace'],['Nancy Grace'],"['Nancy Grace', 'Rob Kardashian']","['Nancy Grace', 'Rob Kardashian']",False,0.9999999999999999,0.5008398079182046,0.5008398079182046,1.0,1.0,0.49916019208179546,0.5008398079182046,0.49916019208179546,0.5008398079182046,1.0033648632831789,1.0033648632831789
13,9,4,percent,1,['Hope Solo'],['Hope Solo'],['Hope Solo'],"['Hope Solo', 'J.R. Martinez']","['Hope Solo', 'J.R. Martinez']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
13,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
14,1,12,percent,0,[],[],[],[],[],False,0.9999999999999998,0.5014948031184834,0.5014948031184834,1.0,1.0,0.49850519688151657,0.5014948031184834,0.49850519688151657,0.5014948031184834,1.005997121385489,1.005997121385489
14,2,12,percent,1,['Martina Navratilova'],['Martina Navratilova'],['Martina Navratilova'],"['Martina Navratilova', 'Gladys Knight']","['Martina Navratilova', 'Gladys Knight']",False,0.9999999999999998,0.502713800236092,0.502713800236092,1.0,1.0,0.497286199763908,0.502713800236092,0.497286199763908,0.502713800236092,1.0109144198363371,1.0109144198363371
14,3,11,percent,1,['Jack Wagner'],['Melissa Gilbert'],['Melissa Gilbert'],"['Melissa Gilbert', 'Jack Wagner']","['Melissa Gilbert', 'Jack Wagner']",False,1.0,0.5023629504990728,0.5023629504990728,1.0,1.0,0.4976370495009273,0.5023629504990728,0.4976370495009273,0.5023629504990728,1.0094966620912136,1.0094966620912136
14,4,10,percent,1,['Sherri Sheperd'],['Gladys Knight'],['Gladys Knight'],"['Gladys Knight', 'Sherri Sheperd']","['Gladys Knight', 'Sherri Sheperd']",False,0.9999999999999999,0.5015262320169465,0.5015262320169465,1.0,1.0,0.49847376798305354,0.5015262320169465,0.49847376798305354,0.5015262320169465,1.006123600014115,1.006123600014115
14,5,9,percent,1,['Gavin DeGraw'],['Gavin DeGraw'],['Gavin DeGraw'],"['Gavin DeGraw', 'Melissa Gilbert']","['Gavin DeGraw', 'Melissa Gilbert']",False,1.0,0.5000225530074769,0.5000225530074769,1.0,1.0,0.49997744699252317,0.5000225530074769,0.49997744699252317,0.5000225530074769,1.00009019609649,1.00009019609649
14,6,8,percent,1,['Gladys Knight'],['Gladys Knight'],['Gladys Knight'],"['Gladys Knight', 'Roshon Fegan']","['Gladys Knight', 'Roshon Fegan']",False,0.9999999999999998,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
14,7,7,percent,1,['Jaleel White'],['Melissa Gilbert'],['Melissa Gilbert'],"['Melissa Gilbert', 'Jaleel White']","['Melissa Gilbert', 'Jaleel White']",False,1.0,0.5000605435036172,0.5000605435036172,1.0,1.0,0.4999394564963828,0.5000605435036172,0.4999394564963828,0.5000605435036172,1.0002421833348805,1.0002421833348805
14,8,6,percent,2,"['Roshon Fegan', 'Melissa Gilbert']","['Melissa Gilbert', 'Maria Menounos']","['Melissa Gilbert', 'Maria Menounos']","['Melissa Gilbert', 'Maria Menounos']","['Melissa Gilbert', 'Maria Menounos']",False,0.9999999999999999,0.500822340478154,0.500822340478154,1.0,1.0,0.49917765952184606,0.500822340478154,0.49917765952184606,0.500822340478154,1.0032947606768614,1.0032947606768614
14,9,4,percent,1,['Maria Menounos'],['Katherine Jenkins'],['Katherine Jenkins'],"['Katherine Jenkins', 'Donald Driver']","['Katherine Jenkins', 'Donald Driver']",False,0.912870929175277,0.4827960882377755,0.4827960882377755,1.0,1.0,0.5172039117622245,0.4827960882377755,0.5172039117622245,0.4827960882377755,0.9334733707988636,0.9334733707988636
14,10,3,percent,0,[],[],[],[],[],False,1.0,0.5266403319921553,0.5266403319921553,1.0,1.0,0.4733596680078447,0.5266403319921553,0.4733596680078447,0.5266403319921553,1.1125584971845186,1.1125584971845186
15,1,13,percent,1,['Pamela Anderson'],['Pamela Anderson'],['Pamela Anderson'],"['Pamela Anderson', 'Kirstie Alley']","['Pamela Anderson', 'Kirstie Alley']",False,0.9999999999999998,0.5000099377474014,0.5000099377474014,1.0,1.0,0.4999900622525986,0.5000099377474014,0.4999900622525986,0.5000099377474014,1.0000397317784997,1.0000397317784997
15,2,12,percent,1,['Joey Fatone'],['Bristol Palin'],['Bristol Palin'],"['Bristol Palin', 'Kirstie Alley']","['Bristol Palin', 'Kirstie Alley']",False,0.9999999999999998,0.5006466360333456,0.5006466360333456,1.0,1.0,0.4993533639666544,0.5006466360333456,0.4993533639666544,0.5006466360333456,1.002589873492629,1.002589873492629
15,3,11,percent,2,"['Helio Castroneves', 'Drew Lachey']","['Bristol Palin', 'Drew Lachey']","['Bristol Palin', 'Drew Lachey']","['Bristol Palin', 'Drew Lachey']","['Bristol Palin', 'Drew Lachey']",False,1.0,0.49916993925409625,0.49916993925409625,1.0,1.0,0.5008300607459037,0.49916993925409625,0.5008300607459037,0.49916993925409625,0.9966852399870179,0.9966852399870179
15,4,9,percent,1,['Bristol Palin'],['Kirstie Alley'],['Kirstie Alley'],"['Kirstie Alley', 'Bristol Palin']","['Kirstie Alley', 'Bristol Palin']",False,1.0,0.5000908658498591,0.5000908658498591,1.0,1.0,0.499909134150141,0.5000908658498591,0.499909134150141,0.5000908658498591,1.0003635094533567,1.0003635094533567
15,5,8,percent,0,[],[],[],[],[],False,0.9999999999999998,0.5057410405510516,0.5057410405510516,1.0,1.0,0.4942589594489484,0.5057410405510516,0.4942589594489484,0.5057410405510516,1.02323088059465,1.02323088059465
15,6,8,percent,1,['Sabrina Bryan'],['Emmitt Smith'],['Emmitt Smith'],"['Emmitt Smith', 'Kelly Monaco']","['Emmitt Smith', 'Kelly Monaco']",False,0.9999999999999998,0.5080009868421993,0.5080009868421993,1.0,1.0,0.49199901315780076,0.5080009868421993,0.49199901315780076,0.5080009868421993,1.0325243810072895,1.0325243810072895
15,7,7,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
15,8,7,percent,2,"['Gilles Marini', 'Kirstie Alley']","['Kirstie Alley', 'Shawn Johnson']","['Kirstie Alley', 'Shawn Johnson']","['Kirstie Alley', 'Shawn Johnson']","['Kirstie Alley', 'Shawn Johnson']",False,1.0,0.5002368901004328,0.5002368901004328,1.0,1.0,0.4997631098995671,0.5002368901004328,0.4997631098995671,0.5002368901004328,1.0009479895214375,1.0009479895214375
15,9,5,percent,2,"['Apolo Anton Ohno', 'Emmitt Smith']","['Emmitt Smith', 'Kelly Monaco']","['Emmitt Smith', 'Kelly Monaco']","['Emmitt Smith', 'Kelly Monaco']","['Emmitt Smith', 'Kelly Monaco']",False,0.9999999999999999,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
15,10,3,percent,0,[],[],[],[],[],False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
16,1,12,percent,0,[],[],[],[],[],False,0.9999999999999998,0.5005148142236855,0.5005148142236855,1.0,1.0,0.4994851857763145,0.5005148142236855,0.4994851857763145,0.5005148142236855,1.0020613592876777,1.0020613592876777
16,2,12,percent,0,[],[],[],[],[],False,0.9999999999999998,0.5011588324738918,0.5011588324738918,1.0,1.0,0.49884116752610813,0.5011588324738918,0.49884116752610813,0.5011588324738918,1.0046460778544337,1.0046460778544337
16,3,11,percent,1,['Wynonna Judd'],['Wynonna Judd'],['Wynonna Judd'],"['Wynonna Judd', 'D. L. Hughley']","['Wynonna Judd', 'D. L. Hughley']",False,1.0,0.5012355090710268,0.5012355090710268,1.0,1.0,0.4987644909289732,0.5012355090710268,0.4987644909289732,0.5012355090710268,1.0049542582470308,1.0049542582470308
16,4,10,percent,1,['Lisa Vanderpump'],['Lisa Vanderpump'],['Lisa Vanderpump'],"['Lisa Vanderpump', 'Victor Ortiz']","['Lisa Vanderpump', 'Victor Ortiz']",False,0.9999999999999999,0.501430323545208,0.501430323545208,1.0,1.0,0.49856967645479205,0.501430323545208,0.49856967645479205,0.501430323545208,1.0057376875653177,1.0057376875653177
16,5,9,percent,1,['D. L. Hughley'],['D. L. Hughley'],['D. L. Hughley'],"['D. L. Hughley', 'Andy Dick']","['D. L. Hughley', 'Andy Dick']",False,1.0,0.50038592970585,0.50038592970585,1.0,1.0,0.49961407029414995,0.50038592970585,0.49961407029414995,0.50038592970585,1.0015448912313394,1.0015448912313394
16,6,8,percent,1,['Victor Ortiz'],['Victor Ortiz'],['Victor Ortiz'],"['Victor Ortiz', 'Andy Dick']","['Victor Ortiz', 'Andy Dick']",False,0.9999999999999998,0.5014089289901058,0.5014089289901058,1.0,1.0,0.4985910710098942,0.5014089289901058,0.4985910710098942,0.5014089289901058,1.0056516213136104,1.0056516213136104
16,7,7,percent,1,['Andy Dick'],['Andy Dick'],['Andy Dick'],"['Andy Dick', 'Sean Lowe']","['Andy Dick', 'Sean Lowe']",False,0.9759000729485333,0.4996810573013098,0.4996810573013098,1.0,1.0,0.5003189426986903,0.4996810573013098,0.5003189426986903,0.4996810573013098,0.9987250225202549,0.9987250225202549
16,8,6,percent,1,['Sean Lowe'],['Sean Lowe'],['Sean Lowe'],"['Sean Lowe', 'Ingo Rademacher']","['Sean Lowe', 'Ingo Rademacher']",False,0.9999999999999999,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
16,9,5,percent,1,['Ingo Rademacher'],['Ingo Rademacher'],['Ingo Rademacher'],"['Ingo Rademacher', 'Zendaya']","['Ingo Rademacher', 'Zendaya']",False,0.9999999999999999,0.5015564050842428,0.5015564050842428,1.0,1.0,0.4984435949157572,0.5015564050842428,0.4984435949157572,0.5015564050842428,1.0062450398355733,1.0062450398355733
16,10,4,percent,1,['Alexandra Raisman'],['Jacoby Jones'],['Jacoby Jones'],"['Jacoby Jones', 'Alexandra Raisman']","['Jacoby Jones', 'Alexandra Raisman']",False,1.0,0.5003514703653993,0.5003514703653993,1.0,1.0,0.4996485296346007,0.5003514703653993,0.4996485296346007,0.5003514703653993,1.0014068503658844,1.0014068503658844
17,1,12,percent,0,[],[],[],[],[],False,1.0,0.5000311011244951,0.5000311011244951,1.0,1.0,0.49996889887550494,0.5000311011244951,0.49996889887550494,0.5000311011244951,1.0001243922329692,1.0001243922329692
17,2,12,percent,1,['Keyshawn Johnson'],['Bill Nye'],['Keyshawn Johnson'],"['Bill Nye', 'Keyshawn Johnson']","['Keyshawn Johnson', 'Bill Nye']",True,0.9923953268977465,0.5005664192746981,0.5005660706587528,0.9993845266909417,1.0,0.49912619268671804,0.5002583340042237,0.4994339293412472,0.5005660706587528,1.0022682265755867,1.0022668289604004
17,3,11,percent,1,['Bill Nye'],['Valerie Harper'],['Valerie Harper'],"['Valerie Harper', 'Bill Nye']","['Valerie Harper', 'Bill Nye']",False,1.0,0.5005680535887524,0.5005680535887524,1.0,1.0,0.49943194641124755,0.5005680535887524,0.49943194641124755,0.5005680535887524,1.0022747787019248,1.0022747787019248
17,4,10,percent,1,['Valerie Harper'],['Valerie Harper'],['Valerie Harper'],"['Valerie Harper', 'Bill Engvall']","['Valerie Harper', 'Bill Engvall']",False,0.9999999999999999,0.504539830099517,0.504539830099517,1.0,1.0,0.4954601699004831,0.504539830099517,0.4954601699004831,0.504539830099517,1.018325691079468,1.018325691079468
17,5,9,percent,1,['Christina Milian'],['Leah Remini'],['Leah Remini'],"['Leah Remini', 'Bill Engvall']","['Leah Remini', 'Bill Engvall']",False,1.0,0.5007760145579994,0.5007760145579994,1.0,1.0,0.49922398544200064,0.5007760145579994,0.49922398544200064,0.5007760145579994,1.0031088632160492,1.0031088632160492
17,6,8,percent,0,[],[],[],[],[],False,0.9819805060619657,0.5021829672069192,0.5021734779447624,0.9956530441104751,1.0,0.49565304411047506,0.5,0.49782652205523753,0.5021734779447624,1.0087701384133023,1.0087318485649588
17,7,8,percent,1,"['Nicole ""Snooki"" Polizzi']",['Bill Engvall'],['Bill Engvall'],"['Bill Engvall', 'Leah Remini']","['Bill Engvall', 'Leah Remini']",False,0.9999999999999998,0.5029081706968563,0.5029081706968563,1.0,1.0,0.4970918293031437,0.5029081706968563,0.4970918293031437,0.5029081706968563,1.011700717923405,1.011700717923405
17,8,7,percent,1,['Brant Daugherty'],['Bill Engvall'],['Bill Engvall'],"['Bill Engvall', 'Elizabeth Berkley Lauren']","['Bill Engvall', 'Elizabeth Berkley Lauren']",False,1.0,0.5013125932375997,0.5013125932375997,1.0,1.0,0.49868740676240036,0.5013125932375997,0.49868740676240036,0.5013125932375997,1.0052641722789852,1.0052641722789852
17,9,6,percent,1,['Elizabeth Berkley Lauren'],['Bill Engvall'],['Bill Engvall'],"['Bill Engvall', 'Amber Riley']","['Bill Engvall', 'Amber Riley']",False,0.9999999999999999,0.500231279568156,0.500231279568156,1.0,1.0,0.49976872043184395,0.500231279568156,0.49976872043184395,0.500231279568156,1.0009255263647896,1.0009255263647896
17,10,5,percent,1,['Leah Remini'],['Bill Engvall'],['Bill Engvall'],"['Bill Engvall', 'Leah Remini']","['Bill Engvall', 'Leah Remini']",False,0.9486832980505138,0.4922132591097921,0.4922132591097921,1.0,1.0,0.5077867408902079,0.4922132591097921,0.5077867408902079,0.4922132591097921,0.9693306456832247,0.9693306456832247
17,11,4,percent,1,['Bill Engvall'],['Bill Engvall'],['Bill Engvall'],"['Bill Engvall', 'Jack Osbourne']","['Bill Engvall', 'Jack Osbourne']",False,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.9999999800000003,0.9999999800000003
18,1,12,percent,0,[],[],[],[],[],False,1.0,0.5005474092462072,0.5005474092462072,1.0,1.0,0.49945259075379284,0.5005474092462072,0.49945259075379284,0.5005474092462072,1.0021920168015184,1.0021920168015184
18,2,11,percent,1,['Sean Avery'],['Billy Dee Williams'],['Billy Dee Williams'],"['Billy Dee Williams', 'Sean Avery']","['Billy Dee Williams', 'Sean Avery']",False,1.0,0.5044498916801092,0.5044498916801092,1.0,1.0,0.49555010831989077,0.5044498916801092,0.49555010831989077,0.5044498916801092,1.0179593809610865,1.0179593809610865
18,3,9,percent,0,[],[],[],[],[],False,1.0,0.5011905025673653,0.5011905025673653,1.0,1.0,0.49880949743263475,0.5011905025673653,0.49880949743263475,0.5011905025673653,1.0047733555580878,1.0047733555580878
18,4,9,percent,0,[],[],[],[],[],False,1.0,0.5003262257866912,0.5003262257866912,1.0,1.0,0.4996737742133088,0.5003262257866912,0.4996737742133088,0.5003262257866912,1.0013057350495376,1.0013057350495376
18,5,9,percent,1,['Cody Simpson'],['Drew Carey'],['Drew Carey'],"['Drew Carey', 'Cody Simpson']","['Drew Carey', 'Cody Simpson']",False,1.0,0.5002589614417638,0.5002589614417638,1.0,1.0,0.4997410385582361,0.5002589614417638,0.4997410385582361,0.5002589614417638,1.0010363625021839,1.0010363625021839
18,6,8,percent,1,['Drew Carey'],['Drew Carey'],['Drew Carey'],"['Drew Carey', 'Candace Cameron Bure']","['Drew Carey', 'Candace Cameron Bure']",False,0.9999999999999998,0.5020481911516704,0.5020481911516704,1.0,1.0,0.49795180884832957,0.5020481911516704,0.49795180884832957,0.5020481911516704,1.0082264430980792,1.0082264430980792
18,7,7,percent,1,['NeNe Leakes'],['NeNe Leakes'],['NeNe Leakes'],"['NeNe Leakes', 'James Maslow']","['NeNe Leakes', 'James Maslow']",False,0.9759000729485333,0.4983586812829602,0.4983586812829602,1.0,1.0,0.5016413187170399,0.4983586812829602,0.5016413187170399,0.4983586812829602,0.9934561862307574,0.9934561862307574
18,8,6,percent,1,['Danica McKellar'],['James Maslow'],['James Maslow'],"['James Maslow', 'Candace Cameron Bure']","['James Maslow', 'Candace Cameron Bure']",False,0.9999999999999999,0.5028696611806442,0.5028696611806442,1.0,1.0,0.4971303388193557,0.5028696611806442,0.4971303388193557,0.5028696611806442,1.0115448843043258,1.0115448843043258
