season,week,method,w_judge,n_contestants,excitement_var
6,6,sigmoid,0.42832852032984275,7,0.10994860433397775
6,7,sigmoid,0.5716714796701571,6,0.17252346162499368
6,8,sigmoid,0.6618602140403562,5,0.18393894118492876
6,9,sigmoid,0.6908090520359897,4,0.18662262107371355
6,10,sigmoid,0.6979119497225766,3,0.25514612662078484
7,1,sigmoid,0.3001044761276383,13,0.0643968796182405
7,2,sigmoid,0.3004678041060222,11,0.11473519561565822
7,3,sigmoid,0.30208805027742336,9,0.07899211751722639
7,4,sigmoid,0.30919094796401025,9,0.10647263229663635
7,5,sigmoid,0.3381397859596438,8,0.21498241862666476
7,6,sigmoid,0.42832852032984275,7,0.1119706801124916
7,7,sigmoid,0.5716714796701571,6,0.15058599153791136
7,8,sigmoid,0.6618602140403562,5,0.2244234659763253
7,9,sigmoid,0.6908090520359897,4,0.18411627122709406
7,10,sigmoid,0.6979119497225766,3,0.33333333333333337
8,1,sigmoid,0.3000911610990888,13,0.09738062484134703
8,2,sigmoid,0.3003562388950501,13,0.0815910992338388
8,3,sigmoid,0.30138943058852713,12,0.10416131621340892
8,4,sigmoid,0.3053788343383616,11,0.10856779038584272
8,5,sigmoid,0.32024116159172605,9,0.10114218478427248
8,6,sigmoid,0.3689902969682859,8,0.13243383633251507
8,7,sigmoid,0.47961647363421395,7,0.11449857079403096
8,8,sigmoid,0.6044669956176942,6,0.16968459521684326
8,9,sigmoid,0.6702879228786678,5,0.2172032115950187
8,10,sigmoid,0.6919571075344866,4,0.1728890878676599
8,11,sigmoid,0.6979119497225766,3,0.2592874094046673
9,1,sigmoid,0.3001044761276383,16,0.12492659441510626
9,2,sigmoid,0.3004678041060222,14,0.11804916919137022
9,3,sigmoid,0.30208805027742336,13,0.08123666732500698
9,4,sigmoid,0.30919094796401025,11,0.136087651462972
9,5,sigmoid,0.3381397859596438,10,0.09696002603356432
9,6,sigmoid,0.42832852032984275,9,0.13922124754237367
9,7,sigmoid,0.5716714796701571,7,0.11669537806296272
9,8,sigmoid,0.6618602140403562,5,0.176632994806112
9,9,sigmoid,0.6908090520359897,4,0.20201782466171692
9,10,sigmoid,0.6979119497225766,3,0.28479496201421
10,1,sigmoid,0.3001044761276383,11,0.09400188858694217
10,2,sigmoid,0.3004678041060222,11,0.07157040931152475
10,3,sigmoid,0.30208805027742336,10,0.08500251362505434
10,4,sigmoid,0.30919094796401025,9,0.13411413703085803
10,5,sigmoid,0.3381397859596438,8,0.11401073295767569
10,6,sigmoid,0.42832852032984275,7,0.14153463650765988
10,7,sigmoid,0.5716714796701571,6,0.20614255426181738
10,8,sigmoid,0.6618602140403562,5,0.16700754203986268
10,9,sigmoid,0.6908090520359897,4,0.2245228154293949
10,10,sigmoid,0.6979119497225766,3,0.31490624140381124
11,1,sigmoid,0.3001044761276383,12,0.13966488352039957
11,2,sigmoid,0.3004678041060222,11,0.0757119080066846
11,3,sigmoid,0.30208805027742336,10,0.10879302144304848
11,4,sigmoid,0.30919094796401025,9,0.09974692476068957
11,5,sigmoid,0.3381397859596438,8,0.10926354088656628
11,6,sigmoid,0.42832852032984275,7,0.09102616321342151
11,7,sigmoid,0.5716714796701571,6,0.23753791485607872
11,8,sigmoid,0.6618602140403562,5,0.27621425658956766
11,9,sigmoid,0.6908090520359897,4,0.19779887356150205
11,10,sigmoid,0.6979119497225766,3,0.25450311452336927
12,1,sigmoid,0.3001044761276383,11,0.09554913686502323
12,2,sigmoid,0.3004678041060222,11,0.17343521040332507
12,3,sigmoid,0.30208805027742336,10,0.0853615633933432
12,4,sigmoid,0.30919094796401025,9,0.0928641286447741
12,5,sigmoid,0.3381397859596438,8,0.19082122751092637
12,6,sigmoid,0.42832852032984275,7,0.136527514584859
12,7,sigmoid,0.5716714796701571,6,0.24774556153549082
12,8,sigmoid,0.6618602140403562,5,0.18299385776547247
12,9,sigmoid,0.6908090520359897,4,0.18300423221359707
12,10,sigmoid,0.6979119497225766,3,0.33333333333333337
13,1,sigmoid,0.3001044761276383,12,0.11563072415003547
13,2,sigmoid,0.3004678041060222,11,0.08130284876336676
13,3,sigmoid,0.30208805027742336,10,0.08558636428267072
13,4,sigmoid,0.30919094796401025,9,0.10420075853985741
13,5,sigmoid,0.3381397859596438,8,0.09516824960467633
13,6,sigmoid,0.42832852032984275,7,0.15985209932698752
13,7,sigmoid,0.5716714796701571,6,0.1611232642240285
13,8,sigmoid,0.6618602140403562,5,0.12581904707414748
13,9,sigmoid,0.6908090520359897,4,0.21484205293921224
13,10,sigmoid,0.6979119497225766,3,0.250000015516325
14,1,sigmoid,0.3001044761276383,12,0.1285502139555488
14,2,sigmoid,0.3004678041060222,12,0.10503677894104312
14,3,sigmoid,0.30208805027742336,11,0.13026242503570043
14,4,sigmoid,0.30919094796401025,10,0.11328803089595121
14,5,sigmoid,0.3381397859596438,9,0.12902173530789968
14,6,sigmoid,0.42832852032984275,8,0.11545732219071346
14,7,sigmoid,0.5716714796701571,7,0.11986567547330952
14,8,sigmoid,0.6618602140403562,6,0.13052162452085428
14,9,sigmoid,0.6908090520359897,4,0.24321477820343262
14,10,sigmoid,0.6979119497225766,3,0.33333333333333337
15,1,sigmoid,0.3001044761276383,13,0.07097354156219887
15,2,sigmoid,0.3004678041060222,12,0.07423462264661908
15,3,sigmoid,0.30208805027742336,11,0.09121214033916632
15,4,sigmoid,0.30919094796401025,9,0.11370235445686877
15,5,sigmoid,0.3381397859596438,8,0.11122641499082622
15,6,sigmoid,0.42832852032984275,8,0.12477413585807742
15,7,sigmoid,0.5716714796701571,7,0.11054268763553775
15,8,sigmoid,0.6618602140403562,7,0.1000244214792691
15,9,sigmoid,0.6908090520359897,5,0.15121824600614797
15,10,sigmoid,0.6979119497225766,3,0.2517076414759526
16,1,sigmoid,0.3001044761276383,12,0.05983847499668196
16,2,sigmoid,0.3004678041060222,12,0.11245153304215952
16,3,sigmoid,0.30208805027742336,11,0.11820814751345461
16,4,sigmoid,0.30919094796401025,10,0.13486005377773364
16,5,sigmoid,0.3381397859596438,9,0.12686096377962428
16,6,sigmoid,0.42832852032984275,8,0.1175122784219277
16,7,sigmoid,0.5716714796701571,7,0.10912400550820169
16,8,sigmoid,0.6618602140403562,6,0.13812960014935843
16,9,sigmoid,0.6908090520359897,5,0.18444419916351723
16,10,sigmoid,0.6979119497225766,4,0.27810689083342205
17,1,sigmoid,0.3000911610990888,12,0.07330628088588186
17,2,sigmoid,0.3003562388950501,12,0.1115056032220279
17,3,sigmoid,0.30138943058852713,11,0.1178461982501067
17,4,sigmoid,0.3053788343383616,10,0.1106386369521196
17,5,sigmoid,0.32024116159172605,9,0.0832924239223297
17,6,sigmoid,0.3689902969682859,8,0.12750198299283128
17,7,sigmoid,0.47961647363421395,8,0.15199639934657444
17,8,sigmoid,0.6044669956176942,7,0.19881137117804634
17,9,sigmoid,0.6702879228786678,6,0.11287500462160378
17,10,sigmoid,0.6919571075344866,5,0.1868755435164452
17,11,sigmoid,0.6979119497225766,4,0.18192681910234088
18,1,sigmoid,0.3001044761276383,12,0.07439326585011939
18,2,sigmoid,0.3004678041060222,11,0.0880727200476065
18,3,sigmoid,0.30208805027742336,9,0.10496114676200607
18,4,sigmoid,0.30919094796401025,9,0.07451722514737547
18,5,sigmoid,0.3381397859596438,9,0.08529039362975743
18,6,sigmoid,0.42832852032984275,8,0.12801967767227584
18,7,sigmoid,0.5716714796701571,7,0.10350689151337554
18,8,sigmoid,0.6618602140403562,6,0.20002703259655386
18,9,sigmoid,0.6908090520359897,5,0.1609916654206578
18,10,sigmoid,0.6979119497225766,4,0.22109622542748997
19,1,sigmoid,0.3000911610990888,13,0.08222132724968936
19,2,sigmoid,0.3003562388950501,12,0.07923619406866542
19,3,sigmoid,0.30138943058852713,11,0.1042991668790713
19,4,sigmoid,0.3053788343383616,10,0.149663831210758
19,5,sigmoid,0.32024116159172605,9,0.13011961889767204
19,6,sigmoid,0.3689902969682859,9,0.09869672351845823
19,7,sigmoid,0.47961647363421395,8,0.12336625887821229
19,8,sigmoid,0.6044669956176942,7,0.14301590824901753
19,9,sigmoid,0.6702879228786678,6,0.1779750480688694
19,10,sigmoid,0.6919571075344866,5,0.15601611050670006
19,11,sigmoid,0.6979119497225766,4,0.17359539197328097
20,1,sigmoid,0.3001044761276383,12,0.10273765113556456
20,2,sigmoid,0.3004678041060222,12,0.07523384092257734
20,3,sigmoid,0.30208805027742336,11,0.14779680722818644
20,4,sigmoid,0.30919094796401025,10,0.09386197952708301
20,5,sigmoid,0.3381397859596438,9,0.15441561052755157
20,6,sigmoid,0.42832852032984275,8,0.12419525862631794
20,7,sigmoid,0.5716714796701571,7,0.13236085294940605
20,8,sigmoid,0.6618602140403562,6,0.21406127999204658
20,9,sigmoid,0.6908090520359897,4,0.1822079220627918
20,10,sigmoid,0.6979119497225766,3,0.33333333333333337
21,1,sigmoid,0.3000911610990888,13,0.1397626422152435
21,2,sigmoid,0.3003562388950501,13,0.10164787282547823
21,3,sigmoid,0.30138943058852713,10,0.09522024804360461
21,4,sigmoid,0.3053788343383616,10,0.1180030396898747
21,5,sigmoid,0.32024116159172605,9,0.12914139876810027
21,6,sigmoid,0.3689902969682859,9,0.13791700074628901
21,7,sigmoid,0.47961647363421395,8,0.11647449748892262
21,8,sigmoid,0.6044669956176942,7,0.10580311485389338
21,9,sigmoid,0.6702879228786678,6,0.1265731173261903
21,10,sigmoid,0.6919571075344866,4,0.2502040630548496
21,11,sigmoid,0.6979119497225766,4,0.22316579715874815
22,1,sigmoid,0.3001044761276383,12,0.10988633385123117
22,2,sigmoid,0.3004678041060222,12,0.08183532766088596
22,3,sigmoid,0.30208805027742336,11,0.08737928022721551
22,4,sigmoid,0.30919094796401025,10,0.12304449688866183
22,5,sigmoid,0.3381397859596438,9,0.10354295640574158
22,6,sigmoid,0.42832852032984275,9,0.09316329314855537
22,7,sigmoid,0.5716714796701571,8,0.17402195605826895
22,8,sigmoid,0.6618602140403562,6,0.12667080415708254
22,9,sigmoid,0.6908090520359897,5,0.1720093562618146
22,10,sigmoid,0.6979119497225766,3,0.25000003638893176
23,1,sigmoid,0.3000911610990888,13,0.0866089673193088
23,2,sigmoid,0.3003562388950501,13,0.0906407603643259
23,3,sigmoid,0.30138943058852713,12,0.11302322417568417
23,4,sigmoid,0.3053788343383616,11,0.07266435918469012
23,5,sigmoid,0.32024116159172605,9,0.1305271039137013
23,6,sigmoid,0.3689902969682859,9,0.12745549607476586
23,7,sigmoid,0.47961647363421395,8,0.14740924685039022
23,8,sigmoid,0.6044669956176942,7,0.17285997394345667
23,9,sigmoid,0.6702879228786678,6,0.21048153880962053
23,10,sigmoid,0.6919571075344866,5,0.14247354637433474
23,11,sigmoid,0.6979119497225766,4,0.20709472852213973
24,1,sigmoid,0.3001044761276383,12,0.09395778046328881
24,2,sigmoid,0.3004678041060222,12,0.11142227275916285
24,3,sigmoid,0.30208805027742336,11,0.16196782742511828
24,4,sigmoid,0.30919094796401025,10,0.0885317304749948
24,5,sigmoid,0.3381397859596438,9,0.11443477124699544
24,6,sigmoid,0.42832852032984275,8,0.10714649230623634
24,7,sigmoid,0.5716714796701571,7,0.17378752607291625
24,8,sigmoid,0.6618602140403562,5,0.15799666075561308
24,9,sigmoid,0.6908090520359897,4,0.21807226389886972
24,10,sigmoid,0.6979119497225766,3,0.30328092363099235
25,1,sigmoid,0.3001044761276383,13,0.09821680734354964
25,2,sigmoid,0.3004678041060222,13,0.10057177972280805
25,3,sigmoid,0.30208805027742336,11,0.07782894202783425
25,4,sigmoid,0.30919094796401025,11,0.07793227120659572
25,5,sigmoid,0.3381397859596438,10,0.10040548000275809
25,6,sigmoid,0.42832852032984275,9,0.11250204084075947
25,7,sigmoid,0.5716714796701571,8,0.12241149179170185
25,8,sigmoid,0.6618602140403562,6,0.15017514275112248
25,9,sigmoid,0.6908090520359897,5,0.19498025684351247
25,10,sigmoid,0.6979119497225766,4,0.225332127741818
26,1,sigmoid,0.3009890492626539,10,0.12659480000915876
26,2,sigmoid,0.3381397859596438,8,0.12186702540493553
26,3,sigmoid,0.6270297904774574,6,0.11784687198880536
26,4,sigmoid,0.6979119497225766,3,0.2500000126545651
27,1,sigmoid,0.3001234181150166,13,0.07830831477517718
27,2,sigmoid,0.30065257129588735,12,0.12243462503987607
27,3,sigmoid,0.3034309941654848,11,0.07965955420266797
27,4,sigmoid,0.31751999908658446,10,0.07401030176940299
27,5,sigmoid,0.37807387080553606,9,0.10280161555027867
27,6,sigmoid,0.5248706003543192,9,0.1693756345677645
27,7,sigmoid,0.6487065049629923,8,0.12680913881922198
27,8,sigmoid,0.6891872367067873,6,0.19935743933751482
27,9,sigmoid,0.6979119497225766,4,0.22921443633792352
28,1,sigmoid,0.3000911610990888,12,0.0880971764948087
28,2,sigmoid,0.3003562388950501,12,0.08672170512212779
28,3,sigmoid,0.30138943058852713,10,0.1211013134678473
28,4,sigmoid,0.3053788343383616,10,0.1753200298236669
28,5,sigmoid,0.32024116159172605,9,0.10342259268587072
28,6,sigmoid,0.3689902969682859,9,0.104366071695885
28,7,sigmoid,0.47961647363421395,8,0.1437594864952534
28,8,sigmoid,0.6044669956176942,7,0.13855618820418011
28,9,sigmoid,0.6702879228786678,6,0.13714986963264877
28,10,sigmoid,0.6919571075344866,5,0.1843670507979179
28,11,sigmoid,0.6979119497225766,4,0.18518507999623549
29,1,sigmoid,0.3000911610990888,15,0.09682032383627338
29,2,sigmoid,0.3003562388950501,15,0.15738448890946724
29,3,sigmoid,0.30138943058852713,14,0.09413412535455132
29,4,sigmoid,0.3053788343383616,13,0.21659781096853303
29,5,sigmoid,0.32024116159172605,12,0.14518079256606145
29,6,sigmoid,0.3689902969682859,11,0.132296396495403
29,7,sigmoid,0.47961647363421395,10,0.10375294406281507
29,8,sigmoid,0.6044669956176942,8,0.15428134149549225
29,9,sigmoid,0.6702879228786678,7,0.16694205713195462
29,10,sigmoid,0.6919571075344866,6,0.15091403293791578
29,11,sigmoid,0.6979119497225766,4,0.24999999261666161
30,1,sigmoid,0.3001044761276383,15,0.058157499717447284
30,2,sigmoid,0.3004678041060222,15,0.1028336188913996
30,3,sigmoid,0.30208805027742336,14,0.11881998518423909
30,4,sigmoid,0.30919094796401025,13,0.16239582443331438
30,5,sigmoid,0.3381397859596438,11,0.18593831919312215
30,6,sigmoid,0.42832852032984275,10,0.11728725795340034
30,7,sigmoid,0.5716714796701571,9,0.085748008523968
30,8,sigmoid,0.6618602140403562,8,0.11886583746601675
30,9,sigmoid,0.6908090520359897,6,0.12599551236788648
30,10,sigmoid,0.6979119497225766,4,0.2291898821967321
31,1,sigmoid,0.3001044761276383,16,0.09316019307315242
31,2,sigmoid,0.3004678041060222,15,0.050821738861471503
31,3,sigmoid,0.30208805027742336,14,0.1402935632861992
31,4,sigmoid,0.30919094796401025,13,0.1625135621895504
31,5,sigmoid,0.3381397859596438,12,0.13440389208692088
31,6,sigmoid,0.42832852032984275,10,0.16239441849260067
31,7,sigmoid,0.5716714796701571,9,0.09273516652305476
31,8,sigmoid,0.6618602140403562,8,0.14413354928837066
31,9,sigmoid,0.6908090520359897,6,0.14077807148675328
31,10,sigmoid,0.6979119497225766,4,0.3333333333333333
32,1,sigmoid,0.3000911610990888,14,0.14560155998250535
32,2,sigmoid,0.3003562388950501,13,0.07025959841951564
32,3,sigmoid,0.30138943058852713,12,0.14838278419407921
32,4,sigmoid,0.3053788343383616,11,0.1884324932336644
32,5,sigmoid,0.32024116159172605,10,0.1639845147319232
32,6,sigmoid,0.3689902969682859,9,0.17774422547785507
32,7,sigmoid,0.47961647363421395,8,0.2060887662685685
32,8,sigmoid,0.6044669956176942,7,0.14676211978084183
32,9,sigmoid,0.6702879228786678,6,0.17702655587090654
32,10,sigmoid,0.6919571075344866,5,0.15418637048869935
32,11,sigmoid,0.6979119497225766,5,0.17748172118872213
33,1,sigmoid,0.3001234181150166,13,0.08603452150412923
33,2,sigmoid,0.30065257129588735,13,0.1346219357408205
33,3,sigmoid,0.3034309941654848,11,0.1681677048206589
33,4,sigmoid,0.31751999908658446,9,0.2120553474191896
33,5,sigmoid,0.37807387080553606,8,0.1618893122499986
33,6,sigmoid,0.5248706003543192,7,0.15263769178081865
33,7,sigmoid,0.6487065049629923,6,0.15177841926949162
33,8,sigmoid,0.6891872367067873,5,0.22002657090055433
33,9,sigmoid,0.6979119497225766,5,0.16873677837556736
34,1,sigmoid,0.3000911610990888,14,0.1213490485095595
34,2,sigmoid,0.3003562388950501,14,0.1058072992895044
34,3,sigmoid,0.30138943058852713,12,0.17753483649867005
34,4,sigmoid,0.3053788343383616,11,0.14148761266548773
34,5,sigmoid,0.32024116159172605,10,0.09320430259209693
34,6,sigmoid,0.3689902969682859,10,0.16391140096945095
34,7,sigmoid,0.47961647363421395,9,0.15059139008229633
34,8,sigmoid,0.6044669956176942,8,0.13911668897557794
34,9,sigmoid,0.6702879228786678,7,0.16397001717148488
34,10,sigmoid,0.6919571075344866,6,0.17300219105698106
34,11,sigmoid,0.6979119497225766,5,0.144439559127553
1,1,attention,0.7,6,0.15039839834151653
1,2,attention,0.7,6,0.1936947110096243
1,3,attention,0.7,5,0.18713303977687698
1,4,attention,0.7,4,0.23724164474743614
1,5,attention,0.7,3,0.27584993538362285
1,6,attention,0.7,2,0.5
2,1,attention,0.7,10,0.12249169436494656
2,2,attention,0.7,9,0.10331994622945946
2,3,attention,0.7,8,0.10664252007781501
2,4,attention,0.7,7,0.13708007341808753
2,5,attention,0.7,6,0.16883333629603806
2,6,attention,0.7,5,0.18823795768071577
2,7,attention,0.7,4,0.22516555685210027
2,8,attention,0.7,3,0.29246449113512185
3,1,attention,0.7,11,0.08896826072885053
3,2,attention,0.7,10,0.1030937470610529
3,3,attention,0.7,9,0.1495104501843541
3,4,attention,0.7,8,0.14705394321772683
3,5,attention,0.7,7,0.22327395187785817
3,6,attention,0.7,5,0.13283499250902414
3,7,attention,0.7,5,0.17762402612913913
3,8,attention,0.7,4,0.18754890755800627
3,9,attention,0.7,3,0.0
3,10,attention,0.7,2,0.0
4,1,attention,0.7,11,0.09450128990901305
4,2,attention,0.7,11,0.11260916924846805
4,3,attention,0.7,10,0.14216717341402335
4,4,attention,0.7,9,0.13567216236803395
4,5,attention,0.7,8,0.11684092462017959
4,6,attention,0.7,7,0.19940493959637404
4,7,attention,0.7,6,0.19201462370439942
4,8,attention,0.7,5,0.15664208885204903
4,9,attention,0.7,4,0.22918188699374975
4,10,attention,0.7,3,0.25928186020689514
5,1,attention,0.7,12,0.08643468062230378
5,2,attention,0.7,11,0.10423256688076221
5,3,attention,0.7,10,0.1333268637169627
5,4,attention,0.7,9,0.09437629518330501
5,5,attention,0.7,8,0.1401354663654268
5,6,attention,0.7,7,0.14452570498313083
5,7,attention,0.7,6,0.12499903919263748
5,8,attention,0.7,5,0.24199509207069286
5,9,attention,0.7,4,0.27749323386499436
5,10,attention,0.7,3,0.3137069392132783
6,1,attention,0.7,12,0.10322723759255546
6,2,attention,0.7,12,0.12331987943856643
6,3,attention,0.7,10,0.12876549602247814
6,4,attention,0.7,9,0.11283443802839516
6,5,attention,0.7,8,0.12499962819365681
6,6,attention,0.7,7,0.10994062723112674
6,7,attention,0.7,6,0.14497374717454356
6,8,attention,0.7,5,0.17704498241401276
6,9,attention,0.7,4,0.18662392860101643
6,10,attention,0.7,3,0.255146555314548
7,1,attention,0.7,13,0.0643398303859365
7,2,attention,0.7,11,0.14003888395519387
7,3,attention,0.7,9,0.07893165284366081
7,4,attention,0.7,9,0.10614707565216451
7,5,attention,0.7,8,0.1268855411625837
7,6,attention,0.7,7,0.11202944744885564
7,7,attention,0.7,6,0.13911242012468353
7,8,attention,0.7,5,0.22443091302945364
7,9,attention,0.7,4,0.18410935323811786
7,10,attention,0.7,3,0.33333333333333337
8,1,attention,0.7,13,0.0971278523039912
8,2,attention,0.7,13,0.10736983100787996
8,3,attention,0.7,12,0.14091669659351205
8,4,attention,0.7,11,0.10806877349683408
8,5,attention,0.7,9,0.12358970767853422
8,6,attention,0.7,8,0.13243327409126415
8,7,attention,0.7,7,0.1145334667701396
8,8,attention,0.7,6,0.14916510647171496
8,9,attention,0.7,5,0.209239275435733
8,10,attention,0.7,4,0.17289280256263106
8,11,attention,0.7,3,0.25928721468257254
9,1,attention,0.7,16,0.12561871814861064
9,2,attention,0.7,14,0.117880964163672
9,3,attention,0.7,13,0.10384646273575687
9,4,attention,0.7,11,0.15234457962925793
9,5,attention,0.7,10,0.10669177172515108
9,6,attention,0.7,9,0.14869004670143188
9,7,attention,0.7,7,0.11670626290219438
9,8,attention,0.7,5,0.17662283061623385
9,9,attention,0.7,4,0.20019372922023293
9,10,attention,0.7,3,0.28479563533319907
10,1,attention,0.7,11,0.09411804335648319
10,2,attention,0.7,11,0.09620772037947772
10,3,attention,0.7,10,0.08529910580888365
10,4,attention,0.7,9,0.1398953952408893
10,5,attention,0.7,8,0.1137853604308536
10,6,attention,0.7,7,0.14160111076188617
10,7,attention,0.7,6,0.18554097795436486
10,8,attention,0.7,5,0.16702765358218638
10,9,attention,0.7,4,0.22452183045611016
10,10,attention,0.7,3,0.31490607134431886
11,1,attention,0.7,12,0.1399653711518919
11,2,attention,0.7,11,0.07565976563348097
11,3,attention,0.7,10,0.10902391270747706
11,4,attention,0.7,9,0.09973382462380548
11,5,attention,0.7,8,0.1278460754428162
11,6,attention,0.7,7,0.09411823333485436
11,7,attention,0.7,6,0.20348883114716282
11,8,attention,0.7,5,0.2735730099322446
11,9,attention,0.7,4,0.19599694388889555
11,10,attention,0.7,3,0.25450267332238663
12,1,attention,0.7,11,0.09555285605167106
12,2,attention,0.7,11,0.17360561554459003
12,3,attention,0.7,10,0.08508668092137923
12,4,attention,0.7,9,0.11407075814534662
12,5,attention,0.7,8,0.19115277482004642
12,6,attention,0.7,7,0.13639162414400482
12,7,attention,0.7,6,0.24235259069089912
12,8,attention,0.7,5,0.1738244664417038
12,9,attention,0.7,4,0.18299807918267819
12,10,attention,0.7,3,0.33333333333333337
13,1,attention,0.7,12,0.11523166776940674
13,2,attention,0.7,11,0.11962985169305343
13,3,attention,0.7,10,0.10842997905055564
13,4,attention,0.7,9,0.11355881230108873
13,5,attention,0.7,8,0.09520377264370632
13,6,attention,0.7,7,0.1594668435844658
13,7,attention,0.7,6,0.1491899044390914
13,8,attention,0.7,5,0.12581453408255294
13,9,attention,0.7,4,0.21483955232107577
13,10,attention,0.7,3,0.25000001545103834
14,1,attention,0.7,12,0.12868426239672107
14,2,attention,0.7,12,0.10460344908407747
14,3,attention,0.7,11,0.1306301720124285
14,4,attention,0.7,10,0.12762180198161482
14,5,attention,0.7,9,0.12879435540292694
14,6,attention,0.7,8,0.11535061150826531
14,7,attention,0.7,7,0.11063036857400477
14,8,attention,0.7,6,0.13052541000613105
14,9,attention,0.7,4,0.23726713737486213
14,10,attention,0.7,3,0.33333333333333337
15,1,attention,0.7,13,0.07088735800698687
15,2,attention,0.7,12,0.1003239043161165
15,3,attention,0.7,11,0.11683948337529922
15,4,attention,0.7,9,0.13197857926088158
15,5,attention,0.7,8,0.11133470911602057
15,6,attention,0.7,8,0.1360292599434505
15,7,attention,0.7,7,0.1105253572891624
15,8,attention,0.7,7,0.1002828764995663
15,9,attention,0.7,5,0.1517970530063526
15,10,attention,0.7,3,0.2517076175477607
16,1,attention,0.7,12,0.0598800038125972
16,2,attention,0.7,12,0.11201431678479766
16,3,attention,0.7,11,0.1179739972601257
16,4,attention,0.7,10,0.1349244973162769
16,5,attention,0.7,9,0.12728261503671942
16,6,attention,0.7,8,0.1173892828835689
16,7,attention,0.7,7,0.10914627125085408
16,8,attention,0.7,6,0.13813185277352705
16,9,attention,0.7,5,0.18444212911933594
16,10,attention,0.7,4,0.2774901710568927
17,1,attention,0.7,12,0.07342085523934673
17,2,attention,0.7,12,0.1259740522005134
17,3,attention,0.7,11,0.11833421115294393
17,4,attention,0.7,10,0.1102022886914101
17,5,attention,0.7,9,0.09690567853087187
17,6,attention,0.7,8,0.12721296202201035
17,7,attention,0.7,8,0.15836528543040643
17,8,attention,0.7,7,0.17746061538737845
17,9,attention,0.7,6,0.1109028857880305
17,10,attention,0.7,5,0.185932561916916
17,11,attention,0.7,4,0.18192710966263712
18,1,attention,0.7,12,0.0743264563467405
18,2,attention,0.7,11,0.11958344974897048
18,3,attention,0.7,9,0.10514243179055043
18,4,attention,0.7,9,0.0744375216043155
18,5,attention,0.7,9,0.10355083460075866
18,6,attention,0.7,8,0.12817497280832474
18,7,attention,0.7,7,0.1035062174916912
18,8,attention,0.7,6,0.20148481797843734
18,9,attention,0.7,5,0.1594697756798375
18,10,attention,0.7,4,0.2205959230559846
19,1,attention,0.7,13,0.09496631935057316
19,2,attention,0.7,12,0.10444644663244405
19,3,attention,0.7,11,0.10385361439312298
19,4,attention,0.7,10,0.1277698183126878
19,5,attention,0.7,9,0.12998332103710908
19,6,attention,0.7,9,0.12132823669529785
19,7,attention,0.7,8,0.1277077279496491
19,8,attention,0.7,7,0.14297654052229442
19,9,attention,0.7,6,0.17013706256775746
19,10,attention,0.7,5,0.1560222011745969
19,11,attention,0.7,4,0.17359548128128025
20,1,attention,0.7,12,0.1027290206999683
20,2,attention,0.7,12,0.08907238324690124
20,3,attention,0.7,11,0.14775355388984096
20,4,attention,0.7,10,0.11503106768818139
20,5,attention,0.7,9,0.1816410581768829
20,6,attention,0.7,8,0.12957841766209904
20,7,attention,0.7,7,0.12637240011361292
20,8,attention,0.7,6,0.2140875805283748
20,9,attention,0.7,4,0.18267219468092236
20,10,attention,0.7,3,0.33333333333333337
21,1,attention,0.7,13,0.13936070154537356
21,2,attention,0.7,13,0.10147894476901836
21,3,attention,0.7,10,0.09499474164975388
21,4,attention,0.7,10,0.1177652936849902
21,5,attention,0.7,9,0.12904214298452094
21,6,attention,0.7,9,0.1371700606191807
21,7,attention,0.7,8,0.10868040482573679
21,8,attention,0.7,7,0.1058061308581739
21,9,attention,0.7,6,0.1331517137745491
21,10,attention,0.7,4,0.2501987255446175
21,11,attention,0.7,4,0.22304242233932461
22,1,attention,0.7,12,0.10955760632161163
22,2,attention,0.7,12,0.08171907076572303
22,3,attention,0.7,11,0.08727471193991826
22,4,attention,0.7,10,0.15606833284226124
22,5,attention,0.7,9,0.10341134934995003
22,6,attention,0.7,9,0.09302817676746696
22,7,attention,0.7,8,0.1719617834586955
22,8,attention,0.7,6,0.12635262095034056
22,9,attention,0.7,5,0.17200907719976982
22,10,attention,0.7,3,0.2500000360011086
23,1,attention,0.7,13,0.08633807307015416
23,2,attention,0.7,13,0.11170754489429406
23,3,attention,0.7,12,0.11315776423562042
23,4,attention,0.7,11,0.07248051264815991
23,5,attention,0.7,9,0.1308524450202192
23,6,attention,0.7,9,0.1274814317872835
23,7,attention,0.7,8,0.15338291945222057
23,8,attention,0.7,7,0.1632200207946737
23,9,attention,0.7,6,0.21047565981829877
23,10,attention,0.7,5,0.14269852720856852
23,11,attention,0.7,4,0.20709508727390055
24,1,attention,0.7,12,0.09374944156515727
24,2,attention,0.7,12,0.11147225751697874
24,3,attention,0.7,11,0.16229533399600557
24,4,attention,0.7,10,0.08852410295176634
24,5,attention,0.7,9,0.13819891794012654
24,6,attention,0.7,8,0.14028850749254887
24,7,attention,0.7,7,0.1543098439169904
24,8,attention,0.7,5,0.15800249921118287
24,9,attention,0.7,4,0.21375299773672962
24,10,attention,0.7,3,0.3032812471124809
25,1,attention,0.7,13,0.09795013466519838
25,2,attention,0.7,13,0.1001757949048992
25,3,attention,0.7,11,0.0776719852705593
25,4,attention,0.7,11,0.08836801280877901
25,5,attention,0.7,10,0.11863766031133333
25,6,attention,0.7,9,0.11237777068263265
25,7,attention,0.7,8,0.1224436484485921
